"","County.Number","county","city","County_FIPS","State_FIPS","fiscal_year","quarter_ending","number_of_returns","taxable_sales","Quarter.Ending"
"8845",53,"Jones","Anamosa","105","19",2014,"2014-03-31",188,15864220,2014-03-31
"8846",53,"Jones","Olin","105","19",2014,"2014-03-31",32,325472,2014-03-31
"8847",53,"Jones","Wyoming","105","19",2014,"2014-03-31",32,723544,2014-03-31
"8848",53,"Jones","Oxford Junction","105","19",2014,"2014-03-31",19,164896,2014-03-31
"8849",53,"Jones","Cascade","105","19",2014,"2014-03-31",17,76392,2014-03-31
"8850",53,"Jones","Martelle","105","19",2014,"2014-03-31",13,232511,2014-03-31
"8851",53,"Jones","Onslow","105","19",2014,"2014-03-31",13,45717,2014-03-31
"8852",53,"Jones","Other","105","19",2014,"2014-03-31",34,543570,2014-03-31
"8853",54,"Keokuk","Sigourney","107","19",2014,"2014-03-31",122,4128863,2014-03-31
"8854",54,"Keokuk","Keota","107","19",2014,"2014-03-31",46,1186244,2014-03-31
"8855",54,"Keokuk","Hedrick","107","19",2014,"2014-03-31",28,709115,2014-03-31
"8856",54,"Keokuk","Richland","107","19",2014,"2014-03-31",20,435057,2014-03-31
"8857",54,"Keokuk","What Cheer","107","19",2014,"2014-03-31",19,344629,2014-03-31
"8858",54,"Keokuk","Keswick","107","19",2014,"2014-03-31",13,249119,2014-03-31
"8859",54,"Keokuk","Ollie","107","19",2014,"2014-03-31",12,58095,2014-03-31
"8860",54,"Keokuk","South English","107","19",2014,"2014-03-31",11,177381,2014-03-31
"8861",54,"Keokuk","Harper","107","19",2014,"2014-03-31",10,213226,2014-03-31
"8862",54,"Keokuk","Other","107","19",2014,"2014-03-31",30,576134,2014-03-31
"8863",55,"Kossuth","Algona","109","19",2014,"2014-03-31",328,22615724,2014-03-31
"8864",55,"Kossuth","Bancroft","109","19",2014,"2014-03-31",52,2407312,2014-03-31
"8865",55,"Kossuth","Titonka","109","19",2014,"2014-03-31",29,1018504,2014-03-31
"8866",55,"Kossuth","Swea City","109","19",2014,"2014-03-31",26,595504,2014-03-31
"8867",55,"Kossuth","Whittemore","109","19",2014,"2014-03-31",26,598076,2014-03-31
"8868",55,"Kossuth","Wesley","109","19",2014,"2014-03-31",24,707931,2014-03-31
"8869",55,"Kossuth","Fenton","109","19",2014,"2014-03-31",17,162768,2014-03-31
"8870",55,"Kossuth","Burt","109","19",2014,"2014-03-31",15,576189,2014-03-31
"8871",55,"Kossuth","Luverne","109","19",2014,"2014-03-31",15,258655,2014-03-31
"8872",55,"Kossuth","Lone Rock","109","19",2014,"2014-03-31",14,108531,2014-03-31
"8873",55,"Kossuth","West Bend","109","19",2014,"2014-03-31",14,786384,2014-03-31
"8874",55,"Kossuth","Ledyard","109","19",2014,"2014-03-31",12,166447,2014-03-31
"8875",55,"Kossuth","Lakota","109","19",2014,"2014-03-31",11,231920,2014-03-31
"8876",55,"Kossuth","Other","109","19",2014,"2014-03-31",13,129552,2014-03-31
"8877",56,"Lee","Keokuk","111","19",2014,"2014-03-31",337,35217805,2014-03-31
"8878",56,"Lee","Fort Madison","111","19",2014,"2014-03-31",303,23875899,2014-03-31
"8879",56,"Lee","Donnellson","111","19",2014,"2014-03-31",71,2226774,2014-03-31
"8880",56,"Lee","West Point","111","19",2014,"2014-03-31",69,1424777,2014-03-31
"8881",56,"Lee","Montrose","111","19",2014,"2014-03-31",45,763032,2014-03-31
"8882",56,"Lee","Houghton","111","19",2014,"2014-03-31",17,993557,2014-03-31
"8883",56,"Lee","St. Paul","111","19",2014,"2014-03-31",10,470048,2014-03-31
"8884",56,"Lee","Other","111","19",2014,"2014-03-31",60,2499075,2014-03-31
"8885",57,"Linn","Cedar Rapids","113","19",2014,"2014-03-31",3154,707086307,2014-03-31
"8886",57,"Linn","Marion","113","19",2014,"2014-03-31",710,76190642,2014-03-31
"8887",57,"Linn","Hiawatha","113","19",2014,"2014-03-31",228,23632531,2014-03-31
"8888",57,"Linn","Mount Vernon","113","19",2014,"2014-03-31",145,6858609,2014-03-31
"8889",57,"Linn","Center Point","113","19",2014,"2014-03-31",84,4470865,2014-03-31
"8890",57,"Linn","Lisbon","113","19",2014,"2014-03-31",74,2503402,2014-03-31
"8891",57,"Linn","Fairfax","113","19",2014,"2014-03-31",61,2429958,2014-03-31
"8892",57,"Linn","Central City","113","19",2014,"2014-03-31",58,944629,2014-03-31
"8893",57,"Linn","Ely","113","19",2014,"2014-03-31",47,866695,2014-03-31
"8894",57,"Linn","Palo","113","19",2014,"2014-03-31",47,6148634,2014-03-31
"8895",57,"Linn","Springville","113","19",2014,"2014-03-31",39,1015232,2014-03-31
"8896",57,"Linn","Robins","113","19",2014,"2014-03-31",32,831210,2014-03-31
"8897",57,"Linn","Coggon","113","19",2014,"2014-03-31",28,759906,2014-03-31
"8898",57,"Linn","Walker","113","19",2014,"2014-03-31",24,765260,2014-03-31
"8899",57,"Linn","Alburnett","113","19",2014,"2014-03-31",23,634458,2014-03-31
"8900",57,"Linn","Waubeek","113","19",2014,"2014-03-31",11,60039,2014-03-31
"8901",57,"Linn","Other","113","19",2014,"2014-03-31",60,1698412,2014-03-31
"8902",58,"Louisa","Wapello","115","19",2014,"2014-03-31",94,2571775,2014-03-31
"8903",58,"Louisa","Columbus Junction","115","19",2014,"2014-03-31",76,2266820,2014-03-31
"8904",58,"Louisa","Morning Sun","115","19",2014,"2014-03-31",33,701371,2014-03-31
"8905",58,"Louisa","Letts","115","19",2014,"2014-03-31",11,646043,2014-03-31
"8906",58,"Louisa","Other","115","19",2014,"2014-03-31",36,685471,2014-03-31
"8907",59,"Lucas","Chariton","117","19",2014,"2014-03-31",181,9215424,2014-03-31
"8908",59,"Lucas","Russell","117","19",2014,"2014-03-31",21,160943,2014-03-31
"8909",59,"Lucas","Lucas","117","19",2014,"2014-03-31",13,168525,2014-03-31
"8910",59,"Lucas","Other","117","19",2014,"2014-03-31",16,255952,2014-03-31
"8911",60,"Lyon","Rock Rapids","119","19",2014,"2014-03-31",118,6233446,2014-03-31
"8912",60,"Lyon","Inwood","119","19",2014,"2014-03-31",61,1717356,2014-03-31
"8913",60,"Lyon","George","119","19",2014,"2014-03-31",55,2114730,2014-03-31
"8914",60,"Lyon","Larchwood","119","19",2014,"2014-03-31",55,3996715,2014-03-31
"8915",60,"Lyon","Doon","119","19",2014,"2014-03-31",42,1671965,2014-03-31
"8916",60,"Lyon","Lester","119","19",2014,"2014-03-31",17,749976,2014-03-31
"8917",60,"Lyon","Little Rock","119","19",2014,"2014-03-31",16,208941,2014-03-31
"8918",60,"Lyon","Alvord","119","19",2014,"2014-03-31",12,163920,2014-03-31
"8919",60,"Lyon","Other","119","19",2014,"2014-03-31",7,122633,2014-03-31
"8920",61,"Madison","Winterset","121","19",2014,"2014-03-31",237,13775665,2014-03-31
"8921",61,"Madison","Earlham","121","19",2014,"2014-03-31",45,1861200,2014-03-31
"8922",61,"Madison","St. Charles","121","19",2014,"2014-03-31",43,677386,2014-03-31
"8923",61,"Madison","Truro","121","19",2014,"2014-03-31",16,531481,2014-03-31
"8924",61,"Madison","Other","121","19",2014,"2014-03-31",57,959494,2014-03-31
"8925",62,"Mahaska","Oskaloosa","123","19",2014,"2014-03-31",448,37044913,2014-03-31
"8926",62,"Mahaska","New Sharon","123","19",2014,"2014-03-31",71,1682133,2014-03-31
"8927",62,"Mahaska","Fremont","123","19",2014,"2014-03-31",25,342011,2014-03-31
"8928",62,"Mahaska","Leighton","123","19",2014,"2014-03-31",14,346594,2014-03-31
"8929",62,"Mahaska","Eddyville","123","19",2014,"2014-03-31",11,136890,2014-03-31
"8930",62,"Mahaska","Barnes City","123","19",2014,"2014-03-31",10,138417,2014-03-31
"8931",62,"Mahaska","Other","123","19",2014,"2014-03-31",39,587754,2014-03-31
"8932",63,"Marion","Pella","125","19",2014,"2014-03-31",412,35797853,2014-03-31
"8933",63,"Marion","Knoxville","125","19",2014,"2014-03-31",258,19360327,2014-03-31
"8934",63,"Marion","Pleasantville","125","19",2014,"2014-03-31",57,1230720,2014-03-31
"8935",63,"Marion","Harvey","125","19",2014,"2014-03-31",14,183004,2014-03-31
"8936",63,"Marion","Melcher-Dallas","125","19",2014,"2014-03-31",13,385707,2014-03-31
"8937",63,"Marion","Bussey","125","19",2014,"2014-03-31",12,131221,2014-03-31
"8938",63,"Marion","Other","125","19",2014,"2014-03-31",63,1122806,2014-03-31
"8939",64,"Marshall","Marshalltown","127","19",2014,"2014-03-31",690,69726795,2014-03-31
"8940",64,"Marshall","State Center","127","19",2014,"2014-03-31",49,1833129,2014-03-31
"8941",64,"Marshall","Gilman","127","19",2014,"2014-03-31",17,676056,2014-03-31
"8942",64,"Marshall","Melbourne","127","19",2014,"2014-03-31",16,383408,2014-03-31
"8943",64,"Marshall","Albion","127","19",2014,"2014-03-31",15,293093,2014-03-31
"8944",64,"Marshall","Rhodes","127","19",2014,"2014-03-31",15,129003,2014-03-31
"8945",64,"Marshall","Laurel","127","19",2014,"2014-03-31",14,160829,2014-03-31
"8946",64,"Marshall","Legrand","127","19",2014,"2014-03-31",14,412226,2014-03-31
"8947",64,"Marshall","Haverhill","127","19",2014,"2014-03-31",10,154998,2014-03-31
"8948",64,"Marshall","Other","127","19",2014,"2014-03-31",30,950425,2014-03-31
"8949",65,"Mills","Glenwood","129","19",2014,"2014-03-31",191,10518965,2014-03-31
"8950",65,"Mills","Malvern","129","19",2014,"2014-03-31",44,941843,2014-03-31
"8951",65,"Mills","Emerson","129","19",2014,"2014-03-31",20,3015574,2014-03-31
"8952",65,"Mills","Pacific Junction","129","19",2014,"2014-03-31",18,1347140,2014-03-31
"8953",65,"Mills","Other","129","19",2014,"2014-03-31",35,863254,2014-03-31
"8954",66,"Mitchell","Osage","131","19",2014,"2014-03-31",182,9123158,2014-03-31
"8955",66,"Mitchell","St. Ansgar","131","19",2014,"2014-03-31",102,2294839,2014-03-31
"8956",66,"Mitchell","Stacyville","131","19",2014,"2014-03-31",34,707858,2014-03-31
"8957",66,"Mitchell","Riceville","131","19",2014,"2014-03-31",25,811573,2014-03-31
"8958",66,"Mitchell","Orchard","131","19",2014,"2014-03-31",11,100766,2014-03-31
"8959",66,"Mitchell","Mcintire","131","19",2014,"2014-03-31",10,146084,2014-03-31
"8960",66,"Mitchell","Other","131","19",2014,"2014-03-31",22,296235,2014-03-31
"8961",67,"Monona","Onawa","133","19",2014,"2014-03-31",119,6548322,2014-03-31
"8962",67,"Monona","Mapleton","133","19",2014,"2014-03-31",65,2466450,2014-03-31
"8963",67,"Monona","Whiting","133","19",2014,"2014-03-31",23,397078,2014-03-31
"8964",67,"Monona","Ute","133","19",2014,"2014-03-31",21,661986,2014-03-31
"8965",67,"Monona","Moorhead","133","19",2014,"2014-03-31",18,127443,2014-03-31
"8966",67,"Monona","Blencoe","133","19",2014,"2014-03-31",12,88409,2014-03-31
"8967",67,"Monona","Soldier","133","19",2014,"2014-03-31",11,232207,2014-03-31
"8968",67,"Monona","Castana","133","19",2014,"2014-03-31",10,46442,2014-03-31
"8969",67,"Monona","Other","133","19",2014,"2014-03-31",12,126018,2014-03-31
"8970",68,"Monroe","Albia","135","19",2014,"2014-03-31",166,7978070,2014-03-31
"8971",68,"Monroe","Lovilia","135","19",2014,"2014-03-31",19,494922,2014-03-31
"8972",68,"Monroe","Other","135","19",2014,"2014-03-31",18,546100,2014-03-31
"8973",69,"Montgomery","Red Oak","137","19",2014,"2014-03-31",235,15185356,2014-03-31
"8974",69,"Montgomery","Villisca","137","19",2014,"2014-03-31",45,1133185,2014-03-31
"8975",69,"Montgomery","Stanton","137","19",2014,"2014-03-31",30,472441,2014-03-31
"8976",69,"Montgomery","Other","137","19",2014,"2014-03-31",18,317046,2014-03-31
"8977",70,"Muscatine","Muscatine","139","19",2014,"2014-03-31",664,84808950,2014-03-31
"8978",70,"Muscatine","West Liberty","139","19",2014,"2014-03-31",106,3921914,2014-03-31
"8979",70,"Muscatine","Wilton","139","19",2014,"2014-03-31",84,8995265,2014-03-31
"8980",70,"Muscatine","Nichols","139","19",2014,"2014-03-31",29,637514,2014-03-31
"8981",70,"Muscatine","Atalissa","139","19",2014,"2014-03-31",13,104773,2014-03-31
"8982",70,"Muscatine","Durant","139","19",2014,"2014-03-31",10,861659,2014-03-31
"8983",70,"Muscatine","Other","139","19",2014,"2014-03-31",53,476611,2014-03-31
"8984",71,"O'Brien","Sheldon","141","19",2014,"2014-03-31",223,16403283,2014-03-31
"8985",71,"O'Brien","Hartley","141","19",2014,"2014-03-31",72,3117036,2014-03-31
"8986",71,"O'Brien","Sanborn","141","19",2014,"2014-03-31",58,2405678,2014-03-31
"8987",71,"O'Brien","Paullina","141","19",2014,"2014-03-31",49,1837214,2014-03-31
"8988",71,"O'Brien","Primghar","141","19",2014,"2014-03-31",44,916175,2014-03-31
"8989",71,"O'Brien","Sutherland","141","19",2014,"2014-03-31",30,1058056,2014-03-31
"8990",71,"O'Brien","Calumet","141","19",2014,"2014-03-31",11,181396,2014-03-31
"8991",71,"O'Brien","Other","141","19",2014,"2014-03-31",16,214292,2014-03-31
"8992",72,"Osceola","Sibley","143","19",2014,"2014-03-31",104,5649985,2014-03-31
"8993",72,"Osceola","Ocheyedan","143","19",2014,"2014-03-31",30,686313,2014-03-31
"8994",72,"Osceola","Ashton","143","19",2014,"2014-03-31",18,129222,2014-03-31
"8995",72,"Osceola","Melvin","143","19",2014,"2014-03-31",12,503015,2014-03-31
"8996",72,"Osceola","Harris","143","19",2014,"2014-03-31",11,101459,2014-03-31
"8997",72,"Osceola","Other","143","19",2014,"2014-03-31",6,421160,2014-03-31
"8998",73,"Page","Clarinda","145","19",2014,"2014-03-31",189,12814786,2014-03-31
"8999",73,"Page","Shenandoah","145","19",2014,"2014-03-31",169,11471644,2014-03-31
"9000",73,"Page","Essex","145","19",2014,"2014-03-31",34,602473,2014-03-31
"9001",73,"Page","Braddyville","145","19",2014,"2014-03-31",15,147267,2014-03-31
"9002",73,"Page","Coin","145","19",2014,"2014-03-31",14,141160,2014-03-31
"9003",73,"Page","Other","145","19",2014,"2014-03-31",14,160097,2014-03-31
"9004",74,"Palo Alto","Emmetsburg","147","19",2014,"2014-03-31",161,9644953,2014-03-31
"9005",74,"Palo Alto","West Bend","147","19",2014,"2014-03-31",54,1979925,2014-03-31
"9006",74,"Palo Alto","Graettinger","147","19",2014,"2014-03-31",35,2908355,2014-03-31
"9007",74,"Palo Alto","Ruthven","147","19",2014,"2014-03-31",31,466925,2014-03-31
"9008",74,"Palo Alto","Mallard","147","19",2014,"2014-03-31",14,516310,2014-03-31
"9009",74,"Palo Alto","Cylinder","147","19",2014,"2014-03-31",12,132542,2014-03-31
"9010",74,"Palo Alto","Other","147","19",2014,"2014-03-31",14,265411,2014-03-31
"9011",75,"Plymouth","Lemars","149","19",2014,"2014-03-31",368,32095883,2014-03-31
"9012",75,"Plymouth","Remsen","149","19",2014,"2014-03-31",85,3185625,2014-03-31
"9013",75,"Plymouth","Kingsley","149","19",2014,"2014-03-31",67,1726526,2014-03-31
"9014",75,"Plymouth","Akron","149","19",2014,"2014-03-31",61,1831901,2014-03-31
"9015",75,"Plymouth","Hinton","149","19",2014,"2014-03-31",54,1069207,2014-03-31
"9016",75,"Plymouth","Merrill","149","19",2014,"2014-03-31",40,707380,2014-03-31
"9017",75,"Plymouth","Westfield","149","19",2014,"2014-03-31",12,175954,2014-03-31
"9018",75,"Plymouth","Other","149","19",2014,"2014-03-31",28,276739,2014-03-31
"9019",76,"Pocahontas","Pocahontas","151","19",2014,"2014-03-31",94,3864489,2014-03-31
"9020",76,"Pocahontas","Laurens","151","19",2014,"2014-03-31",64,2249827,2014-03-31
"9021",76,"Pocahontas","Rolfe","151","19",2014,"2014-03-31",27,560844,2014-03-31
"9022",76,"Pocahontas","Fonda","151","19",2014,"2014-03-31",22,343581,2014-03-31
"9023",76,"Pocahontas","Havelock","151","19",2014,"2014-03-31",14,630832,2014-03-31
"9024",76,"Pocahontas","Palmer","151","19",2014,"2014-03-31",12,1116073,2014-03-31
"9025",76,"Pocahontas","Other","151","19",2014,"2014-03-31",23,384760,2014-03-31
"9026",77,"Polk","Des Moines","153","19",2014,"2014-03-31",4571,788942638,2014-03-31
"9027",77,"Polk","West Des Moines","153","19",2014,"2014-03-31",1254,228935420,2014-03-31
"9028",77,"Polk","Ankeny","153","19",2014,"2014-03-31",1033,172517870,2014-03-31
"9029",77,"Polk","Urbandale","153","19",2014,"2014-03-31",930,155607294,2014-03-31
"9030",77,"Polk","Clive","153","19",2014,"2014-03-31",411,87316036,2014-03-31
"9031",77,"Polk","Johnston","153","19",2014,"2014-03-31",352,34576386,2014-03-31
"9032",77,"Polk","Altoona","153","19",2014,"2014-03-31",333,97004825,2014-03-31
"9033",77,"Polk","Grimes","153","19",2014,"2014-03-31",234,43825966,2014-03-31
"9034",77,"Polk","Pleasant Hill","153","19",2014,"2014-03-31",164,13388133,2014-03-31
"9035",77,"Polk","Polk City","153","19",2014,"2014-03-31",100,2488922,2014-03-31
"9036",77,"Polk","Windsor Heights","153","19",2014,"2014-03-31",99,7109644,2014-03-31
"9037",77,"Polk","Bondurant","153","19",2014,"2014-03-31",91,3348447,2014-03-31
"9038",77,"Polk","Runnells","153","19",2014,"2014-03-31",56,980909,2014-03-31
"9039",77,"Polk","Mitchellville","153","19",2014,"2014-03-31",44,1457835,2014-03-31
"9040",77,"Polk","Elkhart","153","19",2014,"2014-03-31",21,968138,2014-03-31
"9041",77,"Polk","Carlisle","153","19",2014,"2014-03-31",17,1028504,2014-03-31
"9042",77,"Polk","Alleman","153","19",2014,"2014-03-31",13,913281,2014-03-31
"9043",77,"Polk","Other","153","19",2014,"2014-03-31",44,6316373,2014-03-31
"9044",78,"Pottawattamie","Council Bluffs","155","19",2014,"2014-03-31",1242,230701845,2014-03-31
"9045",78,"Pottawattamie","Avoca","155","19",2014,"2014-03-31",72,6535306,2014-03-31
"9046",78,"Pottawattamie","Oakland","155","19",2014,"2014-03-31",59,2023085,2014-03-31
"9047",78,"Pottawattamie","Carter Lake","155","19",2014,"2014-03-31",49,4386530,2014-03-31
"9048",78,"Pottawattamie","Walnut","155","19",2014,"2014-03-31",46,1538051,2014-03-31
"9049",78,"Pottawattamie","Underwood","155","19",2014,"2014-03-31",42,1207976,2014-03-31
"9050",78,"Pottawattamie","Neola","155","19",2014,"2014-03-31",39,972464,2014-03-31
"9051",78,"Pottawattamie","Crescent","155","19",2014,"2014-03-31",35,820880,2014-03-31
"9052",78,"Pottawattamie","Treynor","155","19",2014,"2014-03-31",33,562121,2014-03-31
"9053",78,"Pottawattamie","Carson","155","19",2014,"2014-03-31",32,415450,2014-03-31
"9054",78,"Pottawattamie","Minden","155","19",2014,"2014-03-31",19,396506,2014-03-31
"9055",78,"Pottawattamie","Hancock","155","19",2014,"2014-03-31",16,419580,2014-03-31
"9056",78,"Pottawattamie","Other","155","19",2014,"2014-03-31",53,1463644,2014-03-31
"9057",79,"Poweshiek","Grinnell","157","19",2014,"2014-03-31",315,20413021,2014-03-31
"9058",79,"Poweshiek","Montezuma","157","19",2014,"2014-03-31",120,5008943,2014-03-31
"9059",79,"Poweshiek","Brooklyn","157","19",2014,"2014-03-31",87,6342226,2014-03-31
"9060",79,"Poweshiek","Malcom","157","19",2014,"2014-03-31",23,362133,2014-03-31
"9061",79,"Poweshiek","Deep River","157","19",2014,"2014-03-31",17,197478,2014-03-31
"9062",79,"Poweshiek","Victor","157","19",2014,"2014-03-31",10,400835,2014-03-31
"9063",79,"Poweshiek","Other","157","19",2014,"2014-03-31",23,449410,2014-03-31
"9064",80,"Ringgold","Mount Ayr","159","19",2014,"2014-03-31",108,10448740,2014-03-31
"9065",80,"Ringgold","Diagonal","159","19",2014,"2014-03-31",20,868763,2014-03-31
"9066",80,"Ringgold","Ellston","159","19",2014,"2014-03-31",12,88883,2014-03-31
"9067",80,"Ringgold","Redding","159","19",2014,"2014-03-31",10,226028,2014-03-31
"9068",80,"Ringgold","Other","159","19",2014,"2014-03-31",26,141845,2014-03-31
"9069",81,"Sac","Sac City","161","19",2014,"2014-03-31",96,4735144,2014-03-31
"9070",81,"Sac","Lake View","161","19",2014,"2014-03-31",69,1668881,2014-03-31
"9071",81,"Sac","Odebolt","161","19",2014,"2014-03-31",47,1708141,2014-03-31
"9072",81,"Sac","Schaller","161","19",2014,"2014-03-31",42,1121921,2014-03-31
"9073",81,"Sac","Wall Lake","161","19",2014,"2014-03-31",35,1296744,2014-03-31
"9074",81,"Sac","Early","161","19",2014,"2014-03-31",25,557808,2014-03-31
"9075",81,"Sac","Auburn","161","19",2014,"2014-03-31",21,454208,2014-03-31
"9076",81,"Sac","Other","161","19",2014,"2014-03-31",31,821047,2014-03-31
"9077",82,"Scott","Davenport","163","19",2014,"2014-03-31",2296,460844699,2014-03-31
"9078",82,"Scott","Bettendorf","163","19",2014,"2014-03-31",727,71795843,2014-03-31
"9079",82,"Scott","Eldridge","163","19",2014,"2014-03-31",195,14238423,2014-03-31
"9080",82,"Scott","Leclaire","163","19",2014,"2014-03-31",101,3820273,2014-03-31
"9081",82,"Scott","Blue Grass","163","19",2014,"2014-03-31",75,2076378,2014-03-31
"9082",82,"Scott","Walcott","163","19",2014,"2014-03-31",68,11587041,2014-03-31
"9083",82,"Scott","Long Grove","163","19",2014,"2014-03-31",35,255892,2014-03-31
"9084",82,"Scott","Princeton","163","19",2014,"2014-03-31",22,486890,2014-03-31
"9085",82,"Scott","Buffalo","163","19",2014,"2014-03-31",20,795217,2014-03-31
"9086",82,"Scott","Mccausland","163","19",2014,"2014-03-31",18,385548,2014-03-31
"9087",82,"Scott","Donahue","163","19",2014,"2014-03-31",17,110302,2014-03-31
"9088",82,"Scott","Dixon","163","19",2014,"2014-03-31",14,224046,2014-03-31
"9089",82,"Scott","Other","163","19",2014,"2014-03-31",39,3318753,2014-03-31
"9090",83,"Shelby","Harlan","165","19",2014,"2014-03-31",257,14212041,2014-03-31
"9091",83,"Shelby","Elk Horn","165","19",2014,"2014-03-31",29,1347146,2014-03-31
"9092",83,"Shelby","Earling","165","19",2014,"2014-03-31",24,211974,2014-03-31
"9093",83,"Shelby","Irwin","165","19",2014,"2014-03-31",23,613324,2014-03-31
"9094",83,"Shelby","Defiance","165","19",2014,"2014-03-31",22,620306,2014-03-31
"9095",83,"Shelby","Panama","165","19",2014,"2014-03-31",22,827388,2014-03-31
"9096",83,"Shelby","Shelby","165","19",2014,"2014-03-31",16,212616,2014-03-31
"9097",83,"Shelby","Portsmouth","165","19",2014,"2014-03-31",11,222121,2014-03-31
"9098",83,"Shelby","Other","165","19",2014,"2014-03-31",19,171014,2014-03-31
"9099",84,"Sioux","Sioux Center","167","19",2014,"2014-03-31",290,30075973,2014-03-31
"9100",84,"Sioux","Orange City","167","19",2014,"2014-03-31",209,14213611,2014-03-31
"9101",84,"Sioux","Rock Valley","167","19",2014,"2014-03-31",173,11739057,2014-03-31
"9102",84,"Sioux","Hawarden","167","19",2014,"2014-03-31",107,4347733,2014-03-31
"9103",84,"Sioux","Hull","167","19",2014,"2014-03-31",100,4244518,2014-03-31
"9104",84,"Sioux","Alton","167","19",2014,"2014-03-31",58,1961740,2014-03-31
"9105",84,"Sioux","Boyden","167","19",2014,"2014-03-31",43,595513,2014-03-31
"9106",84,"Sioux","Ireton","167","19",2014,"2014-03-31",36,1399159,2014-03-31
"9107",84,"Sioux","Hospers","167","19",2014,"2014-03-31",31,1819367,2014-03-31
"9108",84,"Sioux","Maurice","167","19",2014,"2014-03-31",23,547672,2014-03-31
"9109",84,"Sioux","Granville","167","19",2014,"2014-03-31",20,528533,2014-03-31
"9110",84,"Sioux","Sheldon","167","19",2014,"2014-03-31",12,202368,2014-03-31
"9111",84,"Sioux","Other","167","19",2014,"2014-03-31",17,296161,2014-03-31
"9112",85,"Story","Ames","169","19",2014,"2014-03-31",1115,180807438,2014-03-31
"9113",85,"Story","Nevada","169","19",2014,"2014-03-31",200,10023909,2014-03-31
"9114",85,"Story","Story City","169","19",2014,"2014-03-31",155,7863540,2014-03-31
"9115",85,"Story","Huxley","169","19",2014,"2014-03-31",79,2458410,2014-03-31
"9116",85,"Story","Maxwell","169","19",2014,"2014-03-31",39,610694,2014-03-31
"9117",85,"Story","Slater","169","19",2014,"2014-03-31",37,1793450,2014-03-31
"9118",85,"Story","Colo","169","19",2014,"2014-03-31",31,1048670,2014-03-31
"9119",85,"Story","Gilbert","169","19",2014,"2014-03-31",29,989593,2014-03-31
"9120",85,"Story","Roland","169","19",2014,"2014-03-31",28,538906,2014-03-31
"9121",85,"Story","Cambridge","169","19",2014,"2014-03-31",22,192966,2014-03-31
"9122",85,"Story","Zearing","169","19",2014,"2014-03-31",21,582932,2014-03-31
"9123",85,"Story","Kelley","169","19",2014,"2014-03-31",13,318167,2014-03-31
"9124",85,"Story","Collins","169","19",2014,"2014-03-31",10,126756,2014-03-31
"9125",85,"Story","Other","169","19",2014,"2014-03-31",18,490957,2014-03-31
"9126",86,"Tama","Toledo","171","19",2014,"2014-03-31",91,6086961,2014-03-31
"9127",86,"Tama","Tama","171","19",2014,"2014-03-31",87,2912142,2014-03-31
"9128",86,"Tama","Traer","171","19",2014,"2014-03-31",70,1974216,2014-03-31
"9129",86,"Tama","Dysart","171","19",2014,"2014-03-31",65,1801197,2014-03-31
"9130",86,"Tama","Gladbrook","171","19",2014,"2014-03-31",43,1468662,2014-03-31
"9131",86,"Tama","Chelsea","171","19",2014,"2014-03-31",21,278610,2014-03-31
"9132",86,"Tama","Garwin","171","19",2014,"2014-03-31",15,238960,2014-03-31
"9133",86,"Tama","Clutier","171","19",2014,"2014-03-31",12,109734,2014-03-31
"9134",86,"Tama","Elberon","171","19",2014,"2014-03-31",10,112812,2014-03-31
"9135",86,"Tama","Montour","171","19",2014,"2014-03-31",10,338015,2014-03-31
"9136",86,"Tama","Other","171","19",2014,"2014-03-31",23,257043,2014-03-31
"9137",87,"Taylor","Bedford","173","19",2014,"2014-03-31",93,3087826,2014-03-31
"9138",87,"Taylor","Lenox","173","19",2014,"2014-03-31",62,1999258,2014-03-31
"9139",87,"Taylor","Clearfield","173","19",2014,"2014-03-31",15,291368,2014-03-31
"9140",87,"Taylor","Other","173","19",2014,"2014-03-31",31,255195,2014-03-31
"9141",88,"Union","Creston","175","19",2014,"2014-03-31",270,24224797,2014-03-31
"9142",88,"Union","Afton","175","19",2014,"2014-03-31",47,1671083,2014-03-31
"9143",88,"Union","Other","175","19",2014,"2014-03-31",29,366410,2014-03-31
"9144",89,"Van Buren","Keosauqua","177","19",2014,"2014-03-31",110,2319822,2014-03-31
"9145",89,"Van Buren","Farmington","177","19",2014,"2014-03-31",28,455169,2014-03-31
"9146",89,"Van Buren","Bonaparte","177","19",2014,"2014-03-31",25,435462,2014-03-31
"9147",89,"Van Buren","Birmingham","177","19",2014,"2014-03-31",23,430522,2014-03-31
"9148",89,"Van Buren","Milton","177","19",2014,"2014-03-31",20,308606,2014-03-31
"9149",89,"Van Buren","Cantril","177","19",2014,"2014-03-31",19,1483760,2014-03-31
"9150",89,"Van Buren","Stockport","177","19",2014,"2014-03-31",10,202688,2014-03-31
"9151",89,"Van Buren","Other","177","19",2014,"2014-03-31",34,608651,2014-03-31
"9152",90,"Wapello","Ottumwa","179","19",2014,"2014-03-31",679,85952191,2014-03-31
"9153",90,"Wapello","Eldon","179","19",2014,"2014-03-31",35,779894,2014-03-31
"9154",90,"Wapello","Eddyville","179","19",2014,"2014-03-31",24,1283855,2014-03-31
"9155",90,"Wapello","Agency","179","19",2014,"2014-03-31",15,295841,2014-03-31
"9156",90,"Wapello","Blakesburg","179","19",2014,"2014-03-31",14,135823,2014-03-31
