"","County.Number","county","city","County_FIPS","State_FIPS","fiscal_year","quarter_ending","number_of_returns","taxable_sales","Quarter.Ending"
"1",1,"Adair","Greenfield","001","19",2012,"2011-09-30",112,5806502,2011-09-30
"2",1,"Adair","Adair","001","19",2012,"2011-09-30",58,3113359,2011-09-30
"3",1,"Adair","Fontanelle","001","19",2012,"2011-09-30",38,1175786,2011-09-30
"4",1,"Adair","Stuart","001","19",2012,"2011-09-30",28,2760190,2011-09-30
"5",1,"Adair","Orient","001","19",2012,"2011-09-30",16,274254,2011-09-30
"6",1,"Adair","Bridgewater","001","19",2012,"2011-09-30",11,418585,2011-09-30
"7",1,"Adair","Other","001","19",2012,"2011-09-30",14,1104008,2011-09-30
"8",2,"Adams","Corning","003","19",2012,"2011-09-30",127,5621721,2011-09-30
"9",2,"Adams","Other","003","19",2012,"2011-09-30",29,1407566,2011-09-30
"10",3,"Allamakee","Waukon","005","19",2012,"2011-09-30",239,14470389,2011-09-30
"11",3,"Allamakee","Lansing","005","19",2012,"2011-09-30",85,3535844,2011-09-30
"12",3,"Allamakee","Postville","005","19",2012,"2011-09-30",81,4001094,2011-09-30
"13",3,"Allamakee","Harpers Ferry","005","19",2012,"2011-09-30",35,700714,2011-09-30
"14",3,"Allamakee","New Albin","005","19",2012,"2011-09-30",26,366699,2011-09-30
"15",3,"Allamakee","Waterville","005","19",2012,"2011-09-30",11,128147,2011-09-30
"16",3,"Allamakee","Other","005","19",2012,"2011-09-30",31,623250,2011-09-30
"17",4,"Appanoose","Centerville","007","19",2012,"2011-09-30",275,21680227,2011-09-30
"18",4,"Appanoose","Moravia","007","19",2012,"2011-09-30",51,3459657,2011-09-30
"19",4,"Appanoose","Moulton","007","19",2012,"2011-09-30",27,377052,2011-09-30
"20",4,"Appanoose","Cincinnati","007","19",2012,"2011-09-30",20,121790,2011-09-30
"21",4,"Appanoose","Mystic","007","19",2012,"2011-09-30",12,103398,2011-09-30
"22",4,"Appanoose","Other","007","19",2012,"2011-09-30",27,208825,2011-09-30
"23",5,"Audubon","Audubon","009","19",2012,"2011-09-30",152,7321038,2011-09-30
"24",5,"Audubon","Exira","009","19",2012,"2011-09-30",43,933913,2011-09-30
"25",5,"Audubon","Other","009","19",2012,"2011-09-30",28,696932,2011-09-30
"26",6,"Benton","Vinton","011","19",2012,"2011-09-30",214,12539631,2011-09-30
"27",6,"Benton","Belle Plaine","011","19",2012,"2011-09-30",100,5033654,2011-09-30
"28",6,"Benton","Atkins","011","19",2012,"2011-09-30",47,2289639,2011-09-30
"29",6,"Benton","Blairstown","011","19",2012,"2011-09-30",45,2484032,2011-09-30
"30",6,"Benton","Shellsburg","011","19",2012,"2011-09-30",44,1458932,2011-09-30
"31",6,"Benton","Van Horne","011","19",2012,"2011-09-30",33,1067458,2011-09-30
"32",6,"Benton","Keystone","011","19",2012,"2011-09-30",31,1281613,2011-09-30
"33",6,"Benton","Urbana","011","19",2012,"2011-09-30",29,3276712,2011-09-30
"34",6,"Benton","Newhall","011","19",2012,"2011-09-30",26,908691,2011-09-30
"35",6,"Benton","Norway","011","19",2012,"2011-09-30",24,546966,2011-09-30
"36",6,"Benton","Walford","011","19",2012,"2011-09-30",22,481310,2011-09-30
"37",6,"Benton","Other","011","19",2012,"2011-09-30",41,706989,2011-09-30
"38",7,"Black Hawk","Waterloo","013","19",2012,"2011-09-30",1613,277217082,2011-09-30
"39",7,"Black Hawk","Cedar Falls","013","19",2012,"2011-09-30",915,135440656,2011-09-30
"40",7,"Black Hawk","Evansdale","013","19",2012,"2011-09-30",85,5846942,2011-09-30
"41",7,"Black Hawk","Laporte City","013","19",2012,"2011-09-30",83,2296745,2011-09-30
"42",7,"Black Hawk","Hudson","013","19",2012,"2011-09-30",78,2849283,2011-09-30
"43",7,"Black Hawk","Dunkerton","013","19",2012,"2011-09-30",39,2361368,2011-09-30
"44",7,"Black Hawk","Gilbertville","013","19",2012,"2011-09-30",22,397494,2011-09-30
"45",7,"Black Hawk","Raymond","013","19",2012,"2011-09-30",22,755219,2011-09-30
"46",7,"Black Hawk","Janesville","013","19",2012,"2011-09-30",21,370859,2011-09-30
"47",7,"Black Hawk","Elk Run Heights","013","19",2012,"2011-09-30",19,5458767,2011-09-30
"48",7,"Black Hawk","Other","013","19",2012,"2011-09-30",29,1008496,2011-09-30
"49",8,"Boone","Boone","015","19",2012,"2011-09-30",423,38148423,2011-09-30
"50",8,"Boone","Madrid","015","19",2012,"2011-09-30",83,2703519,2011-09-30
"51",8,"Boone","Ogden","015","19",2012,"2011-09-30",79,1929209,2011-09-30
"52",8,"Boone","Other","015","19",2012,"2011-09-30",50,1060318,2011-09-30
"53",9,"Bremer","Waverly","017","19",2012,"2011-09-30",298,30752991,2011-09-30
"54",9,"Bremer","Sumner","017","19",2012,"2011-09-30",112,4825491,2011-09-30
"55",9,"Bremer","Denver","017","19",2012,"2011-09-30",78,3945089,2011-09-30
"56",9,"Bremer","Tripoli","017","19",2012,"2011-09-30",56,1689907,2011-09-30
"57",9,"Bremer","Readlyn","017","19",2012,"2011-09-30",38,1535121,2011-09-30
"58",9,"Bremer","Janesville","017","19",2012,"2011-09-30",29,1277638,2011-09-30
"59",9,"Bremer","Plainfield","017","19",2012,"2011-09-30",24,917420,2011-09-30
"60",9,"Bremer","Other","017","19",2012,"2011-09-30",15,156490,2011-09-30
"61",10,"Buchanan","Independence","019","19",2012,"2011-09-30",260,23415905,2011-09-30
"62",10,"Buchanan","Jesup","019","19",2012,"2011-09-30",87,8073227,2011-09-30
"63",10,"Buchanan","Hazleton","019","19",2012,"2011-09-30",51,1787848,2011-09-30
"64",10,"Buchanan","Fairbank","019","19",2012,"2011-09-30",49,2661170,2011-09-30
"65",10,"Buchanan","Winthrop","019","19",2012,"2011-09-30",47,1578624,2011-09-30
"66",10,"Buchanan","Rowley","019","19",2012,"2011-09-30",20,848727,2011-09-30
"67",10,"Buchanan","Aurora","019","19",2012,"2011-09-30",18,220426,2011-09-30
"68",10,"Buchanan","Brandon","019","19",2012,"2011-09-30",18,205727,2011-09-30
"69",10,"Buchanan","Lamont","019","19",2012,"2011-09-30",15,575840,2011-09-30
"70",10,"Buchanan","Quasqueton","019","19",2012,"2011-09-30",15,454766,2011-09-30
"71",10,"Buchanan","Other","019","19",2012,"2011-09-30",17,190432,2011-09-30
"72",11,"Buena Vista","Storm Lake","021","19",2012,"2011-09-30",359,43712132,2011-09-30
"73",11,"Buena Vista","Alta","021","19",2012,"2011-09-30",65,2037403,2011-09-30
"74",11,"Buena Vista","Sioux Rapids","021","19",2012,"2011-09-30",44,4190651,2011-09-30
"75",11,"Buena Vista","Albert City","021","19",2012,"2011-09-30",32,663989,2011-09-30
"76",11,"Buena Vista","Newell","021","19",2012,"2011-09-30",32,674324,2011-09-30
"77",11,"Buena Vista","Linn Grove","021","19",2012,"2011-09-30",17,140346,2011-09-30
"78",11,"Buena Vista","Marathon","021","19",2012,"2011-09-30",12,164449,2011-09-30
"79",11,"Buena Vista","Rembrandt","021","19",2012,"2011-09-30",10,86592,2011-09-30
"80",11,"Buena Vista","Other","021","19",2012,"2011-09-30",11,185707,2011-09-30
"81",12,"Butler","Parkersburg","023","19",2012,"2011-09-30",78,2967151,2011-09-30
"82",12,"Butler","Greene","023","19",2012,"2011-09-30",64,2414895,2011-09-30
"83",12,"Butler","Clarksville","023","19",2012,"2011-09-30",63,1476653,2011-09-30
"84",12,"Butler","Allison","023","19",2012,"2011-09-30",59,1799616,2011-09-30
"85",12,"Butler","Shell Rock","023","19",2012,"2011-09-30",43,1107260,2011-09-30
"86",12,"Butler","Aplington","023","19",2012,"2011-09-30",41,1194801,2011-09-30
"87",12,"Butler","Dumont","023","19",2012,"2011-09-30",31,1446194,2011-09-30
"88",12,"Butler","New Hartford","023","19",2012,"2011-09-30",27,439820,2011-09-30
"89",12,"Butler","Bristow","023","19",2012,"2011-09-30",11,76157,2011-09-30
"90",12,"Butler","Other","023","19",2012,"2011-09-30",21,1487378,2011-09-30
"91",13,"Calhoun","Rockwell City","025","19",2012,"2011-09-30",86,4181466,2011-09-30
"92",13,"Calhoun","Manson","025","19",2012,"2011-09-30",78,4278538,2011-09-30
"93",13,"Calhoun","Lake City","025","19",2012,"2011-09-30",74,2557104,2011-09-30
"94",13,"Calhoun","Pomeroy","025","19",2012,"2011-09-30",21,542407,2011-09-30
"95",13,"Calhoun","Lohrville","025","19",2012,"2011-09-30",20,350292,2011-09-30
"96",13,"Calhoun","Farnhamville","025","19",2012,"2011-09-30",17,432040,2011-09-30
"97",13,"Calhoun","Other","025","19",2012,"2011-09-30",36,431632,2011-09-30
"98",14,"Carroll","Carroll","027","19",2012,"2011-09-30",494,56152307,2011-09-30
"99",14,"Carroll","Manning","027","19",2012,"2011-09-30",83,3670586,2011-09-30
"100",14,"Carroll","Coon Rapids","027","19",2012,"2011-09-30",64,2406848,2011-09-30
"101",14,"Carroll","Glidden","027","19",2012,"2011-09-30",43,2058785,2011-09-30
"102",14,"Carroll","Breda","027","19",2012,"2011-09-30",36,2988978,2011-09-30
"103",14,"Carroll","Templeton","027","19",2012,"2011-09-30",31,937743,2011-09-30
"104",14,"Carroll","Arcadia","027","19",2012,"2011-09-30",25,1471251,2011-09-30
"105",14,"Carroll","Halbur","027","19",2012,"2011-09-30",21,1186503,2011-09-30
"106",14,"Carroll","Dedham","027","19",2012,"2011-09-30",20,251531,2011-09-30
"107",14,"Carroll","Other","027","19",2012,"2011-09-30",21,725339,2011-09-30
"108",15,"Cass","Atlantic","029","19",2012,"2011-09-30",316,30071309,2011-09-30
"109",15,"Cass","Griswold","029","19",2012,"2011-09-30",58,1843533,2011-09-30
"110",15,"Cass","Anita","029","19",2012,"2011-09-30",49,1199724,2011-09-30
"111",15,"Cass","Massena","029","19",2012,"2011-09-30",24,1311087,2011-09-30
"112",15,"Cass","Cumberland","029","19",2012,"2011-09-30",14,87556,2011-09-30
"113",15,"Cass","Wiota","029","19",2012,"2011-09-30",13,209294,2011-09-30
"114",15,"Cass","Lewis","029","19",2012,"2011-09-30",12,160217,2011-09-30
"115",15,"Cass","Marne","029","19",2012,"2011-09-30",10,287013,2011-09-30
"116",15,"Cass","Other","029","19",2012,"2011-09-30",9,272736,2011-09-30
"117",16,"Cedar","Tipton","031","19",2012,"2011-09-30",182,11093270,2011-09-30
"118",16,"Cedar","West Branch","031","19",2012,"2011-09-30",95,3466115,2011-09-30
"119",16,"Cedar","Durant","031","19",2012,"2011-09-30",69,3915257,2011-09-30
"120",16,"Cedar","Lowden","031","19",2012,"2011-09-30",46,1791666,2011-09-30
"121",16,"Cedar","Clarence","031","19",2012,"2011-09-30",45,1324426,2011-09-30
"122",16,"Cedar","Mechanicsville","031","19",2012,"2011-09-30",33,1084472,2011-09-30
"123",16,"Cedar","Stanwood","031","19",2012,"2011-09-30",20,355190,2011-09-30
"124",16,"Cedar","Bennett","031","19",2012,"2011-09-30",11,113723,2011-09-30
"125",16,"Cedar","Other","031","19",2012,"2011-09-30",21,1000039,2011-09-30
"126",17,"Cerro Gordo","Mason City","033","19",2012,"2011-09-30",935,136715539,2011-09-30
"127",17,"Cerro Gordo","Clear Lake","033","19",2012,"2011-09-30",362,26718884,2011-09-30
"128",17,"Cerro Gordo","Rockwell","033","19",2012,"2011-09-30",37,902772,2011-09-30
"129",17,"Cerro Gordo","Ventura","033","19",2012,"2011-09-30",30,3042192,2011-09-30
"130",17,"Cerro Gordo","Thornton","033","19",2012,"2011-09-30",15,404389,2011-09-30
"131",17,"Cerro Gordo","Plymouth","033","19",2012,"2011-09-30",13,196346,2011-09-30
"132",17,"Cerro Gordo","Swaledale","033","19",2012,"2011-09-30",12,594486,2011-09-30
"133",17,"Cerro Gordo","Meservey","033","19",2012,"2011-09-30",11,181042,2011-09-30
"134",17,"Cerro Gordo","Other","033","19",2012,"2011-09-30",25,637772,2011-09-30
"135",18,"Cherokee","Cherokee","035","19",2012,"2011-09-30",262,18091860,2011-09-30
"136",18,"Cherokee","Marcus","035","19",2012,"2011-09-30",55,5105589,2011-09-30
"137",18,"Cherokee","Aurelia","035","19",2012,"2011-09-30",40,2378604,2011-09-30
"138",18,"Cherokee","Quimby","035","19",2012,"2011-09-30",14,469988,2011-09-30
"139",18,"Cherokee","Cleghorn","035","19",2012,"2011-09-30",13,134978,2011-09-30
"140",18,"Cherokee","Washta","035","19",2012,"2011-09-30",11,292914,2011-09-30
"141",18,"Cherokee","Other","035","19",2012,"2011-09-30",23,563172,2011-09-30
"142",19,"Chickasaw","New Hampton","037","19",2012,"2011-09-30",216,16440933,2011-09-30
"143",19,"Chickasaw","Nashua","037","19",2012,"2011-09-30",64,2075854,2011-09-30
"144",19,"Chickasaw","Fredericksburg","037","19",2012,"2011-09-30",47,2007608,2011-09-30
"145",19,"Chickasaw","Ionia","037","19",2012,"2011-09-30",41,423970,2011-09-30
"146",19,"Chickasaw","Lawler","037","19",2012,"2011-09-30",34,1364720,2011-09-30
"147",19,"Chickasaw","Alta Vista","037","19",2012,"2011-09-30",16,483985,2011-09-30
"148",19,"Chickasaw","Other","037","19",2012,"2011-09-30",21,1190841,2011-09-30
"149",20,"Clarke","Osceola","039","19",2012,"2011-09-30",224,17227442,2011-09-30
"150",20,"Clarke","Murray","039","19",2012,"2011-09-30",17,312884,2011-09-30
"151",20,"Clarke","Other","039","19",2012,"2011-09-30",21,743321,2011-09-30
"152",21,"Clay","Spencer","041","19",2012,"2011-09-30",521,67712199,2011-09-30
"153",21,"Clay","Everly","041","19",2012,"2011-09-30",30,1391169,2011-09-30
"154",21,"Clay","Peterson","041","19",2012,"2011-09-30",21,353881,2011-09-30
"155",21,"Clay","Dickens","041","19",2012,"2011-09-30",14,871912,2011-09-30
"156",21,"Clay","Royal","041","19",2012,"2011-09-30",13,162967,2011-09-30
"157",21,"Clay","Webb","041","19",2012,"2011-09-30",13,142025,2011-09-30
"158",21,"Clay","Greenville","041","19",2012,"2011-09-30",11,132363,2011-09-30
"159",21,"Clay","Other","041","19",2012,"2011-09-30",25,298864,2011-09-30
"160",22,"Clayton","Elkader","043","19",2012,"2011-09-30",123,9087195,2011-09-30
"161",22,"Clayton","Guttenberg","043","19",2012,"2011-09-30",108,5352108,2011-09-30
"162",22,"Clayton","Monona","043","19",2012,"2011-09-30",83,4645871,2011-09-30
"163",22,"Clayton","Mcgregor","043","19",2012,"2011-09-30",75,2031708,2011-09-30
"164",22,"Clayton","Strawberry Point","043","19",2012,"2011-09-30",75,2979968,2011-09-30
"165",22,"Clayton","Edgewood","043","19",2012,"2011-09-30",45,3333226,2011-09-30
"166",22,"Clayton","Garnavillo","043","19",2012,"2011-09-30",38,1033021,2011-09-30
"167",22,"Clayton","Marquette","043","19",2012,"2011-09-30",20,1384931,2011-09-30
"168",22,"Clayton","Volga","043","19",2012,"2011-09-30",17,322632,2011-09-30
"169",22,"Clayton","Luana","043","19",2012,"2011-09-30",13,283234,2011-09-30
"170",22,"Clayton","Other","043","19",2012,"2011-09-30",62,1205524,2011-09-30
"171",23,"Clinton","Clinton","045","19",2012,"2011-09-30",693,90434793,2011-09-30
"172",23,"Clinton","Dewitt","045","19",2012,"2011-09-30",206,13774180,2011-09-30
"173",23,"Clinton","Camanche","045","19",2012,"2011-09-30",82,2865726,2011-09-30
"174",23,"Clinton","Wheatland","045","19",2012,"2011-09-30",38,1456845,2011-09-30
"175",23,"Clinton","Delmar","045","19",2012,"2011-09-30",26,489759,2011-09-30
"176",23,"Clinton","Grand Mound","045","19",2012,"2011-09-30",25,554994,2011-09-30
"177",23,"Clinton","Goose Lake","045","19",2012,"2011-09-30",20,378330,2011-09-30
"178",23,"Clinton","Lost Nation","045","19",2012,"2011-09-30",19,415837,2011-09-30
"179",23,"Clinton","Low Moor","045","19",2012,"2011-09-30",17,501355,2011-09-30
"180",23,"Clinton","Charlotte","045","19",2012,"2011-09-30",15,1096364,2011-09-30
"181",23,"Clinton","Calamus","045","19",2012,"2011-09-30",14,697825,2011-09-30
"182",23,"Clinton","Other","045","19",2012,"2011-09-30",36,803712,2011-09-30
"183",24,"Crawford","Denison","047","19",2012,"2011-09-30",290,24280600,2011-09-30
"184",24,"Crawford","Manilla","047","19",2012,"2011-09-30",42,588081,2011-09-30
"185",24,"Crawford","Schleswig","047","19",2012,"2011-09-30",27,701914,2011-09-30
"186",24,"Crawford","Dow City","047","19",2012,"2011-09-30",25,671728,2011-09-30
"187",24,"Crawford","Charter Oak","047","19",2012,"2011-09-30",22,782841,2011-09-30
"188",24,"Crawford","Vail","047","19",2012,"2011-09-30",17,370287,2011-09-30
"189",24,"Crawford","Westside","047","19",2012,"2011-09-30",17,456763,2011-09-30
"190",24,"Crawford","Kiron","047","19",2012,"2011-09-30",14,1088652,2011-09-30
"191",24,"Crawford","Other","047","19",2012,"2011-09-30",24,615241,2011-09-30
"192",25,"Dallas","West Des Moines","049","19",2012,"2011-09-30",308,184524087,2011-09-30
"193",25,"Dallas","Waukee","049","19",2012,"2011-09-30",213,31653078,2011-09-30
"194",25,"Dallas","Adel","049","19",2012,"2011-09-30",210,12179501,2011-09-30
"195",25,"Dallas","Perry","049","19",2012,"2011-09-30",206,23253506,2011-09-30
"196",25,"Dallas","Dallas Center","049","19",2012,"2011-09-30",57,2186944,2011-09-30
"197",25,"Dallas","Clive","049","19",2012,"2011-09-30",54,5186521,2011-09-30
"198",25,"Dallas","Woodward","049","19",2012,"2011-09-30",50,886461,2011-09-30
"199",25,"Dallas","Van Meter","049","19",2012,"2011-09-30",32,1548308,2011-09-30
"200",25,"Dallas","Dexter","049","19",2012,"2011-09-30",30,614766,2011-09-30
"201",25,"Dallas","Granger","049","19",2012,"2011-09-30",29,2199418,2011-09-30
"202",25,"Dallas","Redfield","049","19",2012,"2011-09-30",29,846152,2011-09-30
"203",25,"Dallas","Desoto","049","19",2012,"2011-09-30",24,1225332,2011-09-30
"204",25,"Dallas","Urbandale","049","19",2012,"2011-09-30",24,429802,2011-09-30
"205",25,"Dallas","Minburn","049","19",2012,"2011-09-30",21,411965,2011-09-30
"206",25,"Dallas","Bouton","049","19",2012,"2011-09-30",10,2161443,2011-09-30
"207",25,"Dallas","Other","049","19",2012,"2011-09-30",40,1138102,2011-09-30
"208",26,"Davis","Bloomfield","051","19",2012,"2011-09-30",243,10824941,2011-09-30
"209",26,"Davis","Pulaski","051","19",2012,"2011-09-30",17,408611,2011-09-30
"210",26,"Davis","Drakesville","051","19",2012,"2011-09-30",16,424913,2011-09-30
"211",26,"Davis","Other","051","19",2012,"2011-09-30",19,378038,2011-09-30
"212",27,"Decatur","Lamoni","053","19",2012,"2011-09-30",90,3046365,2011-09-30
"213",27,"Decatur","Leon","053","19",2012,"2011-09-30",87,4441042,2011-09-30
"214",27,"Decatur","Decatur City","053","19",2012,"2011-09-30",14,476793,2011-09-30
"215",27,"Decatur","Davis City","053","19",2012,"2011-09-30",13,84359,2011-09-30
"216",27,"Decatur","Grand River","053","19",2012,"2011-09-30",13,96339,2011-09-30
"217",27,"Decatur","Other","053","19",2012,"2011-09-30",35,635006,2011-09-30
"218",28,"Delaware","Manchester","055","19",2012,"2011-09-30",289,18861943,2011-09-30
"219",28,"Delaware","Delhi","055","19",2012,"2011-09-30",43,2397577,2011-09-30
"220",28,"Delaware","Hopkinton","055","19",2012,"2011-09-30",42,869025,2011-09-30
"221",28,"Delaware","Earlville","055","19",2012,"2011-09-30",41,579228,2011-09-30
"222",28,"Delaware","Dyersville","055","19",2012,"2011-09-30",39,1574483,2011-09-30
"223",28,"Delaware","Colesburg","055","19",2012,"2011-09-30",25,970251,2011-09-30
"224",28,"Delaware","Edgewood","055","19",2012,"2011-09-30",23,1117779,2011-09-30
"225",28,"Delaware","Ryan","055","19",2012,"2011-09-30",22,160604,2011-09-30
"226",28,"Delaware","Dundee","055","19",2012,"2011-09-30",13,596406,2011-09-30
"227",28,"Delaware","Greeley","055","19",2012,"2011-09-30",12,301692,2011-09-30
"228",28,"Delaware","Other","055","19",2012,"2011-09-30",26,3763730,2011-09-30
"229",29,"Des Moines","Burlington","057","19",2012,"2011-09-30",703,78876257,2011-09-30
"230",29,"Des Moines","West Burlington","057","19",2012,"2011-09-30",204,40588149,2011-09-30
"231",29,"Des Moines","Mediapolis","057","19",2012,"2011-09-30",76,4568124,2011-09-30
"232",29,"Des Moines","Danville","057","19",2012,"2011-09-30",36,664763,2011-09-30
"233",29,"Des Moines","Other","057","19",2012,"2011-09-30",48,1531671,2011-09-30
"234",30,"Dickinson","Spirit Lake","059","19",2012,"2011-09-30",408,42900659,2011-09-30
"235",30,"Dickinson","Milford","059","19",2012,"2011-09-30",192,9724159,2011-09-30
"236",30,"Dickinson","Arnolds Park","059","19",2012,"2011-09-30",155,15581227,2011-09-30
"237",30,"Dickinson","Okoboji","059","19",2012,"2011-09-30",64,17400151,2011-09-30
"238",30,"Dickinson","Lake Park","059","19",2012,"2011-09-30",45,1998509,2011-09-30
"239",30,"Dickinson","Terril","059","19",2012,"2011-09-30",20,321290,2011-09-30
"240",30,"Dickinson","Other","059","19",2012,"2011-09-30",27,1265387,2011-09-30
"241",31,"Dubuque","Dubuque","061","19",2012,"2011-09-30",1898,264793850,2011-09-30
"242",31,"Dubuque","Dyersville","061","19",2012,"2011-09-30",214,18589168,2011-09-30
"243",31,"Dubuque","Cascade","061","19",2012,"2011-09-30",104,6931942,2011-09-30
"244",31,"Dubuque","Peosta","061","19",2012,"2011-09-30",81,4910105,2011-09-30
"245",31,"Dubuque","Farley","061","19",2012,"2011-09-30",59,1646959,2011-09-30
"246",31,"Dubuque","Epworth","061","19",2012,"2011-09-30",56,1852242,2011-09-30
"247",31,"Dubuque","New Vienna","061","19",2012,"2011-09-30",31,1744772,2011-09-30
"248",31,"Dubuque","Holy Cross","061","19",2012,"2011-09-30",27,836186,2011-09-30
"249",31,"Dubuque","Durango","061","19",2012,"2011-09-30",25,802841,2011-09-30
"250",31,"Dubuque","Worthington","061","19",2012,"2011-09-30",25,2989827,2011-09-30
"251",31,"Dubuque","Bernard","061","19",2012,"2011-09-30",21,281593,2011-09-30
"252",31,"Dubuque","Sherrill","061","19",2012,"2011-09-30",21,582551,2011-09-30
"253",31,"Dubuque","Other","061","19",2012,"2011-09-30",47,2008250,2011-09-30
"254",32,"Emmet","Estherville","063","19",2012,"2011-09-30",249,18956394,2011-09-30
"255",32,"Emmet","Armstrong","063","19",2012,"2011-09-30",72,2152498,2011-09-30
"256",32,"Emmet","Ringsted","063","19",2012,"2011-09-30",24,356000,2011-09-30
"257",32,"Emmet","Wallingford","063","19",2012,"2011-09-30",15,128167,2011-09-30
"258",32,"Emmet","Other","063","19",2012,"2011-09-30",14,168985,2011-09-30
"259",33,"Fayette","Oelwein","065","19",2012,"2011-09-30",202,15934425,2011-09-30
"260",33,"Fayette","West Union","065","19",2012,"2011-09-30",139,8244280,2011-09-30
"261",33,"Fayette","Fayette","065","19",2012,"2011-09-30",57,1383528,2011-09-30
"262",33,"Fayette","Elgin","065","19",2012,"2011-09-30",35,2947176,2011-09-30
"263",33,"Fayette","Clermont","065","19",2012,"2011-09-30",30,1235083,2011-09-30
"264",33,"Fayette","Hawkeye","065","19",2012,"2011-09-30",28,547379,2011-09-30
"265",33,"Fayette","Arlington","065","19",2012,"2011-09-30",22,305047,2011-09-30
"266",33,"Fayette","Maynard","065","19",2012,"2011-09-30",22,508206,2011-09-30
"267",33,"Fayette","Waucoma","065","19",2012,"2011-09-30",21,756197,2011-09-30
"268",33,"Fayette","Wadena","065","19",2012,"2011-09-30",12,153260,2011-09-30
"269",33,"Fayette","Other","065","19",2012,"2011-09-30",45,964535,2011-09-30
"270",34,"Floyd","Charles City","067","19",2012,"2011-09-30",321,21755422,2011-09-30
"271",34,"Floyd","Nora Springs","067","19",2012,"2011-09-30",61,1525097,2011-09-30
"272",34,"Floyd","Floyd","067","19",2012,"2011-09-30",33,2001472,2011-09-30
"273",34,"Floyd","Rockford","067","19",2012,"2011-09-30",30,741268,2011-09-30
"274",34,"Floyd","Rudd","067","19",2012,"2011-09-30",30,512305,2011-09-30
"275",34,"Floyd","Marble Rock","067","19",2012,"2011-09-30",14,448371,2011-09-30
"276",34,"Floyd","Other","067","19",2012,"2011-09-30",29,290751,2011-09-30
"277",35,"Franklin","Hampton","069","19",2012,"2011-09-30",207,12222069,2011-09-30
"278",35,"Franklin","Sheffield","069","19",2012,"2011-09-30",43,2590150,2011-09-30
"279",35,"Franklin","Ackley","069","19",2012,"2011-09-30",24,285011,2011-09-30
"280",35,"Franklin","Latimer","069","19",2012,"2011-09-30",19,1237356,2011-09-30
"281",35,"Franklin","Geneva","069","19",2012,"2011-09-30",15,208206,2011-09-30
"282",35,"Franklin","Dows","069","19",2012,"2011-09-30",14,634790,2011-09-30
"283",35,"Franklin","Alexander","069","19",2012,"2011-09-30",12,251120,2011-09-30
"284",35,"Franklin","Other","069","19",2012,"2011-09-30",29,624596,2011-09-30
"285",36,"Fremont","Sidney","071","19",2012,"2011-09-30",47,1226604,2011-09-30
"286",36,"Fremont","Hamburg","071","19",2012,"2011-09-30",45,1857597,2011-09-30
"287",36,"Fremont","Tabor","071","19",2012,"2011-09-30",29,910922,2011-09-30
"288",36,"Fremont","Farragut","071","19",2012,"2011-09-30",22,256801,2011-09-30
"289",36,"Fremont","Shenandoah","071","19",2012,"2011-09-30",15,5216953,2011-09-30
"290",36,"Fremont","Other","071","19",2012,"2011-09-30",63,4759043,2011-09-30
"291",37,"Greene","Jefferson","073","19",2012,"2011-09-30",190,12457635,2011-09-30
"292",37,"Greene","Scranton","073","19",2012,"2011-09-30",31,786438,2011-09-30
"293",37,"Greene","Grand Junction","073","19",2012,"2011-09-30",27,1617001,2011-09-30
"294",37,"Greene","Churdan","073","19",2012,"2011-09-30",19,250934,2011-09-30
"295",37,"Greene","Paton","073","19",2012,"2011-09-30",15,2146145,2011-09-30
"296",37,"Greene","Rippey","073","19",2012,"2011-09-30",11,242076,2011-09-30
"297",37,"Greene","Other","073","19",2012,"2011-09-30",13,166449,2011-09-30
"298",38,"Grundy","Grundy Center","075","19",2012,"2011-09-30",117,6501846,2011-09-30
"299",38,"Grundy","Reinbeck","075","19",2012,"2011-09-30",66,3487365,2011-09-30
"300",38,"Grundy","Conrad","075","19",2012,"2011-09-30",59,2211891,2011-09-30
"301",38,"Grundy","Dike","075","19",2012,"2011-09-30",37,2578626,2011-09-30
"302",38,"Grundy","Wellsburg","075","19",2012,"2011-09-30",33,844435,2011-09-30
"303",38,"Grundy","Beaman","075","19",2012,"2011-09-30",19,182158,2011-09-30
"304",38,"Grundy","Holland","075","19",2012,"2011-09-30",12,728613,2011-09-30
"305",38,"Grundy","Other","075","19",2012,"2011-09-30",14,432222,2011-09-30
"306",39,"Guthrie","Panora","077","19",2012,"2011-09-30",115,6846279,2011-09-30
"307",39,"Guthrie","Guthrie Center","077","19",2012,"2011-09-30",103,3866987,2011-09-30
"308",39,"Guthrie","Stuart","077","19",2012,"2011-09-30",52,2461643,2011-09-30
"309",39,"Guthrie","Bayard","077","19",2012,"2011-09-30",30,721562,2011-09-30
"310",39,"Guthrie","Casey","077","19",2012,"2011-09-30",23,489331,2011-09-30
"311",39,"Guthrie","Menlo","077","19",2012,"2011-09-30",20,515656,2011-09-30
"312",39,"Guthrie","Yale","077","19",2012,"2011-09-30",18,220755,2011-09-30
"313",39,"Guthrie","Adair","077","19",2012,"2011-09-30",12,727751,2011-09-30
"314",39,"Guthrie","Other","077","19",2012,"2011-09-30",30,378271,2011-09-30
"315",40,"Hamilton","Webster City","079","19",2012,"2011-09-30",280,18852717,2011-09-30
"316",40,"Hamilton","Jewell Junction","079","19",2012,"2011-09-30",43,1449884,2011-09-30
