"","cy","county_name","County_FIPS","service_area","lat","long","avg_monthly_households","avg_monthly_recipients","avg_monthly_allotments"
"627",2015,"Dallas",49,"Des Moines",41.6848862,-94.0397374,1753,3997.5,426451
"628",2015,"Davis",0,"Cedar Rapids",40.7476891,-92.4097173,315,719.5,72258
"629",2015,"Davis",51,"Cedar Rapids",40.7476891,-92.4097173,315,719.5,72258
"630",2015,"Decatur",0,"Des Moines",40.7376827,-93.7862815,618.5,1327.5,142422
"631",2015,"Decatur",53,"Des Moines",40.7376827,-93.7862815,618.5,1327.5,142422
"632",2015,"Delaware",0,"Northern",42.471211,-91.3673502,610.5,1328,129729.5
"633",2015,"Delaware",55,"Northern",42.471211,-91.3673502,610.5,1328,129729.5
"634",2015,"Des Moines",NA,"Eastern",40.9231829,-91.1814707,3540,7494,841982
"635",2015,"Dickinson",59,"Western",43.3779848,-95.1508301,619.5,1233,120938.5
"636",2015,"Dubuque",0,"Eastern",42.468832,-90.8824564,5238,10985.5,1217355
"637",2015,"Dubuque",61,"Eastern",42.468832,-90.8824564,5238,10985.5,1217355
"638",2015,"Emmet",63,"Western",43.3780225,-94.6784803,508,1138.5,115604
"639",2015,"Fayette",0,"Northern",42.8625919,-91.8443207,1234,2638.5,265555.5
"640",2015,"Fayette",65,"Northern",42.8625919,-91.8443207,1234,2638.5,265555.5
"641",2015,"Floyd",0,"Northern",43.0599208,-92.7890033,962,2182,221061
"642",2015,"Floyd",67,"Northern",43.0599208,-92.7890033,962,2182,221061
"643",2015,"Franklin",0,"Northern",42.7325458,-93.262473,460.5,1096.5,111480
"644",2015,"Franklin",69,"Northern",42.7325458,-93.262473,460.5,1096.5,111480
"645",2015,"Fremont",0,"Western",40.7455892,-95.6046765,419.5,940,95420
"646",2015,"Fremont",71,"Western",40.7455892,-95.6046765,419.5,940,95420
"647",2015,"Greene",0,"Western",42.0362394,-94.3968356,571,1365.5,137145
"648",2015,"Greene",73,"Western",42.0362394,-94.3968356,571,1365.5,137145
"649",2015,"Grundy",0,"Northern",42.4018651,-92.7914177,287.5,678,65093
"650",2015,"Grundy",75,"Northern",42.4018651,-92.7914177,287.5,678,65093
"651",2015,"Guthrie",0,"Western",41.6837548,-94.501055,474.5,1090,106224
"652",2015,"Guthrie",77,"Western",41.6837548,-94.501055,474.5,1090,106224
"653",2015,"Hamilton",0,"Northern",42.3837722,-93.7068085,722,1616.5,173201
"654",2015,"Hamilton",79,"Northern",42.3837722,-93.7068085,722,1616.5,173201
"655",2015,"Hancock",0,"Northern",43.0818861,-93.7342723,332,778,72361
"656",2015,"Hancock",81,"Northern",43.0818861,-93.7342723,332,778,72361
"657",2015,"Hardin",83,"Northern",42.3838803,-93.2404025,850,2039,194987
"658",2015,"Harrison",85,"Western",41.6828528,-95.8169209,768,1629.5,168067
"659",2015,"Henry",87,"Eastern",40.9879383,-91.5445241,1147.5,2634,271271
"660",2015,"Howard",89,"Northern",43.3567673,-92.3171989,362,762.5,78675.5
"661",2015,"Humboldt",0,"Northern",42.7764686,-94.2071868,426.5,883.5,86351.5
"662",2015,"Humboldt",91,"Northern",42.7764686,-94.2071868,426.5,883.5,86351.5
"663",2015,"Ida",0,"Western",42.3868747,-95.5134962,300.5,683.5,64769.5
"664",2015,"Ida",93,"Western",42.3868747,-95.5134962,300.5,683.5,64769.5
"665",2015,"Iowa",0,"Cedar Rapids",41.6863229,-92.065524,467.5,1035,105751.5
"666",2015,"Iowa",95,"Cedar Rapids",41.6863229,-92.065524,467.5,1035,105751.5
"667",2015,"Jackson",0,"Eastern",42.1717426,-90.5742294,1056,2305,242040.5
"668",2015,"Jackson",97,"Eastern",42.1717426,-90.5742294,1056,2305,242040.5
"669",2015,"Jasper",99,"Cedar Rapids",41.6860394,-93.053765,2092.5,4500.5,502652.5
"670",2015,"Jefferson",0,"Cedar Rapids",41.0317596,-91.9488774,1202.5,2201,240951
"671",2015,"Jefferson",101,"Cedar Rapids",41.0317596,-91.9488774,1202.5,2201,240951
"672",2015,"Johnson",103,"Cedar Rapids",41.6715511,-91.5880849,5231,10981,1258552
"673",2015,"Jones",105,"Cedar Rapids",42.1212397,-91.1314352,780.5,1843,193464.5
"674",2015,"Keokuk",0,"Cedar Rapids",41.336465,-92.1786426,526.5,1187.5,118900
"675",2015,"Keokuk",107,"Cedar Rapids",41.336465,-92.1786426,526.5,1187.5,118900
"676",2015,"Kossuth",109,"Western",43.20413,-94.2067199,543.5,1181,115233
"677",2015,"Lee",111,"Eastern",40.6419764,-91.479264,2890.5,6042,671511
"678",2015,"Linn",0,"Cedar Rapids",42.0789478,-91.5989646,13002.5,26573.5,2995222.5
"679",2015,"Linn",113,"Cedar Rapids",42.0789478,-91.5989646,13002.5,26573.5,2995222.5
"680",2015,"Louisa",115,"Eastern",41.2185073,-91.2596184,530,1238,121157.5
"681",2015,"Lucas",0,"Des Moines",41.0293738,-93.3277207,588,1354,136824
"682",2015,"Lucas",117,"Des Moines",41.0293738,-93.3277207,588,1354,136824
"683",2015,"Lyon",119,"Western",43.380497,-96.2102924,248.5,636,56496.5
"684",2015,"Madison",121,"Des Moines",41.3307142,-94.0155619,555.5,1319,136410.5
"685",2015,"Mahaska",123,"Cedar Rapids",41.3352035,-92.6409094,1499,3162,344709.5
"686",2015,"Marion",0,"Des Moines",41.3344515,-93.0994367,1373.5,3049,331781
"687",2015,"Marion",125,"Des Moines",41.3344515,-93.0994367,1373.5,3049,331781
"688",2015,"Marshall",127,"Northern",42.0358499,-92.9987706,2693,6258,645229.5
"689",2015,"Mills",129,"Western",41.0334523,-95.6213267,646,1465,160607.5
"690",2015,"Mitchell",0,"Northern",43.3564124,-92.7890315,301.5,654.5,63927
"691",2015,"Mitchell",131,"Northern",43.3564124,-92.7890315,301.5,654.5,63927
"692",2015,"Monona",0,"Western",42.0516663,-95.9599235,534.5,1152.5,111022.5
"693",2015,"Monona",133,"Western",42.0516663,-95.9599235,534.5,1152.5,111022.5
"694",2015,"Monroe",0,"Cedar Rapids",41.0297826,-92.8689877,399.5,898,95788.5
"695",2015,"Monroe",135,"Cedar Rapids",41.0297826,-92.8689877,399.5,898,95788.5
"696",2015,"Montgomery",137,"Western",41.03014,-95.1563758,817,1785,184237
"697",2015,"Muscatine",0,"Eastern",41.4839221,-91.1127562,3150.5,6945,762067.5
"698",2015,"Muscatine",139,"Eastern",41.4839221,-91.1127562,3150.5,6945,762067.5
"699",2015,"O'Brien",NA,"Western",43.0837527,-95.6248784,510,1204,115606.5
"700",2015,"Osceola",0,"Western",43.3785704,-95.6236852,214.5,485,44665
"701",2015,"Osceola",143,"Western",43.3785704,-95.6236852,214.5,485,44665
"702",2015,"Page",145,"Western",40.7391444,-95.1501747,986,2172.5,217218.5
"703",2015,"Palo Alto",NA,"Western",43.0820643,-94.6781371,396.5,874,85093.5
"704",2015,"Plymouth",0,"Western",42.7378346,-96.2140431,676,1627,158725
"705",2015,"Plymouth",149,"Western",42.7378346,-96.2140431,676,1627,158725
"706",2015,"Pocahontas",0,"Northern",42.7341351,-94.6787466,373,885.5,86405
"707",2015,"Pocahontas",151,"Northern",42.7341351,-94.6787466,373,885.5,86405
"708",2015,"Polk",0,"Des Moines",41.6855048,-93.5735335,33068,69660.5,8216170
"709",2015,"Polk",153,"Des Moines",41.6855048,-93.5735335,33068,69660.5,8216170
"710",2015,"Pottawattamie",155,"Western",41.3366123,-95.5423935,7885,16279.5,1816340.5
"711",2015,"Poweshiek",157,"Cedar Rapids",41.6864422,-92.5314684,681,1423,143666
"712",2015,"Ringgold",159,"Des Moines",40.7352023,-94.2439719,271,599.5,59557
"713",2015,"Sac",0,"Western",42.3862604,-95.1053946,393.5,909,87768
"714",2015,"Sac",161,"Western",42.3862604,-95.1053946,393.5,909,87768
"715",2015,"Scott",163,"Eastern",41.6370978,-90.6232428,15287.5,31414,3798876.5
"716",2015,"Shelby",0,"Western",41.6850926,-95.3102113,528,1117.5,110409.5
"717",2015,"Shelby",165,"Western",41.6850926,-95.3102113,528,1117.5,110409.5
"718",2015,"Sioux",0,"Western",43.0826174,-96.1778827,671,1670.5,154808.5
"719",2015,"Sioux",167,"Western",43.0826174,-96.1778827,671,1670.5,154808.5
"720",2015,"Story",0,"Des Moines",42.0362415,-93.4650448,2913.5,5873,661123
"721",2015,"Story",169,"Des Moines",42.0362415,-93.4650448,2913.5,5873,661123
"722",2015,"Tama",0,"Cedar Rapids",42.0798117,-92.5325425,804.5,1905.5,198020.5
"723",2015,"Tama",171,"Cedar Rapids",42.0798117,-92.5325425,804.5,1905.5,198020.5
"724",2015,"Taylor",173,"Western",40.7374324,-94.6964148,358,803,77684.5
"725",2015,"Union",0,"Des Moines",41.0277304,-94.2423792,870,1831,197830.5
"726",2015,"Union",175,"Des Moines",41.0277304,-94.2423792,870,1831,197830.5
"727",2015,"Van Buren",NA,"Cedar Rapids",40.7532294,-91.9499871,364,795.5,80692.5
"728",2015,"Wapello",0,"Cedar Rapids",41.0305845,-92.4094499,3413.5,6733.5,755772
"729",2015,"Wapello",179,"Cedar Rapids",41.0305845,-92.4094499,3413.5,6733.5,755772
"730",2015,"Warren",181,"Des Moines",41.3343735,-93.5613594,1523,3455,380695.5
"731",2015,"Washington",0,"Cedar Rapids",41.335591,-91.7178676,935,2152.5,220375
"732",2015,"Washington",183,"Cedar Rapids",41.335591,-91.7178676,935,2152.5,220375
"733",2015,"Wayne",185,"Des Moines",40.7394702,-93.3273639,375,826,87081.5
"734",2015,"Webster",0,"Northern",42.4279662,-94.1817881,3048.5,6201.5,693637.5
"735",2015,"Webster",187,"Northern",42.4279662,-94.1817881,3048.5,6201.5,693637.5
"736",2015,"Winnebago",189,"Northern",43.3775678,-93.7341955,454.5,1015,104978
"737",2015,"Winneshiek",191,"Northern",43.2906746,-91.8437074,533,1078,103410.5
"738",2015,"Woodbury",193,"Western",42.3897169,-96.0447673,8214.5,18680.5,2074962
"739",2015,"Worth",195,"Northern",43.3773984,-93.2608476,258,600.5,60952.5
"740",2015,"Wright",197,"Northern",42.7331189,-93.7351465,693,1611.5,171584.5
"741",2016,"Adair",0,"Des Moines",41.3307464,-94.4709413,359,767.5,75364.5
"742",2016,"Adair",1,"Des Moines",41.3307464,-94.4709413,359,767.5,75364.5
"743",2016,"Adams",3,"Des Moines",41.0289839,-94.6991849,170.5,405.5,41500.5
"744",2016,"Allamakee",5,"Northern",43.2842838,-91.3780923,613.5,1464.5,145525
"745",2016,"Appanoose",7,"Cedar Rapids",40.7431635,-92.8686104,1051,2082.5,220020.5
"746",2016,"Audubon",0,"Western",41.6845893,-94.9058222,237,519.5,51898.5
"747",2016,"Audubon",9,"Western",41.6845893,-94.9058222,237,519.5,51898.5
"748",2016,"Benton",0,"Cedar Rapids",42.0801864,-92.0656912,970.5,2053,216561
"749",2016,"Benton",11,"Cedar Rapids",42.0801864,-92.0656912,970.5,2053,216561
"750",2016,"Black Hawk",NA,"Northern",42.4700957,-92.3088197,9920,19989,2236772.5
"751",2016,"Boone",0,"Des Moines",42.0365493,-93.931671,1143,2456,273391
"752",2016,"Boone",15,"Des Moines",42.0365493,-93.931671,1143,2456,273391
"753",2016,"Bremer",17,"Northern",42.7745873,-92.3180548,629,1370.5,130992
"754",2016,"Buchanan",19,"Northern",42.4707777,-91.8378392,781.5,1700.5,169986.5
"755",2016,"Buena Vista",NA,"Western",42.7354936,-95.151149,1032.5,2675.5,263233
"756",2016,"Butler",23,"Northern",42.7315661,-92.7901934,581,1300.5,124100.5
"757",2016,"Calhoun",25,"Northern",42.3851848,-94.6404136,406.5,941.5,95259.5
"758",2016,"Carroll",0,"Western",42.0362382,-94.8605593,827,1799.5,186599.5
"759",2016,"Carroll",27,"Western",42.0362382,-94.8605593,827,1799.5,186599.5
"760",2016,"Cass",29,"Western",41.3314876,-94.9278266,815,1797.5,178047.5
"761",2016,"Cedar",0,"Eastern",41.7723207,-91.1324125,528,1268.5,134504.5
"762",2016,"Cedar",31,"Eastern",41.7723207,-91.1324125,528,1268.5,134504.5
"763",2016,"Cerro Gordo",NA,"Northern",43.0815577,-93.2608184,2800.5,5354.5,572823
"764",2016,"Cherokee",0,"Western",42.7356226,-95.6238055,508,1050.5,102707.5
"765",2016,"Cherokee",35,"Western",42.7356226,-95.6238055,508,1050.5,102707.5
"766",2016,"Chickasaw",37,"Northern",43.0600414,-92.3176637,421,983.5,99926
"767",2016,"Clarke",39,"Des Moines",41.0290323,-93.7851579,644,1414.5,153233.5
"768",2016,"Clay",41,"Western",43.0825804,-95.1509194,825,1701.5,169916.5
"769",2016,"Clayton",0,"Northern",42.8447493,-91.3414328,635.5,1339.5,127111.5
"770",2016,"Clayton",43,"Northern",42.8447493,-91.3414328,635.5,1339.5,127111.5
"771",2016,"Clinton",0,"Eastern",41.8980358,-90.5319724,4079,8157,929937
"772",2016,"Clinton",45,"Eastern",41.8980358,-90.5319724,4079,8157,929937
"773",2016,"Crawford",47,"Western",42.0372125,-95.3819678,813,1974.5,205925.5
"774",2016,"Dallas",0,"Des Moines",41.6848862,-94.0397374,1669.5,3797,415933
"775",2016,"Dallas",49,"Des Moines",41.6848862,-94.0397374,1669.5,3797,415933
"776",2016,"Davis",0,"Cedar Rapids",40.7476891,-92.4097173,328,741,76885
"777",2016,"Davis",51,"Cedar Rapids",40.7476891,-92.4097173,328,741,76885
"778",2016,"Decatur",0,"Des Moines",40.7376827,-93.7862815,584.5,1222.5,135707.5
"779",2016,"Decatur",53,"Des Moines",40.7376827,-93.7862815,584.5,1222.5,135707.5
"780",2016,"Delaware",0,"Northern",42.471211,-91.3673502,607,1325.5,135925
"781",2016,"Delaware",55,"Northern",42.471211,-91.3673502,607,1325.5,135925
"782",2016,"Des Moines",NA,"Eastern",40.9231829,-91.1814707,3431.5,7241.5,819157
"783",2016,"Dickinson",59,"Western",43.3779848,-95.1508301,617,1274.5,130777.5
"784",2016,"Dubuque",0,"Eastern",42.468832,-90.8824564,5134.5,10811.5,1210407.5
"785",2016,"Dubuque",61,"Eastern",42.468832,-90.8824564,5134.5,10811.5,1210407.5
"786",2016,"Emmet",63,"Western",43.3780225,-94.6784803,509.5,1102,116290.5
"787",2016,"Fayette",0,"Northern",42.8625919,-91.8443207,1218,2664,266334
"788",2016,"Fayette",65,"Northern",42.8625919,-91.8443207,1218,2664,266334
"789",2016,"Floyd",0,"Northern",43.0599208,-92.7890033,920,2040.5,212428.5
"790",2016,"Floyd",67,"Northern",43.0599208,-92.7890033,920,2040.5,212428.5
"791",2016,"Franklin",0,"Northern",42.7325458,-93.262473,459,1098.5,113859
"792",2016,"Franklin",69,"Northern",42.7325458,-93.262473,459,1098.5,113859
"793",2016,"Fremont",0,"Western",40.7455892,-95.6046765,430.5,970.5,101004
"794",2016,"Fremont",71,"Western",40.7455892,-95.6046765,430.5,970.5,101004
"795",2016,"Greene",0,"Western",42.0362394,-94.3968356,544.5,1246.5,126731
"796",2016,"Greene",73,"Western",42.0362394,-94.3968356,544.5,1246.5,126731
"797",2016,"Grundy",0,"Northern",42.4018651,-92.7914177,291,680.5,66897.5
"798",2016,"Grundy",75,"Northern",42.4018651,-92.7914177,291,680.5,66897.5
"799",2016,"Guthrie",0,"Western",41.6837548,-94.501055,473.5,1037,106817
"800",2016,"Guthrie",77,"Western",41.6837548,-94.501055,473.5,1037,106817
"801",2016,"Hamilton",0,"Northern",42.3837722,-93.7068085,709.5,1522.5,167393
"802",2016,"Hamilton",79,"Northern",42.3837722,-93.7068085,709.5,1522.5,167393
"803",2016,"Hancock",0,"Northern",43.0818861,-93.7342723,341.5,802,77524.5
"804",2016,"Hancock",81,"Northern",43.0818861,-93.7342723,341.5,802,77524.5
"805",2016,"Hardin",83,"Northern",42.3838803,-93.2404025,859,2043,197366
"806",2016,"Harrison",85,"Western",41.6828528,-95.8169209,749.5,1557.5,160488
"807",2016,"Henry",87,"Eastern",40.9879383,-91.5445241,1105,2533,265477
"808",2016,"Howard",89,"Northern",43.3567673,-92.3171989,366.5,767.5,76710.5
"809",2016,"Humboldt",0,"Northern",42.7764686,-94.2071868,390.5,831,83450.5
"810",2016,"Humboldt",91,"Northern",42.7764686,-94.2071868,390.5,831,83450.5
"811",2016,"Ida",0,"Western",42.3868747,-95.5134962,296,647.5,63514.5
"812",2016,"Ida",93,"Western",42.3868747,-95.5134962,296,647.5,63514.5
"813",2016,"Iowa",0,"Cedar Rapids",41.6863229,-92.065524,456,1003,112100.5
"814",2016,"Iowa",95,"Cedar Rapids",41.6863229,-92.065524,456,1003,112100.5
"815",2016,"Jackson",0,"Eastern",42.1717426,-90.5742294,1000,2219.5,233328
"816",2016,"Jackson",97,"Eastern",42.1717426,-90.5742294,1000,2219.5,233328
"817",2016,"Jasper",99,"Cedar Rapids",41.6860394,-93.053765,2059.5,4244.5,481231
"818",2016,"Jefferson",0,"Cedar Rapids",41.0317596,-91.9488774,1163,2141,235852.5
"819",2016,"Jefferson",101,"Cedar Rapids",41.0317596,-91.9488774,1163,2141,235852.5
"820",2016,"Johnson",103,"Cedar Rapids",41.6715511,-91.5880849,5168,10875.5,1253252.5
"821",2016,"Jones",105,"Cedar Rapids",42.1212397,-91.1314352,781.5,1841.5,192303
"822",2016,"Keokuk",0,"Cedar Rapids",41.336465,-92.1786426,519,1192.5,121800
"823",2016,"Keokuk",107,"Cedar Rapids",41.336465,-92.1786426,519,1192.5,121800
"824",2016,"Kossuth",109,"Western",43.20413,-94.2067199,531,1123,107150
"825",2016,"Lee",111,"Eastern",40.6419764,-91.479264,2799.5,5870,650298
"826",2016,"Linn",0,"Cedar Rapids",42.0789478,-91.5989646,13098,26914,3061968.5
"827",2016,"Linn",113,"Cedar Rapids",42.0789478,-91.5989646,13098,26914,3061968.5
"828",2016,"Louisa",115,"Eastern",41.2185073,-91.2596184,495,1142.5,119097.5
"829",2016,"Lucas",0,"Des Moines",41.0293738,-93.3277207,565,1282,126857
"830",2016,"Lucas",117,"Des Moines",41.0293738,-93.3277207,565,1282,126857
"831",2016,"Lyon",119,"Western",43.380497,-96.2102924,230,581.5,54609.5
"832",2016,"Madison",121,"Des Moines",41.3307142,-94.0155619,519.5,1201,128041.5
"833",2016,"Mahaska",123,"Cedar Rapids",41.3352035,-92.6409094,1440,3009.5,336815
"834",2016,"Marion",0,"Des Moines",41.3344515,-93.0994367,1358.5,3023.5,331637
"835",2016,"Marion",125,"Des Moines",41.3344515,-93.0994367,1358.5,3023.5,331637
"836",2016,"Marshall",127,"Northern",42.0358499,-92.9987706,2557.5,5860.5,608705.5
"837",2016,"Mills",129,"Western",41.0334523,-95.6213267,654.5,1498,162755
"838",2016,"Mitchell",0,"Northern",43.3564124,-92.7890315,298,607,60146
"839",2016,"Mitchell",131,"Northern",43.3564124,-92.7890315,298,607,60146
"840",2016,"Monona",0,"Western",42.0516663,-95.9599235,526,1138,115014.5
"841",2016,"Monona",133,"Western",42.0516663,-95.9599235,526,1138,115014.5
"842",2016,"Monroe",0,"Cedar Rapids",41.0297826,-92.8689877,414.5,862.5,92699
"843",2016,"Monroe",135,"Cedar Rapids",41.0297826,-92.8689877,414.5,862.5,92699
"844",2016,"Montgomery",137,"Western",41.03014,-95.1563758,820,1793.5,187445.5
"845",2016,"Muscatine",0,"Eastern",41.4839221,-91.1127562,2982,6619,730999.5
"846",2016,"Muscatine",139,"Eastern",41.4839221,-91.1127562,2982,6619,730999.5
"847",2016,"O'Brien",NA,"Western",43.0837527,-95.6248784,480,1138,110908
"848",2016,"Osceola",0,"Western",43.3785704,-95.6236852,208,462,44448.5
"849",2016,"Osceola",143,"Western",43.3785704,-95.6236852,208,462,44448.5
"850",2016,"Page",145,"Western",40.7391444,-95.1501747,974.5,2128,216419
"851",2016,"Palo Alto",NA,"Western",43.0820643,-94.6781371,374,836.5,80110
"852",2016,"Plymouth",0,"Western",42.7378346,-96.2140431,671.5,1589.5,159688.5
"853",2016,"Plymouth",149,"Western",42.7378346,-96.2140431,671.5,1589.5,159688.5
"854",2016,"Pocahontas",0,"Northern",42.7341351,-94.6787466,381.5,904,90548.5
"855",2016,"Pocahontas",151,"Northern",42.7341351,-94.6787466,381.5,904,90548.5
"856",2016,"Polk",0,"Des Moines",41.6855048,-93.5735335,32961.5,69849,8176023.5
"857",2016,"Polk",153,"Des Moines",41.6855048,-93.5735335,32961.5,69849,8176023.5
"858",2016,"Pottawattamie",155,"Western",41.3366123,-95.5423935,7710,16067,1799775
"859",2016,"Poweshiek",157,"Cedar Rapids",41.6864422,-92.5314684,675,1426.5,146827
"860",2016,"Ringgold",159,"Des Moines",40.7352023,-94.2439719,265,581,60642.5
"861",2016,"Sac",0,"Western",42.3862604,-95.1053946,380.5,877,86651
"862",2016,"Sac",161,"Western",42.3862604,-95.1053946,380.5,877,86651
"863",2016,"Scott",163,"Eastern",41.6370978,-90.6232428,14535,30149,3655186
"864",2016,"Shelby",0,"Western",41.6850926,-95.3102113,510,1099,107101.5
"865",2016,"Shelby",165,"Western",41.6850926,-95.3102113,510,1099,107101.5
"866",2016,"Sioux",0,"Western",43.0826174,-96.1778827,646.5,1568.5,153447.5
"867",2016,"Sioux",167,"Western",43.0826174,-96.1778827,646.5,1568.5,153447.5
"868",2016,"Story",0,"Des Moines",42.0362415,-93.4650448,2837.5,5617.5,655217
"869",2016,"Story",169,"Des Moines",42.0362415,-93.4650448,2837.5,5617.5,655217
"870",2016,"Tama",0,"Cedar Rapids",42.0798117,-92.5325425,809.5,1912,196260.5
"871",2016,"Tama",171,"Cedar Rapids",42.0798117,-92.5325425,809.5,1912,196260.5
"872",2016,"Taylor",173,"Western",40.7374324,-94.6964148,342,736.5,76811.5
"873",2016,"Union",0,"Des Moines",41.0277304,-94.2423792,876,1831.5,202034.5
"874",2016,"Union",175,"Des Moines",41.0277304,-94.2423792,876,1831.5,202034.5
"875",2016,"Van Buren",NA,"Cedar Rapids",40.7532294,-91.9499871,370,781,81886
"876",2016,"Wapello",0,"Cedar Rapids",41.0305845,-92.4094499,3316.5,6601,744590.5
"877",2016,"Wapello",179,"Cedar Rapids",41.0305845,-92.4094499,3316.5,6601,744590.5
"878",2016,"Warren",181,"Des Moines",41.3343735,-93.5613594,1479.5,3284.5,362426.5
"879",2016,"Washington",0,"Cedar Rapids",41.335591,-91.7178676,888,1991,209996.5
"880",2016,"Washington",183,"Cedar Rapids",41.335591,-91.7178676,888,1991,209996.5
"881",2016,"Wayne",185,"Des Moines",40.7394702,-93.3273639,367.5,821.5,87893.5
"882",2016,"Webster",0,"Northern",42.4279662,-94.1817881,3029,6135,692181
"883",2016,"Webster",187,"Northern",42.4279662,-94.1817881,3029,6135,692181
"884",2016,"Winnebago",189,"Northern",43.3775678,-93.7341955,427.5,940.5,98755.5
"885",2016,"Winneshiek",191,"Northern",43.2906746,-91.8437074,521.5,1058,107256.5
"886",2016,"Woodbury",193,"Western",42.3897169,-96.0447673,7778,17581,1955585.5
"887",2016,"Worth",195,"Northern",43.3773984,-93.2608476,262,599.5,60639.5
"888",2016,"Wright",197,"Northern",42.7331189,-93.7351465,691.5,1588,173041
"889",2017,"Adair",0,"Des Moines",41.3307464,-94.4709413,344,743,70072.5
"890",2017,"Adair",1,"Des Moines",41.3307464,-94.4709413,344,743,70072.5
"891",2017,"Adams",3,"Des Moines",41.0289839,-94.6991849,169.5,369,37545.5
"892",2017,"Allamakee",5,"Northern",43.2842838,-91.3780923,590,1409,140019.5
"893",2017,"Appanoose",7,"Cedar Rapids",40.7431635,-92.8686104,1017,1927,201716
"894",2017,"Audubon",0,"Western",41.6845893,-94.9058222,234,517,52349.5
"895",2017,"Audubon",9,"Western",41.6845893,-94.9058222,234,517,52349.5
"896",2017,"Benton",0,"Cedar Rapids",42.0801864,-92.0656912,965,2014.5,208585.5
"897",2017,"Benton",11,"Cedar Rapids",42.0801864,-92.0656912,965,2014.5,208585.5
"898",2017,"Black Hawk",NA,"Northern",42.4700957,-92.3088197,9517,19001,2073466
"899",2017,"Boone",0,"Des Moines",42.0365493,-93.931671,1057.5,2216.5,240883
"900",2017,"Boone",15,"Des Moines",42.0365493,-93.931671,1057.5,2216.5,240883
"901",2017,"Bremer",17,"Northern",42.7745873,-92.3180548,591.5,1296.5,123655
"902",2017,"Buchanan",19,"Northern",42.4707777,-91.8378392,785,1627,161476.5
"903",2017,"Buena Vista",NA,"Western",42.7354936,-95.151149,963.5,2445,234324.5
"904",2017,"Butler",23,"Northern",42.7315661,-92.7901934,564,1282,117776.5
"905",2017,"Calhoun",25,"Northern",42.3851848,-94.6404136,387,865,81636.5
"906",2017,"Carroll",0,"Western",42.0362382,-94.8605593,817.5,1763.5,176387
"907",2017,"Carroll",27,"Western",42.0362382,-94.8605593,817.5,1763.5,176387
"908",2017,"Cass",29,"Western",41.3314876,-94.9278266,815.5,1750.5,169459.5
"909",2017,"Cedar",0,"Eastern",41.7723207,-91.1324125,530.5,1233.5,126033
"910",2017,"Cedar",31,"Eastern",41.7723207,-91.1324125,530.5,1233.5,126033
"911",2017,"Cerro Gordo",NA,"Northern",43.0815577,-93.2608184,2685,5123.5,543375.5
"912",2017,"Cherokee",0,"Western",42.7356226,-95.6238055,479.5,975,93554.5
"913",2017,"Cherokee",35,"Western",42.7356226,-95.6238055,479.5,975,93554.5
"914",2017,"Chickasaw",37,"Northern",43.0600414,-92.3176637,383.5,884,86601.5
"915",2017,"Clarke",39,"Des Moines",41.0290323,-93.7851579,624,1406,147127.5
"916",2017,"Clay",41,"Western",43.0825804,-95.1509194,825,1698.5,167292
"917",2017,"Clayton",0,"Northern",42.8447493,-91.3414328,596.5,1255.5,116036
"918",2017,"Clayton",43,"Northern",42.8447493,-91.3414328,596.5,1255.5,116036
"919",2017,"Clinton",0,"Eastern",41.8980358,-90.5319724,3812.5,7738,863928.5
"920",2017,"Clinton",45,"Eastern",41.8980358,-90.5319724,3812.5,7738,863928.5
"921",2017,"Crawford",47,"Western",42.0372125,-95.3819678,830,1965,206151.5
"922",2017,"Dallas",0,"Des Moines",41.6848862,-94.0397374,1577,3575,383071
"923",2017,"Dallas",49,"Des Moines",41.6848862,-94.0397374,1577,3575,383071
"924",2017,"Davis",0,"Cedar Rapids",40.7476891,-92.4097173,297.5,648,68028
"925",2017,"Davis",51,"Cedar Rapids",40.7476891,-92.4097173,297.5,648,68028
"926",2017,"Decatur",0,"Des Moines",40.7376827,-93.7862815,590.5,1225.5,131284.5
"927",2017,"Decatur",53,"Des Moines",40.7376827,-93.7862815,590.5,1225.5,131284.5
"928",2017,"Delaware",0,"Northern",42.471211,-91.3673502,571,1218.5,126802
"929",2017,"Delaware",55,"Northern",42.471211,-91.3673502,571,1218.5,126802
"930",2017,"Des Moines",NA,"Eastern",40.9231829,-91.1814707,3378.5,7141,795153.5
"931",2017,"DHS",NA,"",NA,NA,6.5,12,1285.5
"932",2017,"Dickinson",59,"Western",43.3779848,-95.1508301,602.5,1204.5,118369
"933",2017,"Dubuque",0,"Eastern",42.468832,-90.8824564,4920,10448,1158487
"934",2017,"Dubuque",61,"Eastern",42.468832,-90.8824564,4920,10448,1158487
"935",2017,"Emmet",63,"Western",43.3780225,-94.6784803,484.5,1075.5,109628.5
"936",2017,"Fayette",0,"Northern",42.8625919,-91.8443207,1188,2574.5,249956
"937",2017,"Fayette",65,"Northern",42.8625919,-91.8443207,1188,2574.5,249956
"938",2017,"Floyd",0,"Northern",43.0599208,-92.7890033,910.5,1990.5,200653
"939",2017,"Floyd",67,"Northern",43.0599208,-92.7890033,910.5,1990.5,200653
"940",2017,"Franklin",0,"Northern",42.7325458,-93.262473,449.5,1069.5,108220
"941",2017,"Franklin",69,"Northern",42.7325458,-93.262473,449.5,1069.5,108220
"942",2017,"Fremont",0,"Western",40.7455892,-95.6046765,429,958.5,96945
