"","fiscalyear","aea","dist","de_district","district_name","amount","revenues_per_pupil"
"633",2018,13,4824,5510,"Riverside",14331144,20356
"634",2018,13,4978,4978,"Orient-Macksburg",5091528,26518
"635",2018,13,5463,5463,"Red Oak",36650545,33013
"636",2018,13,5976,5976,"Shenandoah",22565451,20976
"637",2018,13,6003,6003,"Sidney",9314895,22781
"638",2018,13,6097,6097,"South Page",4059612,20513
"639",2018,13,6165,6165,"Stanton",6289190,30814
"640",2018,13,6453,6453,"Treynor",14662425,24970
"641",2018,13,6460,6460,"Tri-Center",13259387,20976
"642",2018,13,6534,6534,"Underwood",13425175,19597
"643",2018,13,6651,6651,"Villisca",8326633,27390
"644",2018,13,6969,6969,"West Harrison",8319259,24205
"645",2018,13,7092,7092,"Woodbine",10400427,21710
"646",2018,15,81,81,"Albia",21553801,17728
"647",2018,15,657,657,"Eddyville-Blakesburg-",17414259,19637
"648",2018,15,882,882,"Burlington",85759745,19391
"649",2018,15,977,977,"Cardinal",14233715,25063
"650",2018,15,1071,1071,"Centerville",25341020,18970
"651",2018,15,1079,1079,"Central Lee",16901373,21466
"652",2018,15,1107,1107,"Chariton",35744676,27889
"653",2018,15,1602,1602,"Danville",10876767,21396
"654",2018,15,1619,1619,"Davis County",31122245,26316
"655",2018,15,2169,2169,"Fairfield",43356613,26493
"656",2018,15,2322,2322,"Fort Madison",39313821,18359
"657",2018,15,2834,2834,"Harmony",8819583,25474
"658",2018,15,3312,3312,"Keokuk",40831131,21335
"659",2018,15,3330,3330,"Keota",6727288,19278
"660",2018,15,4203,4203,"Mediapolis",15880998,20337
"661",2018,15,4491,4491,"Moravia",7690463,23277
"662",2018,15,4509,4509,"Morning Sun",4638533,21737
"663",2018,15,4518,4518,"Moulton-Udell",4815781,21644
"664",2018,15,4536,4536,"Mount Pleasant",34496790,17505
"665",2018,15,4689,4689,"New London",10556924,21444
"666",2018,15,4776,4776,"North Mahaska",11252437,22086
"667",2018,15,5013,5013,"Oskaloosa",38451033,16259
"668",2018,15,5049,5049,"Ottumwa",90239051,19436
"669",2018,15,5163,5163,"Pekin",20333059,33033
"670",2018,15,5895,5895,"Seymour",12290463,41023
"671",2018,15,6012,6012,"Sigourney",14569845,27125
"672",2018,15,6462,6462,"Tri-County",7039844,24875
"673",2018,15,6592,6592,"Van Buren",13620448,21829
"674",2018,15,6700,6700,"Waco",10631095,22091
"675",2018,15,6759,6759,"Wapello",15446959,23913
"676",2018,15,6854,6854,"Wayne",13181476,23005
"677",2018,15,6937,6937,"West Burlington Ind",18913615,42425
"678",2018,15,7047,7047,"Winfield-Mt Union",7622394,21438
"679",2019,1,135,135,"Allamakee",32222236,29450
"680",2019,1,1080,1080,"Central Clayton",12994208,31042
"681",2019,1,1638,1638,"Decorah",37774459,27627
"682",2019,1,1863,1863,"Dubuque",225941889,21507
"683",2019,1,1972,1972,"Eastern Allamakee",6984948,21485
"684",2019,1,1989,1989,"Edgewood-Colesburg",10590428,25581
"685",2019,1,2763,2763,"Clayton Ridge",21532737,37685
"686",2019,1,3029,3029,"Howard-Winneshiek",23172579,19970
"687",2019,1,4043,4043,"Maquoketa Valley",16172987,24052
"688",2019,1,4419,4419,"MFL Mar Mac",16764001,22130
"689",2019,1,4662,4662,"New Hampton",35384786,36877
"690",2019,1,4774,4774,"North Fayette Valley",25853583,22798
"691",2019,1,4869,4869,"Oelwein",24519898,19531
"692",2019,1,5310,5310,"Postville",13573722,18570
"693",2019,1,5508,5508,"Riceville",7942477,24193
"694",2019,1,6100,6100,"South Winneshiek",11264366,22662
"695",2019,1,6175,6175,"Starmont",14570080,23522
"696",2019,1,6509,6509,"Turkey Valley",9356800,25941
"697",2019,1,6943,6943,"West Central",7845180,30160
"698",2019,1,6950,6950,"West Delaware Co",29825400,20669
"699",2019,1,6961,6961,"Western Dubuque Co",79269455,25574
"700",2019,5,72,72,"Albert City-Truesdale",5471271,25542
"701",2019,5,126,126,"Algona",26830177,20388
"702",2019,5,171,171,"Alta-Aurelia",18261486,23566
"703",2019,5,333,333,"North Union",13184204,31921
"704",2019,5,1206,1206,"Clarion-Goldfield-Dows",20857729,22103
"705",2019,5,1218,1218,"Clay Central-Everly",8255900,24866
"706",2019,5,1944,1944,"Eagle Grove",22555514,26610
"707",2019,5,2088,2088,"Emmetsburg",15406594,22033
"708",2019,5,2124,2124,"Estherville-Lincoln Central",34410083,26000
"709",2019,5,2313,2313,"Fort Dodge",86867819,22856
"710",2019,5,2493,2493,"Gilmore City-Bradgate",3433997,23521
"711",2019,5,2556,2556,"Graettinger-Terril",19166478,49148
"712",2019,5,2846,2846,"Harris-Lake Park",10321385,33631
"713",2019,5,3060,3060,"Humboldt",26181865,21761
"714",2019,5,3195,3195,"Greene County",47534777,38368
"715",2019,5,3537,3537,"Laurens-Marathon",8900123,31673
"716",2019,5,3897,3897,"Lu Verne",4801594,29065
"717",2019,5,4023,4023,"Manson-Northwest Webster",15085923,22929
"718",2019,5,4644,4644,"Newell-Fonda",9637085,21781
"719",2019,5,4778,4778,"North Kossuth",6968578,24726
"720",2019,5,4890,4890,"Okoboji",44958547,47771
"721",2019,5,5139,5139,"Paton-Churdan",4945177,23743
"722",2019,5,5283,5283,"Pocahontas Area",20168857,29577
"723",2019,5,5323,5325,"Prairie Valley",15498444,26812
"724",2019,5,5724,5724,"Ruthven-Ayrshire",6774024,30511
"725",2019,5,5823,5823,"Schaller-Crestland",10504386,30093
"726",2019,5,6048,6035,"Sioux Central",12825495,26120
"727",2019,5,6091,6091,"South Central Calhoun",30528221,33992
"728",2019,5,6095,6095,"South Hamilton",17064512,26787
"729",2019,5,6096,6096,"Southeast Webster-Grand",14597021,26536
"730",2019,5,6102,6102,"Spencer",39395930,20766
"731",2019,5,6120,6120,"Spirit Lake",23679154,20393
"732",2019,5,6219,6219,"Storm Lake",50478763,21469
"733",2019,5,6246,6246,"Stratford",4933857,32718
"734",2019,5,6516,6516,"Twin Rivers",5812543,40648
"735",2019,5,6741,6741,"East Sac County",16406357,19396
"736",2019,5,6867,6867,"Webster City",41831601,27759
"737",2019,5,6921,6921,"West Bend-Mallard",9601901,33549
"738",2019,7,9,9,"AGWSR",14355463,22922
"739",2019,7,108,108,"Alden",5610896,20883
"740",2019,7,153,153,"North Butler",12069617,20596
"741",2019,7,279,279,"Aplington-Parkersburg",15942023,19336
"742",2019,7,540,540,"BCLUW",13056891,24577
"743",2019,7,594,594,"Belmond-Klemme",18254816,22885
"744",2019,7,819,819,"West Hancock",14345241,26336
"745",2019,7,846,846,"Brooklyn-Guernsey-Malcom",20505880,36415
"746",2019,7,873,873,"North Iowa",10898838,23927
"747",2019,7,916,916,"CAL",5878369,22892
"748",2019,7,1044,1044,"Cedar Falls",105974873,20667
"749",2019,7,1116,1116,"Charles City",31174355,20757
"750",2019,7,1215,1215,"Clarksville",6753905,21441
"751",2019,7,1233,1233,"Clear Lake",31351381,25409
"752",2019,7,1719,1719,"Denver",14780756,19708
"753",2019,7,1791,1791,"Dike-New Hartford",17099410,19384
"754",2019,7,1908,1908,"Dunkerton",16713438,39861
"755",2019,7,1935,6536,"Union",20029062,19012
"756",2019,7,1963,1963,"East Buchanan",17339937,30530
"757",2019,7,2007,2007,"Eldora-New Providence",15443146,24722
"758",2019,7,2295,2295,"Forest City",24719109,22627
"759",2019,7,2403,2403,"Garner-Hayfield-Ventura",17997067,20403
"760",2019,7,2502,2502,"Gladbrook-Reinbeck",12278831,20998
"761",2019,7,2682,2682,"GMG",10797445,38372
"762",2019,7,2709,2709,"Grinnell-Newburg",36183991,22642
"763",2019,7,2727,2727,"Grundy Center",12990920,19861
"764",2019,7,2781,2781,"Hampton-Dumont",24116021,20093
"765",2019,7,3033,3033,"Hubbard-Radcliffe",10547531,23734
"766",2019,7,3042,3042,"Hudson",19516418,28828
"767",2019,7,3105,3105,"Independence",28088664,19635
"768",2019,7,3150,3150,"Iowa Falls",21796000,19863
"769",2019,7,3186,3186,"Janesville",17485504,43391
"770",2019,7,3204,3204,"Jesup",17688483,19482
"771",2019,7,3420,3420,"Lake Mills",12514706,20360
"772",2019,7,3582,1968,"East Marshall",15009006,26691
"773",2019,7,4104,4104,"Marshalltown",97433122,17844
"774",2019,7,4131,4131,"Mason City",82782236,22745
"775",2019,7,4437,4437,"Montezuma",11192672,22515
"776",2019,7,4599,4599,"Nashua-Plainfield",12793569,20876
"777",2019,7,4772,4772,"Central Springs",18103284,22214
"778",2019,7,4785,4785,"North Tama",10356139,23268
"779",2019,7,4788,4788,"Northwood-Kensett",15177296,29873
"780",2019,7,4995,4995,"Osage",25662524,28535
"781",2019,7,5697,5697,"Rudd-Rockford-Marble Rock",8863226,21204
"782",2019,7,5751,5751,"St Ansgar",14486210,24371
"783",2019,7,5922,5922,"West Fork",13431132,19159
"784",2019,7,6098,6098,"South Tama",31502738,20443
"785",2019,7,6273,6273,"Sumner-Fredericksburg",17099220,21128
"786",2019,7,6471,6471,"Tripoli",8744696,20721
"787",2019,7,6762,6762,"Wapsie Valley",19231681,28274
"788",2019,7,6795,6795,"Waterloo",245362564,22553
"789",2019,7,6840,6840,"Waverly-Shell Rock",47454818,22819
"790",2019,7,6985,6985,"West Marshall",19789778,22086
"791",2019,9,243,243,"Andrew",6532015,27409
"792",2019,9,585,585,"Bellevue",13617380,23430
"793",2019,9,603,603,"Bennett",4198189,22436
"794",2019,9,621,621,"Bettendorf",105429743,25715
"795",2019,9,918,918,"Calamus-Wheatland",8872859,20291
"796",2019,9,936,936,"Camanche",18570962,22126
"797",2019,9,1082,1082,"Central De Witt",31227393,21353
"798",2019,9,1278,1278,"Clinton",71576674,19222
"799",2019,9,1368,1368,"Columbus",18290088,23243
"800",2019,9,1611,1611,"Davenport",267373373,17549
"801",2019,9,1675,1675,"Delwood",6087696,30821
"802",2019,9,1926,1926,"Durant",11497756,20421
"803",2019,9,1965,1965,"Easton Valley",23497940,38948
"804",2019,9,3841,3841,"Louisa-Muscatine",19884934,26869
"805",2019,9,4041,4041,"Maquoketa",29391063,22004
"806",2019,9,4581,4581,"Muscatine",93103477,18864
"807",2019,9,4773,4773,"Northeast",15533388,30083
"808",2019,9,4784,4784,"North Scott",63121975,20795
"809",2019,9,5250,5250,"Pleasant Valley",137143687,27859
"810",2019,9,6975,6975,"West Liberty",25881722,18794
"811",2019,9,7038,7038,"Wilton",20052851,24200
"812",2019,10,99,99,"Alburnett",12555603,23902
"813",2019,10,234,234,"Anamosa",32327657,25287
"814",2019,10,576,576,"Belle Plaine",14463382,27143
"815",2019,10,609,609,"Benton",30454838,20483
"816",2019,10,1053,1053,"Cedar Rapids",349176320,20381
"817",2019,10,1062,1062,"Center Point-Urbana",29881235,22029
"818",2019,10,1089,1089,"Central City",11964021,25261
"819",2019,10,1221,1221,"Clear Creek-Amana",124424716,56770
"820",2019,10,1337,1337,"College Community",134901442,26129
"821",2019,10,2097,2097,"English Valleys",9754347,21568
"822",2019,10,2766,2766,"HLV",8239212,24692
"823",2019,10,2977,2977,"Highland",12980382,21032
"824",2019,10,3141,3141,"Iowa City",390672930,27517
"825",2019,10,3154,3154,"Iowa Valley",10602886,19464
"826",2019,10,3691,3691,"North Cedar",18450320,22633
"827",2019,10,3715,3715,"Linn-Mar",150833807,20285
"828",2019,10,3744,3744,"Lisbon",24372988,37756
"829",2019,10,3816,3816,"Lone Tree",8780988,23984
"830",2019,10,4086,4086,"Marion",54722580,28531
"831",2019,10,4269,4269,"Midland",12622728,23590
"832",2019,10,4271,4271,"Mid-Prairie",28633173,22929
"833",2019,10,4446,4446,"Monticello",39234480,39489
"834",2019,10,4554,4554,"Mount Vernon",37436812,33305
"835",2019,10,4777,4777,"North Linn",15464517,25387
"836",2019,10,4905,4905,"Olin",5532668,26856
"837",2019,10,6093,6093,"Solon",30639898,22664
"838",2019,10,6138,6138,"Springville",8943294,22923
"839",2019,10,6408,6408,"Tipton",22037111,24951
"840",2019,10,6660,6660,"Vinton-Shellsburg",34280603,22202
"841",2019,10,6768,6768,"Washington",50390993,28342
"842",2019,10,6930,6930,"West Branch",18822168,24308
"843",2019,10,7029,7029,"Williamsburg",24097442,21435
"844",2019,11,18,18,"Adair-Casey",8619287,28703
"845",2019,11,27,27,"Adel-Desoto-Minburn",37196727,21501
"846",2019,11,225,225,"Ames",150672469,35042
"847",2019,11,261,261,"Ankeny",240266035,20801
"848",2019,11,414,414,"Audubon",11101739,22607
"849",2019,11,472,472,"Ballard",50128274,30956
"850",2019,11,513,513,"Baxter",14499176,45968
"851",2019,11,720,720,"Bondurant-Farrar",48677107,24469
"852",2019,11,729,729,"Boone",43977055,21416
"853",2019,11,981,981,"Carlisle",54466249,28022
"854",2019,11,999,999,"Carroll",39476454,23206
"855",2019,11,1332,1332,"Colfax-Mingo",15189986,20628
"856",2019,11,1350,1350,"Collins-Maxwell",9528717,20750
"857",2019,11,1359,1359,"Colo-Nesco",10838681,21139
"858",2019,11,1413,1413,"Coon Rapids-Bayard",10063506,22922
"859",2019,11,1576,1576,"Dallas Center-Grimes",92276722,32713
"860",2019,11,1737,1737,"Des Moines",778958138,23563
"861",2019,11,1953,1953,"Earlham",11246580,19556
"862",2019,11,2151,2151,"Exira-Elk Horn-Kimballton",13800648,33352
"863",2019,11,2466,2466,"Gilbert",47565909,31905
"864",2019,11,2520,2520,"Glidden-Ralston",8290823,29822
"865",2019,11,2754,2754,"Guthrie Center",11252903,25140
"866",2019,11,3114,3114,"Indianola",69903386,20431
"867",2019,11,3119,3119,"Interstate 35",22685191,26460
"868",2019,11,3231,3231,"Johnston",166703320,23566
"869",2019,11,3375,3375,"Knoxville",32623572,18492
"870",2019,11,3906,3906,"Lynnville-Sully",9990580,21598
"871",2019,11,3942,3942,"Madrid",13018503,19043
"872",2019,11,4122,4122,"Martensdale-St Marys",12166424,23753
"873",2019,11,4212,4212,"Melcher-Dallas",7320454,22046
"874",2019,11,4617,4617,"Nevada",30694105,20587
"875",2019,11,4725,4725,"Newton",68472009,22262
"876",2019,11,4779,4779,"North Polk",38012994,22577
"877",2019,11,4797,4797,"Norwalk",83851741,29615
"878",2019,11,4878,4878,"Ogden",25390427,41087
"879",2019,11,5121,5121,"Panorama",15870559,22479
"880",2019,11,5166,5166,"Pella",43755499,20434
"881",2019,11,5184,5184,"Perry",40982625,23155
"882",2019,11,5256,5256,"Pleasantville",15031760,21543
"883",2019,11,5319,5160,"PCM",28010411,26833
"884",2019,11,5643,5643,"Roland-Story",25669188,25381
"885",2019,11,5805,5805,"Saydel",32031843,28615
"886",2019,11,6094,6094,"Southeast Warren",11840402,21425
"887",2019,11,6101,6101,"Southeast Polk",149385363,21825
"888",2019,11,6264,6264,"West Central Valley",20322886,22275
"889",2019,11,6512,6512,"Twin Cedars",7084671,20866
"890",2019,11,6561,6561,"United",8979218,24065
"891",2019,11,6579,6579,"Urbandale",183433654,53848
"892",2019,11,6615,6615,"Van Meter",13227679,19106
"893",2019,11,6822,6822,"Waukee",383022200,36134
"894",2019,11,6957,6957,"West Des Moines",205444653,23038
"895",2019,11,7056,7056,"Winterset",54627442,31942
"896",2019,11,7110,7110,"Woodward-Granger",21392438,22279
"897",2019,12,63,63,"Akron-Westfield",11607741,21306
"898",2019,12,355,355,"Ar-We-Va",9270505,34721
"899",2019,12,747,747,"Boyden-Hull",23747195,39831
"900",2019,12,1095,1095,"Central Lyon",15696511,20619
"901",2019,12,1134,1134,"Charter Oak-Ute",6521782,25170
"902",2019,12,1152,1152,"Cherokee",18557749,19061
"903",2019,12,1701,1701,"Denison",39059652,18591
"904",2019,12,1975,1975,"River Valley",10715699,25355
"905",2019,12,2376,2376,"Galva-Holstein",12249837,27589
"906",2019,12,2457,2457,"George-Little Rock",10664401,25018
"907",2019,12,2862,2862,"Hartley-Melvin-Sanborn",15385284,24506
"908",2019,12,2988,2988,"Hinton",15357607,29191
"909",2019,12,3348,3348,"Kingsley-Pierson",11586217,25389
"910",2019,12,3555,3555,"Lawton-Bronson",13538008,23535
"911",2019,12,3600,3600,"Le Mars",44968827,20588
"912",2019,12,4033,4033,"Maple Valley-Anthon Oto",13567178,20722
"913",2019,12,4068,4068,"Marcus-Meriden Cleghorn",10954931,25808
"914",2019,12,4149,4149,"Moc-Floyd Valley",27112106,18876
"915",2019,12,4860,4860,"Odebolt Arthur Battle Creek Ida Gr",21649231,22126
"916",2019,12,5157,6099,"South O'Brien",12624679,21396
"917",2019,12,5486,5486,"Remsen-Union",9737074,28272
"918",2019,12,5607,5607,"Rock Valley",18910911,23489
"919",2019,12,5832,5832,"Schleswig",7089628,26655
"920",2019,12,5877,5877,"Sergeant Bluff-Luton",31985853,22286
"921",2019,12,5949,5949,"Sheldon",21876865,20414
"922",2019,12,5994,5994,"Sibley-Ocheyedan",18681755,24179
"923",2019,12,6030,6030,"Sioux Center",26228527,20134
"924",2019,12,6039,6039,"Sioux City",279830766,19271
"925",2019,12,6983,6983,"West Lyon",19265473,20874
"926",2019,12,6987,6987,"West Monona",16825356,27764
"927",2019,12,6990,6990,"West Sioux",16950059,20328
"928",2019,12,6992,6992,"Westwood",13538436,25452
"929",2019,12,7002,7002,"Whiting",5530871,26953
"930",2019,12,7098,7098,"Woodbury Central",11092050,20174
"931",2019,13,387,387,"Atlantic",26545639,19632
"932",2019,13,441,441,"AHSTW",15418964,19476
"933",2019,13,549,549,"Bedford",10577891,23500
"934",2019,13,914,914,"CAM",14878376,29939
"935",2019,13,1093,1093,"Central Decatur",14388317,23328
"936",2019,13,1197,1197,"Clarinda",19873387,20289
"937",2019,13,1211,1211,"Clarke",40758706,27922
"938",2019,13,1431,1431,"Corning",9908932,24822
"939",2019,13,1476,1476,"Council Bluffs",208556983,22856
"940",2019,13,1503,1503,"Creston",28270185,19218
"941",2019,13,1782,1782,"Diagonal",3337914,33716
"942",2019,13,1917,1917,"Boyer Valley",10422578,25632
"943",2019,13,1970,1970,"East Union",10602281,21565
"944",2019,13,2113,2113,"Essex",5545734,28585
"945",2019,13,2369,2369,"Fremont-Mills",10620166,23496
"946",2019,13,2511,2511,"Glenwood",45488752,22986
"947",2019,13,2673,2673,"Nodaway Valley",14241479,22120
"948",2019,13,2718,2718,"Griswold",18276743,36270
"949",2019,13,2772,2772,"Hamburg",7369451,33342
"950",2019,13,2826,2826,"Harlan",25757163,17999
"951",2019,13,3168,3168,"IKM-Manning",15735019,23157
"952",2019,13,3465,3465,"Lamoni",7301434,23839
"953",2019,13,3609,3609,"Lenox",11314977,24568
"954",2019,13,3645,3645,"Lewis Central",58548677,23651
"955",2019,13,3798,3798,"Logan-Magnolia",12568642,22286
"956",2019,13,3978,3978,"East Mills",16553661,30283
"957",2019,13,4356,4356,"Missouri Valley",19709831,23678
"958",2019,13,4505,4505,"Mormon Trail",6847557,25638
"959",2019,13,4527,4527,"Mount Ayr",15086511,23904
"960",2019,13,4572,4572,"Murray",7405116,29359
"961",2019,13,4824,5510,"Riverside",14377813,20807
"962",2019,13,4978,4978,"Orient-Macksburg",4977324,26016
"963",2019,13,5463,5463,"Red Oak",65548639,62007
"964",2019,13,5976,5976,"Shenandoah",22601101,20871
"965",2019,13,6003,6003,"Sidney",9769339,24813
"966",2019,13,6097,6097,"South Page",4099724,19797
"967",2019,13,6165,6165,"Stanton",5908381,31078
"968",2019,13,6453,6453,"Treynor",26212866,43092
"969",2019,13,6460,6460,"Tri-Center",13796681,21388
"970",2019,13,6534,6534,"Underwood",13899415,19829
"971",2019,13,6651,6651,"Villisca",7717268,25896
"972",2019,13,6969,6969,"West Harrison",8553655,24722
"973",2019,13,7092,7092,"Woodbine",11243531,23919
"974",2019,15,81,81,"Albia",22499401,19021
"975",2019,15,657,657,"Eddyville-Blakesburg-Fremont",17668452,20172
"976",2019,15,882,882,"Burlington",87545093,20533
"977",2019,15,977,977,"Cardinal",15159044,26423
"978",2019,15,1071,1071,"Centerville",32330603,23489
"979",2019,15,1079,1079,"Central Lee",17547912,22889
"980",2019,15,1107,1107,"Chariton",25859586,20843
"981",2019,15,1602,1602,"Danville",11861359,23099
"982",2019,15,1619,1619,"Davis County",27580695,24242
"983",2019,15,2169,2169,"Fairfield",36628006,23016
"984",2019,15,2322,2322,"Fort Madison",40927009,19089
"985",2019,15,3312,3312,"Keokuk",43482182,22769
"986",2019,15,3330,3330,"Keota",6796597,19912
"987",2019,15,4203,4203,"Mediapolis",16715638,21134
"988",2019,15,4491,4491,"Moravia",8069882,23433
"989",2019,15,4509,4509,"Morning Sun",5199680,24855
"990",2019,15,4518,4518,"Moulton-Udell",5063440,24124
"991",2019,15,4536,4536,"Mount Pleasant",33440037,17295
"992",2019,15,4689,4689,"New London",10357309,20650
"993",2019,15,4776,4776,"North Mahaska",11602761,24778
"994",2019,15,5013,5013,"Oskaloosa",37663395,15952
"995",2019,15,5049,5049,"Ottumwa",84511561,18323
"996",2019,15,5163,5163,"Pekin",19584940,32636
"997",2019,15,5895,5895,"Seymour",11480335,40984
"998",2019,15,6012,6012,"Sigourney",14539971,26506
"999",2019,15,6462,6462,"Tri-County",7377422,26789
"1000",2019,15,6592,6592,"Van Buren",23499884,36860
"1001",2019,15,6700,6700,"Waco",10067659,20978
"1002",2019,15,6759,6759,"Wapello",14708951,23793
"1003",2019,15,6854,6854,"Wayne",12961268,22517
"1004",2019,15,6937,6937,"West Burlington",19282402,41448
"1005",2019,15,7047,7047,"Winfield-Mt Union",7642101,22523
"1006",2020,1,135,135,"Allamakee",30962398,28288
"1007",2020,1,1080,1080,"Central Clayton",10538531,24847
"1008",2020,1,1638,1638,"Decorah",34933475,21486
"1009",2020,1,1863,1863,"Dubuque",216435505,20752
"1010",2020,1,1972,1972,"Eastern Allamakee",7059884,21586
"1011",2020,1,1989,1989,"Edgewood-Colesburg",14484920,34569
"1012",2020,1,2763,2763,"Clayton Ridge",14999365,25491
"1013",2020,1,3029,3029,"Howard-Winneshiek",23753306,20279
"1014",2020,1,4043,4043,"Maquoketa Valley",15470533,22118
"1015",2020,1,4419,4419,"MFL Mar Mac",16464108,21325
"1016",2020,1,4662,4662,"New Hampton",22532655,23954
"1017",2020,1,4774,4774,"North Fayette Valley",22722041,20209
"1018",2020,1,4869,4869,"Oelwein",24594538,18625
"1019",2020,1,5310,5310,"Postville",13828180,18968
"1020",2020,1,5508,5508,"Riceville",8572013,27336
"1021",2020,1,6100,6100,"South Winneshiek",11544407,23004
"1022",2020,1,6175,6175,"Starmont",14409665,24053
"1023",2020,1,6509,6509,"Turkey Valley",9489728,27652
"1024",2020,1,6943,6943,"West Central",8063382,31746
"1025",2020,1,6950,6950,"West Delaware Co",29640788,20591
"1026",2020,1,6961,6961,"Western Dubuque Co",81450006,26328
"1027",2020,5,72,72,"Albert City-Truesdale",5280527,26113
"1028",2020,5,126,126,"Algona",28294414,21924
"1029",2020,5,171,171,"Alta-Aurelia",18431171,22672
