"","fiscalyear","aea","dist","de_district","district_name","amount","revenues_per_pupil"
"148",2017,10,2766,2766,"H-L-V",7819400,22361
"149",2017,10,2977,2977,"Highland",12465098,20203
"150",2017,10,3141,3141,"Iowa City",284997640,20849
"151",2017,10,3154,3154,"Iowa Valley",14038630,26620
"152",2017,10,3691,3691,"North Cedar",16362708,19836
"153",2017,10,3715,3715,"Linn-Mar",158068502,21961
"154",2017,10,3744,3744,"Lisbon",14583398,21690
"155",2017,10,3816,3816,"Lone Tree",12247764,32279
"156",2017,10,4086,4086,"Marion Independent",51362951,26005
"157",2017,10,4269,4269,"Midland",22256475,41585
"158",2017,10,4271,4271,"Mid-Prairie",29135473,24060
"159",2017,10,4446,4446,"Monticello",21957403,20910
"160",2017,10,4554,4554,"Mount Vernon",23049258,20861
"161",2017,10,4777,4777,"North Linn",14090819,21382
"162",2017,10,4905,4905,"Olin Consolidated",4741973,19484
"163",2017,10,6093,6093,"Solon",65479042,50486
"164",2017,10,6138,6138,"Springville",12930455,35990
"165",2017,10,6408,6408,"Tipton",18928146,21719
"166",2017,10,6660,6660,"Vinton-Shellsburg",32039455,20137
"167",2017,10,6768,6768,"Washington",49869678,29248
"168",2017,10,6930,6930,"West Branch",21815029,28361
"169",2017,10,7029,7029,"Williamsburg",24383143,21275
"170",2017,11,18,18,"Adair-Casey",8486925,27473
"171",2017,11,27,27,"Adel DeSoto Minburn",36420440,23210
"172",2017,11,225,225,"Ames",104037950,24879
"173",2017,11,261,261,"Ankeny",285686022,26468
"174",2017,11,414,414,"Audubon",11734975,22387
"175",2017,11,472,472,"Ballard",33861156,21125
"176",2017,11,513,513,"Baxter",7946510,22974
"177",2017,11,720,720,"Bondurant-Farrar",55999143,30881
"178",2017,11,729,729,"Boone",42511692,20568
"179",2017,11,981,981,"Carlisle",41756502,21911
"180",2017,11,999,999,"Carroll",32439175,18881
"181",2017,11,1332,1332,"Colfax-Mingo",13033140,17792
"182",2017,11,1350,1350,"Collins-Maxwell",9861199,20378
"183",2017,11,1359,1359,"Colo-NESCO",13645850,27985
"184",2017,11,1413,1413,"Coon Rapids-Bayard",9344457,23324
"185",2017,11,1576,1576,"Dallas Center-Grimes",70431819,28368
"186",2017,11,1737,1737,"Des Moines Independent",764181114,23457
"187",2017,11,1953,1953,"Earlham",16380623,26943
"188",2017,11,2151,2151,"Exira-Elk Horn-",10937327,26683
"189",2017,11,2466,2466,"Gilbert",28085865,20191
"190",2017,11,2520,2520,"Glidden-Ralston",7795881,28873
"191",2017,11,2754,2754,"Guthrie Center",10730540,23635
"192",2017,11,3114,3114,"Indianola",73119562,21064
"193",2017,11,3119,3119,"Interstate 35",15289885,17600
"194",2017,11,3231,3231,"Johnston",184531255,27312
"195",2017,11,3375,3375,"Knoxville",34876598,19630
"196",2017,11,3906,3906,"Lynnville-Sully",9095928,20965
"197",2017,11,3942,3942,"Madrid",11932741,16876
"198",2017,11,4122,4122,"Martensdale-St Marys",15578954,29662
"199",2017,11,4212,4212,"Melcher-Dallas",5875184,17476
"200",2017,11,4617,4617,"Nevada",33070092,21512
"201",2017,11,4725,4725,"Newton",67402452,22800
"202",2017,11,4779,4779,"North Polk",39450754,26001
"203",2017,11,4797,4797,"Norwalk",82366992,31117
"204",2017,11,4878,4878,"Ogden",15050346,23569
"205",2017,11,5121,5121,"Panorama",20420784,28009
"206",2017,11,5166,5166,"Pella",52952099,24739
"207",2017,11,5184,5184,"Perry",34896301,19642
"208",2017,11,5256,5256,"Pleasantville",19486467,28762
"209",2017,11,5319,5160,"PCM",39798750,37235
"210",2017,11,5643,5643,"Roland-Story",30141588,29836
"211",2017,11,5805,5805,"Saydel",42920662,37309
"212",2017,11,6094,6094,"Southeast Warren",10765619,18024
"213",2017,11,6101,6101,"Southeast Polk",176054887,25881
"214",2017,11,6264,6264,"West Central Valley",18617076,20296
"215",2017,11,6512,6512,"Twin Cedars",7372715,21463
"216",2017,11,6561,6561,"United",9043607,26395
"217",2017,11,6579,6579,"Urbandale",78124597,22919
"218",2017,11,6615,6615,"Van Meter",14662825,24202
"219",2017,11,6822,6822,"Waukee",245037933,25931
"220",2017,11,6957,6957,"West Des Moines",203722921,22602
"221",2017,11,7056,7056,"Winterset",41897055,24321
"222",2017,11,7110,7110,"Woodward-Granger",21614080,23312
"223",2017,12,63,63,"Akron Westfield",12617402,24451
"224",2017,12,355,355,"Ar-We-Va",8143970,28655
"225",2017,12,423,423,"Aurelia",7064465,28866
"226",2017,12,504,504,"Battle Creek-Ida Grove",15187349,23782
"227",2017,12,747,747,"Boyden-Hull",12308417,20130
"228",2017,12,1095,1095,"Central Lyon",14152997,18427
"229",2017,12,1134,1134,"Charter Oak-Ute",6391045,23301
"230",2017,12,1152,1152,"Cherokee",16784873,17826
"231",2017,12,1701,1701,"Denison",36220644,18065
"232",2017,12,1975,1975,"River Valley",11484490,26731
"233",2017,12,2376,2376,"Galva-Holstein",10570095,23701
"234",2017,12,2457,2457,"George-Little Rock",10550624,22787
"235",2017,12,2862,2862,"Hartley-Melvin-Sanborn",13298759,20962
"236",2017,12,2988,2988,"Hinton",14576170,27815
"237",2017,12,3348,3348,"Kingsley-Pierson",10156726,20971
"238",2017,12,3555,3555,"Lawton-Bronson",16141204,26974
"239",2017,12,3600,3600,"Le Mars",42115086,19837
"240",2017,12,4033,4033,"Maple Valley-Anthon Oto",12524508,18479
"241",2017,12,4068,4068,"Marcus-Meriden-Cleghorn",14539726,33176
"242",2017,12,4149,4149,"MOC-Floyd Valley",26377953,18583
"243",2017,12,5157,6099,"South O'Brien",14666916,23482
"244",2017,12,5486,5486,"Remsen-Union",9456540,25200
"245",2017,12,5607,5607,"Rock Valley",18940539,25602
"246",2017,12,5832,5832,"Schleswig",7038414,24005
"247",2017,12,5877,5877,"Sergeant Bluff-Luton",28225395,20116
"248",2017,12,5949,5949,"Sheldon",20336390,18839
"249",2017,12,5994,5994,"Sibley-Ocheyedan",14254384,18558
"250",2017,12,6030,6030,"Sioux Center",34926801,29229
"251",2017,12,6039,6039,"Sioux City",272692251,18657
"252",2017,12,6983,6983,"West Lyon",16503912,18179
"253",2017,12,6987,6987,"West Monona",15884890,22960
"254",2017,12,6990,6990,"West Sioux",20451143,24965
"255",2017,12,6992,6992,"Westwood",11914291,22651
"256",2017,12,7002,7002,"Whiting",4995875,26921
"257",2017,12,7098,7098,"Woodbury Central",10776679,19544
"258",2017,13,387,387,"Atlantic",32288170,23023
"259",2017,13,441,441,"AHSTW",16771189,21363
"260",2017,13,549,549,"Bedford",10708289,22317
"261",2017,13,914,914,"CAM",12681864,27041
"262",2017,13,1093,1093,"Central Decatur",16603076,24275
"263",2017,13,1197,1197,"Clarinda",18556504,18874
"264",2017,13,1211,1211,"Clarke",27404016,19077
"265",2017,13,1431,1431,"Corning",9219671,21872
"266",2017,13,1476,1476,"Council Bluffs",175035498,19177
"267",2017,13,1503,1503,"Creston",24906501,16949
"268",2017,13,1782,1782,"Diagonal",3269617,33706
"269",2017,13,1917,1917,"Boyer Valley",9741042,22983
"270",2017,13,1970,1970,"East Union",9646053,18682
"271",2017,13,2113,2113,"Essex",5701432,28057
"272",2017,13,2369,2369,"Fremont-Mills",12974095,27719
"273",2017,13,2421,2205,"Farragut",1312979,0
"274",2017,13,2422,2205,"Farragut",54331,0
"275",2017,13,2423,2205,"Farragut",2571,0
"276",2017,13,2511,2511,"Glenwood",44647217,22334
"277",2017,13,2673,2673,"Nodaway Valley",22350961,33848
"278",2017,13,2718,2718,"Griswold",9769913,18471
"279",2017,13,2772,2772,"Hamburg",6373252,25677
"280",2017,13,2826,2826,"Harlan",25561173,18102
"281",2017,13,3168,3168,"IKM-Manning",16776986,24475
"282",2017,13,3465,3465,"Lamoni",7019790,24655
"283",2017,13,3609,3609,"Lenox",9956105,21049
"284",2017,13,3645,3645,"Lewis Central",62340544,24093
"285",2017,13,3798,3798,"Logan-Magnolia",11841283,21334
"286",2017,13,3978,3978,"East Mills",16811250,30322
"287",2017,13,4356,4356,"Missouri Valley",20481092,23755
"288",2017,13,4505,4505,"Mormon Trail",5676679,21292
"289",2017,13,4527,4527,"Mount Ayr",18854167,29430
"290",2017,13,4572,4572,"Murray",7228921,27816
"291",2017,13,4824,5510,"Riverside",15398694,22286
"292",2017,13,4978,4978,"Orient-Macksburg",4649647,23968
"293",2017,13,5463,5463,"Red Oak",25754386,22730
"294",2017,13,5544,5328,"Prescott",422316,0
"295",2017,13,5546,5328,"Prescott",106873,0
"296",2017,13,5550,5328,"Prescott",394066,0
"297",2017,13,5551,5328,"Prescott",139990,0
"298",2017,13,5976,5976,"Shenandoah",21784997,19286
"299",2017,13,6003,6003,"Sidney",8806177,22767
"300",2017,13,6097,6097,"South Page",3918422,20951
"301",2017,13,6165,6165,"Stanton",4749638,25534
"302",2017,13,6453,6453,"Treynor",14856758,25965
"303",2017,13,6460,6460,"Tri-Center",12498802,19296
"304",2017,13,6534,6534,"Underwood",16766197,24039
"305",2017,13,6651,6651,"Villisca",8517821,28111
"306",2017,13,6966,6750,"Walnut",670600,0
"307",2017,13,6967,6750,"Walnut",18074,0
"308",2017,13,6968,6750,"Walnut",163141,0
"309",2017,13,6969,6969,"West Harrison",8097803,23706
"310",2017,13,6972,6750,"Walnut",888559,0
"311",2017,13,6973,6750,"Walnut",497634,0
"312",2017,13,7092,7092,"Woodbine",9626750,20219
"313",2017,15,81,81,"Albia",20401083,16904
"314",2017,15,657,657,"Eddyville-Blakesburg-",16869372,19184
"315",2017,15,882,882,"Burlington",84104591,18868
"316",2017,15,977,977,"Cardinal",14315760,25453
"317",2017,15,1071,1071,"Centerville",24839153,18602
"318",2017,15,1079,1079,"Central Lee",15610875,19858
"319",2017,15,1107,1107,"Chariton",26592683,20472
"320",2017,15,1602,1602,"Danville",10570904,20667
"321",2017,15,1619,1619,"Davis County",22887530,19463
"322",2017,15,2169,2169,"Fairfield",37899170,22693
"323",2017,15,2322,2322,"Fort Madison",39097302,17665
"324",2017,15,2834,2834,"Harmony",7388974,20303
"325",2017,15,3312,3312,"Keokuk",38890471,20343
"326",2017,15,3330,3330,"Keota",6941490,21561
"327",2017,15,4203,4203,"Mediapolis",15928745,20896
"328",2017,15,4491,4491,"Moravia",7643281,22513
"329",2017,15,4509,4509,"Morning Sun",4202780,19712
"330",2017,15,4518,4518,"Moulton-Udell",4710729,21130
"331",2017,15,4536,4536,"Mount Pleasant",34884250,17509
"332",2017,15,4689,4689,"New London",12430016,24930
"333",2017,15,4776,4776,"North Mahaska",14075524,28914
"334",2017,15,5013,5013,"Oskaloosa",38021114,16028
"335",2017,15,5049,5049,"Ottumwa",79377430,17171
"336",2017,15,5163,5163,"Pekin",19719291,30898
"337",2017,15,5895,5895,"Seymour",6307698,21184
"338",2017,15,6012,6012,"Sigourney",14581955,27532
"339",2017,15,6462,6462,"Tri-County",6181574,23320
"340",2017,15,6592,6592,"Van Buren",17092664,27084
"341",2017,15,6700,6700,"Waco",11938114,25517
"342",2017,15,6759,6759,"Wapello",16822544,25175
"343",2017,15,6854,6854,"Wayne",13058206,23793
"344",2017,15,6937,6937,"West Burlington Ind",16793294,35555
"345",2017,15,7047,7047,"Winfield-Mt Union",7703510,21510
"346",2018,1,135,135,"Allamakee",28076769,25415
"347",2018,1,1080,1080,"Central",15574047,35947
"348",2018,1,1638,1638,"Decorah Community",32489386,24077
"349",2018,1,1863,1863,"Dubuque",220455202,20883
"350",2018,1,1972,1972,"Eastern Allamakee",6643592,19319
"351",2018,1,1989,1989,"Edgewood-Colesburg",9726214,25261
"352",2018,1,2763,2763,"Clayton Ridge",14156603,24524
"353",2018,1,3029,3029,"Howard-Winneshiek",26314618,22030
"354",2018,1,4043,4043,"Maquoketa Valley",20372034,29169
"355",2018,1,4419,4419,"MFL MarMac",16648061,21417
"356",2018,1,4662,4662,"New Hampton",37578904,39030
"357",2018,1,4774,4774,"North Fayette Valley",18213509,24165
"358",2018,1,4787,4787,"North Winneshiek",5037440,17782
"359",2018,1,4869,4869,"Oelwein",28250315,22034
"360",2018,1,5310,5310,"Postville",14605216,20816
"361",2018,1,5508,5508,"Riceville",7845196,25907
"362",2018,1,6100,6100,"South Winneshiek",11005682,21538
"363",2018,1,6175,6175,"Starmont",14306607,22588
"364",2018,1,6509,6509,"Turkey Valley",9026913,25413
"365",2018,1,6591,6591,"Valley",10392111,27623
"366",2018,1,6943,6943,"West Central",7038038,27360
"367",2018,1,6950,6950,"West Delaware County",29663263,19906
"368",2018,1,6961,6961,"Western Dubuque",76903247,24421
"369",2018,5,72,72,"Albert City-Truesdale",5378393,26468
"370",2018,5,126,126,"Algona",28087963,21154
"371",2018,5,171,171,"Alta-Aurelia",14166570,27383
"372",2018,5,333,333,"North Union",12777086,30340
"373",2018,5,1206,1206,"Clarion-Goldfield-Dows",20453214,21161
"374",2018,5,1218,1218,"Clay Central-Everly",8831587,25379
"375",2018,5,1944,1944,"Eagle Grove",25638090,30101
"376",2018,5,2088,2088,"Emmetsburg",15805893,22634
"377",2018,5,2124,2124,"Estherville Lincoln",39588060,28749
"378",2018,5,2313,2313,"Fort Dodge",97403800,26251
"379",2018,5,2493,2493,"Gilmore City-Bradgate",3258917,27620
"380",2018,5,2556,2556,"Graettinger-Terril",8715926,23180
"381",2018,5,2846,2846,"Harris-Lake Park",9930296,33093
"382",2018,5,3060,3060,"Humboldt",28764302,24008
"383",2018,5,3195,3195,"Greene County",26036843,20861
"384",2018,5,3537,3537,"Laurens-Marathon",8337973,28650
"385",2018,5,3897,3897,"LuVerne",4535475,29547
"386",2018,5,4023,4023,"Manson Northwest Webster",14360139,22127
"387",2018,5,4644,4644,"Newell-Fonda",9954486,21143
"388",2018,5,4775,4775,"Northeast Hamilton",7307051,37411
"389",2018,5,4778,4778,"North Kossuth",6551732,25043
"390",2018,5,4860,4860,"Odebolt Arthur Battle Creek Ida Grove",7667638,22928
"391",2018,5,4890,4890,"Okoboji",18623260,19119
"392",2018,5,5139,5139,"Paton-Churdan",4928359,25367
"393",2018,5,5283,5283,"Pocahontas Area",21006894,30220
"394",2018,5,5323,5325,"Prairie Valley",14585097,24719
"395",2018,5,5724,5724,"Ruthven-Ayrshire",6692975,29226
"396",2018,5,5823,5823,"Schaller-Crestland",10457957,29534
"397",2018,5,6048,6035,"Sioux Central",12726494,26909
"398",2018,5,6091,6091,"South Central Calhoun",23603605,25650
"399",2018,5,6095,6095,"South Hamilton",18432081,28881
"400",2018,5,6096,6096,"Southeast Webster Grand",14034526,25648
"401",2018,5,6102,6102,"Spencer",39539926,21392
"402",2018,5,6120,6120,"Spirit Lake",22901671,19690
"403",2018,5,6219,6219,"Storm Lake",49406816,21546
"404",2018,5,6246,6246,"Stratford",5081348,31618
"405",2018,5,6516,6516,"Twin Rivers",5893331,36376
"406",2018,5,6741,6741,"East Sac County",17134823,19680
"407",2018,5,6867,6867,"Webster City",34528022,22370
"408",2018,5,6921,6921,"West Bend-Mallard",9582193,30138
"409",2018,7,9,9,"AGWSR",13990409,22463
"410",2018,7,108,108,"Alden",6103449,21681
"411",2018,7,153,153,"North Butler",11759287,19864
"412",2018,7,279,279,"Aplington-Parkersburg",21254484,25086
"413",2018,7,540,540,"BCLUW",13435097,24189
"414",2018,7,594,594,"Belmond-Klemme",18336209,22578
"415",2018,7,819,819,"West Hancock",14530888,25734
"416",2018,7,846,846,"Brooklyn-Guernsey-Malcom",19832801,37625
"417",2018,7,873,873,"North Iowa",9792786,20549
"418",2018,7,916,916,"CAL",6119904,23430
"419",2018,7,1044,1044,"Cedar Falls",127717787,24815
"420",2018,7,1116,1116,"Charles City",30959802,20461
"421",2018,7,1215,1215,"Clarksville",6528876,20028
"422",2018,7,1233,1233,"Clear Lake",25048619,20535
"423",2018,7,1719,1719,"Denver",20935764,29239
"424",2018,7,1791,1791,"Dike-New Hartford",16688382,18850
"425",2018,7,1908,1908,"Dunkerton",12356556,29519
"426",2018,7,1935,6536,"Union",27197153,24672
"427",2018,7,1963,1963,"East Buchanan",21277495,36524
"428",2018,7,2007,2007,"Eldora-New Providence",15199354,23969
"429",2018,7,2295,2295,"Forest City",27564882,24936
"430",2018,7,2403,2403,"Garner-Hayfield-Ventura",18551646,21102
"431",2018,7,2502,2502,"Gladbrook-Reinbeck",11796097,20712
"432",2018,7,2682,2682,"GMG",10503398,36560
"433",2018,7,2709,2709,"Grinnell-Newburg",34356382,21283
"434",2018,7,2727,2727,"Grundy Center",13436711,20406
"435",2018,7,2781,2781,"Hampton-Dumont",26654365,22355
"436",2018,7,3033,3033,"Hubbard-Radcliffe",10387767,22601
"437",2018,7,3042,3042,"Hudson",14303165,21473
"438",2018,7,3105,3105,"Independence",27846863,19723
"439",2018,7,3150,3150,"Iowa Falls",22561902,20902
"440",2018,7,3186,3186,"Janesville Consolidated",17925219,46057
"441",2018,7,3204,3204,"Jesup",16314712,18416
"442",2018,7,3420,3420,"Lake Mills",12493197,20314
"443",2018,7,3582,1968,"East Marshall",14434293,26039
"444",2018,7,4104,4104,"Marshalltown",105645003,19434
"445",2018,7,4131,4131,"Mason City",84064050,22466
"446",2018,7,4437,4437,"Montezuma",10494188,19942
"447",2018,7,4599,4599,"Nashua-Plainfield",12863049,20636
"448",2018,7,4772,4772,"Central Springs",17583329,21595
"449",2018,7,4785,4785,"North Tama County",9652109,21874
"450",2018,7,4788,4788,"Northwood-Kensett",17269084,34536
"451",2018,7,4995,4995,"Osage",26097544,28351
"452",2018,7,5697,5697,"Rudd-Rockford-Marble Rk",8827558,20013
"453",2018,7,5751,5751,"St Ansgar",14658849,24417
"454",2018,7,5922,5922,"West Fork",13890739,19759
"455",2018,7,6098,6098,"South Tama County",29152554,18628
"456",2018,7,6273,6273,"Sumner-Fredericksburg",17969791,21882
"457",2018,7,6471,6471,"Tripoli",8674297,19846
"458",2018,7,6762,6762,"Wapsie Valley",19628327,29212
"459",2018,7,6795,6795,"Waterloo",225067343,20775
"460",2018,7,6840,6840,"Waverly-Shell Rock",44944004,22190
"461",2018,7,6985,6985,"West Marshall",19088376,21827
"462",2018,9,243,243,"Andrew",6413100,27369
"463",2018,9,585,585,"Bellevue",12871808,22417
"464",2018,9,603,603,"Bennett",3847193,20684
"465",2018,9,621,621,"Bettendorf",85823465,20757
"466",2018,9,918,918,"Calamus-Wheatland",8668568,19320
"467",2018,9,936,936,"Camanche",17659361,20506
"468",2018,9,1082,1082,"Central DeWitt",30072488,20558
"469",2018,9,1278,1278,"Clinton",77798608,20554
"470",2018,9,1368,1368,"Columbus",18425906,23112
"471",2018,9,1611,1611,"Davenport",269974439,17431
"472",2018,9,1675,1675,"Delwood",5467598,28547
"473",2018,9,1926,1926,"Durant",11621391,20009
"474",2018,9,1965,1965,"Easton Valley",13417533,21798
"475",2018,9,3841,3841,"Louisa-Muscatine",19165995,26266
"476",2018,9,4041,4041,"Maquoketa",28765018,21095
"477",2018,9,4581,4581,"Muscatine",91032604,17905
"478",2018,9,4773,4773,"Northeast",15565408,29664
"479",2018,9,4784,4784,"North Scott",62823911,20515
"480",2018,9,5250,5250,"Pleasant Valley",93339210,19666
"481",2018,9,6975,6975,"West Liberty",26398509,20191
"482",2018,9,7038,7038,"Wilton",18621241,22772
"483",2018,10,99,99,"Alburnett",12599068,24449
"484",2018,10,234,234,"Anamosa",32051262,25470
"485",2018,10,576,576,"Belle Plaine",14289268,26890
"486",2018,10,609,609,"Benton",30904506,20404
"487",2018,10,1053,1053,"Cedar Rapids",339554527,19867
"488",2018,10,1062,1062,"Center Point-Urbana",28610341,20975
"489",2018,10,1089,1089,"Central City",10802896,22564
"490",2018,10,1221,1221,"Clear Creek Amana",75087516,37461
"491",2018,10,1337,1337,"College",141942771,27905
"492",2018,10,2097,2097,"English Valleys",9906318,21635
"493",2018,10,2766,2766,"H-L-V",7823264,23659
"494",2018,10,2977,2977,"Highland",16048240,25499
"495",2018,10,3141,3141,"Iowa City",350140795,25044
"496",2018,10,3154,3154,"Iowa Valley",12888159,23835
"497",2018,10,3691,3691,"North Cedar",17162530,20837
"498",2018,10,3715,3715,"Linn-Mar",137120702,18751
"499",2018,10,3744,3744,"Lisbon",24530880,37007
"500",2018,10,3816,3816,"Lone Tree",10774051,29969
"501",2018,10,4086,4086,"Marion Independent",43468115,22467
"502",2018,10,4269,4269,"Midland",15871816,28705
"503",2018,10,4271,4271,"Mid-Prairie",27108694,21541
"504",2018,10,4446,4446,"Monticello",23365932,22781
"505",2018,10,4554,4554,"Mount Vernon",31025686,27600
"506",2018,10,4777,4777,"North Linn",14852175,23158
"507",2018,10,4905,4905,"Olin Consolidated",5055288,23191
"508",2018,10,6093,6093,"Solon",42363280,31884
"509",2018,10,6138,6138,"Springville",9451103,25626
"510",2018,10,6408,6408,"Tipton",23833663,26509
"511",2018,10,6660,6660,"Vinton-Shellsburg",33319810,21710
"512",2018,10,6768,6768,"Washington",49853037,28567
"513",2018,10,6930,6930,"West Branch",20089198,26106
"514",2018,10,7029,7029,"Williamsburg",23400499,20748
"515",2018,11,18,18,"Adair-Casey",8358160,27843
"516",2018,11,27,27,"Adel DeSoto Minburn",36917681,22307
"517",2018,11,225,225,"Ames",101330917,24195
"518",2018,11,261,261,"Ankeny",224247837,20035
"519",2018,11,414,414,"Audubon",11585985,23068
"520",2018,11,472,472,"Ballard",32387074,20191
"521",2018,11,513,513,"Baxter",8377739,25482
"522",2018,11,720,720,"Bondurant-Farrar",55251947,28836
"523",2018,11,729,729,"Boone",50122068,24468
"524",2018,11,981,981,"Carlisle",39987545,21019
"525",2018,11,999,999,"Carroll",47722058,28423
"526",2018,11,1332,1332,"Colfax-Mingo",14360067,19882
"527",2018,11,1350,1350,"Collins-Maxwell",10585872,21688
"528",2018,11,1359,1359,"Colo-NESCO",10709659,21070
"529",2018,11,1413,1413,"Coon Rapids-Bayard",9919594,23403
"530",2018,11,1576,1576,"Dallas Center-Grimes",64729232,24062
"531",2018,11,1737,1737,"Des Moines Independent",766393080,23238
"532",2018,11,1953,1953,"Earlham",15061207,26019
"533",2018,11,2151,2151,"Exira-Elk Horn-",14104373,31874
"534",2018,11,2466,2466,"Gilbert",29991713,21041
"535",2018,11,2520,2520,"Glidden-Ralston",8070896,30218
"536",2018,11,2754,2754,"Guthrie Center",13925476,30060
"537",2018,11,3114,3114,"Indianola",66331005,19340
"538",2018,11,3119,3119,"Interstate 35",22151610,24935
"539",2018,11,3231,3231,"Johnston",169772979,24629
"540",2018,11,3375,3375,"Knoxville",32617601,18696
"541",2018,11,3906,3906,"Lynnville-Sully",9746503,21545
"542",2018,11,3942,3942,"Madrid",12340084,18348
"543",2018,11,4122,4122,"Martensdale-St Marys",12554291,24614
"544",2018,11,4212,4212,"Melcher-Dallas",6568905,19147
"545",2018,11,4617,4617,"Nevada",32406616,20936
"546",2018,11,4725,4725,"Newton",72540007,24463
"547",2018,11,4779,4779,"North Polk",41750221,26675
"548",2018,11,4797,4797,"Norwalk",88046717,32440
"549",2018,11,4878,4878,"Ogden",25856926,41008
"550",2018,11,5121,5121,"Panorama",23190678,32078
"551",2018,11,5166,5166,"Pella",44804005,20765
"552",2018,11,5184,5184,"Perry",34816208,18976
"553",2018,11,5256,5256,"Pleasantville",18551682,26747
"554",2018,11,5319,5160,"PCM",36535764,34902
"555",2018,11,5643,5643,"Roland-Story",30440738,29987
"556",2018,11,5805,5805,"Saydel",30346490,27022
"557",2018,11,6094,6094,"Southeast Warren",11186475,19227
"558",2018,11,6101,6101,"Southeast Polk",158740948,23354
"559",2018,11,6264,6264,"West Central Valley",18889186,21013
"560",2018,11,6512,6512,"Twin Cedars",7696778,22085
"561",2018,11,6561,6561,"United",8739007,24172
"562",2018,11,6579,6579,"Urbandale",143915744,42357
"563",2018,11,6615,6615,"Van Meter",13672921,21997
"564",2018,11,6822,6822,"Waukee",261886490,26117
"565",2018,11,6957,6957,"West Des Moines",211128887,23538
"566",2018,11,7056,7056,"Winterset",35164945,20639
"567",2018,11,7110,7110,"Woodward-Granger",24179219,25443
"568",2018,12,63,63,"Akron Westfield",11377466,21860
"569",2018,12,355,355,"Ar-We-Va",8226151,28762
"570",2018,12,423,423,"Aurelia",6821743,28770
"571",2018,12,504,504,"Battle Creek-Ida Grove",14211035,22133
"572",2018,12,747,747,"Boyden-Hull",23100771,38254
"573",2018,12,1095,1095,"Central Lyon",15245928,20288
"574",2018,12,1134,1134,"Charter Oak-Ute",6223465,22963
"575",2018,12,1152,1152,"Cherokee",17796740,18882
"576",2018,12,1701,1701,"Denison",41885778,20290
"577",2018,12,1975,1975,"River Valley",11859487,27495
"578",2018,12,2376,2376,"Galva-Holstein",11455615,26829
"579",2018,12,2457,2457,"George-Little Rock",10618009,23130
"580",2018,12,2862,2862,"Hartley-Melvin-Sanborn",13838797,21704
"581",2018,12,2988,2988,"Hinton",15373542,28573
"582",2018,12,3348,3348,"Kingsley-Pierson",10973796,23484
"583",2018,12,3555,3555,"Lawton-Bronson",12953288,22264
"584",2018,12,3600,3600,"Le Mars",42543531,19602
"585",2018,12,4033,4033,"Maple Valley-Anthon Oto",13188736,19413
"586",2018,12,4068,4068,"Marcus-Meriden-Cleghorn",13900359,32255
"587",2018,12,4149,4149,"MOC-Floyd Valley",25993419,18409
"588",2018,12,5157,6099,"South O'Brien",13286253,21592
"589",2018,12,5486,5486,"Remsen-Union",9407669,25618
"590",2018,12,5607,5607,"Rock Valley",20011569,25487
"591",2018,12,5832,5832,"Schleswig",7156268,26077
"592",2018,12,5877,5877,"Sergeant Bluff-Luton",29678557,20877
"593",2018,12,5949,5949,"Sheldon",21328052,20353
"594",2018,12,5994,5994,"Sibley-Ocheyedan",15690627,20496
"595",2018,12,6030,6030,"Sioux Center",28718922,23065
"596",2018,12,6039,6039,"Sioux City",271365129,18707
"597",2018,12,6983,6983,"West Lyon",19940724,21466
"598",2018,12,6987,6987,"West Monona",16060002,24747
"599",2018,12,6990,6990,"West Sioux",17251613,20809
"600",2018,12,6992,6992,"Westwood",12411412,22943
"601",2018,12,7002,7002,"Whiting",5306510,27639
"602",2018,12,7098,7098,"Woodbury Central",11305162,20214
"603",2018,13,387,387,"Atlantic",25640614,18517
"604",2018,13,441,441,"AHSTW",17254864,22165
"605",2018,13,549,549,"Bedford",9873103,22187
"606",2018,13,914,914,"CAM",14320028,29319
"607",2018,13,1093,1093,"Central Decatur",14309835,21987
"608",2018,13,1197,1197,"Clarinda",18956074,19717
"609",2018,13,1211,1211,"Clarke",26200130,18489
"610",2018,13,1431,1431,"Corning",9488684,22513
"611",2018,13,1476,1476,"Council Bluffs",195509433,21121
"612",2018,13,1503,1503,"Creston",26694974,18332
"613",2018,13,1782,1782,"Diagonal",3309730,33097
"614",2018,13,1917,1917,"Boyer Valley",10027378,24124
"615",2018,13,1970,1970,"East Union",10416210,21116
"616",2018,13,2113,2113,"Essex",5716650,29168
"617",2018,13,2369,2369,"Fremont-Mills",13702201,30048
"618",2018,13,2511,2511,"Glenwood",44010481,22493
"619",2018,13,2673,2673,"Nodaway Valley",15807697,23823
"620",2018,13,2718,2718,"Griswold",20334892,39363
"621",2018,13,2772,2772,"Hamburg",7111063,30258
"622",2018,13,2826,2826,"Harlan",25324462,18093
"623",2018,13,3168,3168,"IKM-Manning",14943043,22688
"624",2018,13,3465,3465,"Lamoni",7053779,23518
"625",2018,13,3609,3609,"Lenox",10031372,21479
"626",2018,13,3645,3645,"Lewis Central",59415359,23814
"627",2018,13,3798,3798,"Logan-Magnolia",12270325,22228
"628",2018,13,3978,3978,"East Mills",15488068,28987
"629",2018,13,4356,4356,"Missouri Valley",19476416,23128
"630",2018,13,4505,4505,"Mormon Trail",6497298,25156
"631",2018,13,4527,4527,"Mount Ayr",17642243,27883
"632",2018,13,4572,4572,"Murray",7245788,27404
