"","feature_id","feature_name","State","County","elev_in_m","elev_in_ft","map_name","lat","long"
"787",1944830,"Mitchell Post Office (historical)","IA","Mitchell",365,1197,"Osage",43.321914,-92.8676954
"788",1944832,"Nelson Post Office (historical)","IA","Mitchell",364,1194,"Riceville",43.31247,-92.6126839
"789",1944833,"Meyer Post Office (historical)","IA","Mitchell",388,1273,"Little Cedar",43.4577455,-92.6926844
"790",1944834,"Meroa Post Office (historical)","IA","Mitchell",345,1132,"Rudd",43.2338589,-92.9238107
"791",1944835,"Lincoln Centre Post Office (historical)","IA","Mitchell",356,1168,"New Haven",43.2646943,-92.6737996
"792",1944836,"Leoti Post Office (historical)","IA","Mitchell",341,1119,"Orchard",43.2338625,-92.7529712
"793",1944838,"Hustad Post Office (historical)","IA","Mitchell",357,1171,"Saint Ansgar",43.4877424,-92.9418591
"794",1944839,"Dramen Post Office (historical)","IA","Mitchell",349,1145,"Rudd",43.2471925,-92.910755
"795",1944840,"Dixie Post Office (historical)","IA","Mitchell",363,1191,"Osage SW",43.2696903,-92.9946463
"796",1944841,"David Post Office (historical)","IA","Mitchell",386,1266,"Little Cedar",43.4063575,-92.6640733
"797",1944843,"Brownville Post Office (historical)","IA","Mitchell",348,1142,"New Haven",43.3421925,-92.6760199
"798",1944844,"Bailey Post Office (historical)","IA","Mitchell",391,1283,"McIntire",43.4649668,-92.6079582
"799",1944873,"Osage Post Office","IA","Mitchell",359,1178,"Osage",43.2848782,-92.8097106
"800",1944892,"Saint Ansgar Post Office","IA","Mitchell",363,1191,"Saint Ansgar",43.3781734,-92.9106319
"801",1944915,"Stacyville Post Office","IA","Mitchell",365,1197,"Stacyville",43.4365375,-92.7824867
"802",1944921,"Toeterville Post Office (historical)","IA","Mitchell",363,1191,"Saint Ansgar",43.4421886,-92.89047
"803",1944923,"Orchard Post Office","IA","Mitchell",336,1102,"Orchard",43.2276004,-92.7730534
"804",1944924,"McIntire Post Office","IA","Mitchell",387,1270,"McIntire",43.4358006,-92.5937915
"805",1944934,"Carpenter Post Office","IA","Mitchell",363,1191,"Carpenter",43.4149647,-93.0149196
"806",1944976,"West Albany Post Office (historical)","IA","Fayette",311,1020,"Fayette",42.8652585,-91.7640493
"807",1944977,"Taylorsville Post Office (historical)","IA","Fayette",370,1214,"Wadena",42.7672055,-91.6468199
"808",1944978,"Scott Post Office (historical)","IA","Fayette",352,1155,"Stanley",42.7013722,-91.7640521
"809",1944979,"Richfield Post Office (historical)","IA","Fayette",357,1171,"Alpha",42.9502554,-92.0626724
"810",1944980,"Penn Post Office (historical)","IA","Fayette",314,1030,"Fairbank",42.7008167,-92.042675
"811",1944981,"Orion Post Office (historical)","IA","Fayette",341,1119,"West Union",42.8958134,-91.7848832
"812",1944982,"Mill Grove Post Office (historical)","IA","Fayette",273,896,"Wadena",42.8110936,-91.6662655
"813",1944983,"Lima Post Office (historical)","IA","Fayette",284,932,"Wadena",42.8683141,-91.742937
"814",1944984,"Leo Post Office (historical)","IA","Fayette",348,1142,"Elgin",42.8944261,-91.6418187
"815",1944985,"Gamble Grove Post Office (historical)","IA","Fayette",301,988,"Festina",43.0374767,-91.8557177
"816",1944986,"Dover Mills Post Office (historical)","IA","Fayette",263,863,"Castalia",43.0194227,-91.7293226
"817",1944987,"Douglass Post Office (historical)","IA","Fayette",297,974,"Festina",43.0083105,-91.8712746
"818",1944989,"Donnan Post Office (historical)","IA","Fayette",351,1152,"Hawkeye",42.8960907,-91.8779435
"819",1944990,"Corn Hill Post Office (historical)","IA","Fayette",335,1099,"Wadena",42.7958154,-91.7446049
"820",1944993,"Brainard Post Office (historical)","IA","Fayette",281,922,"Elgin",42.9308136,-91.7051558
"821",1944994,"Alpha Post Office (historical)","IA","Fayette",318,1043,"Alpha",42.9966431,-92.0476715
"822",1944995,"Wilson Grove Post Office (historical)","IA","Fayette",342,1122,"Alpha",42.8769238,-92.0723958
"823",1945001,"West Union Post Office","IA","Fayette",360,1181,"West Union",42.963548,-91.8085626
"824",1945045,"Oelwein Post Office","IA","Fayette",319,1047,"Oelwein",42.679656,-91.9123078
"825",1945081,"Waucoma Post Office","IA","Fayette",319,1047,"Waucoma",43.0558287,-92.0352906
"826",1945091,"Wadena Post Office","IA","Fayette",266,873,"Wadena",42.8399269,-91.6558619
"827",1945095,"Maynard Post Office","IA","Fayette",335,1099,"Maynard",42.7736533,-91.8799899
"828",1945102,"Hawkeye Post Office","IA","Fayette",358,1175,"Hawkeye",42.938612,-91.9521502
"829",1945110,"Elgin Post Office","IA","Fayette",247,810,"Elgin",42.9575042,-91.629958
"830",1945120,"Clermont Post Office","IA","Fayette",261,856,"Castalia",43.0003082,-91.6553102
"831",1945133,"Arlington Post Office","IA","Fayette",343,1125,"Arlington",42.7494278,-91.6715442
"832",1945147,"Fayette Post Office","IA","Fayette",308,1010,"Fayette",42.8448541,-91.8007646
"833",1945162,"Eldorado Post Office (historical)","IA","Fayette",285,935,"Festina",43.0502544,-91.8359941
"834",1945165,"Westgate Post Office","IA","Fayette",333,1093,"Maynard",42.7699822,-91.9962845
"835",1945168,"Saint Lucas Post Office","IA","Fayette",324,1063,"Saint Lucas",43.0659603,-91.9330824
"836",1945171,"Randalia Post Office (historical)","IA","Fayette",338,1109,"Maynard",42.8622025,-91.8848887
"837",1945226,"Watertown Post Office (historical)","IA","Floyd",339,1112,"Orchard",43.1958047,-92.8501964
"838",1945227,"Scott Post Office (historical)","IA","Floyd",313,1027,"Aureola",42.9499711,-92.9363067
"839",1945228,"Roseville Post Office (historical)","IA","Floyd",314,1030,"Roseville",43.0091375,-92.8099154
"840",1945229,"Rock Grove City Post Office (historical)","IA","Floyd",338,1109,"Rudd",43.1258026,-92.9840882
"841",1945230,"Riverton Post Office (historical)","IA","Floyd",322,1056,"Nashua",42.9916402,-92.6168539
"842",1945231,"Ulster Post Office (historical)","IA","Floyd",328,1076,"Roseville",43.0652487,-92.8418612
"843",1945232,"Powersville Post Office (historical)","IA","Floyd",315,1033,"Nashua NW",42.9363626,-92.6871346
"844",1945233,"Nilesville Post Office (historical)","IA","Floyd",321,1053,"Floyd",43.134139,-92.6335203
"845",1945235,"Howardville Post Office (historical)","IA","Floyd",346,1135,"Floyd",43.190806,-92.7085241
"846",1945236,"Hackberry Post Office (historical)","IA","Floyd",325,1066,"Dougherty",42.9860811,-93.0063079
"847",1945237,"Flood Creek Post Office (historical)","IA","Floyd",343,1125,"Rudd",43.1263594,-92.8940857
"848",1945238,"Ernie Post Office (historical)","IA","Floyd",327,1073,"Charles City",43.0902498,-92.7418588
"849",1945240,"Carrville Post Office (historical)","IA","Floyd",304,997,"Bassett",43.0088629,-92.5743521
"850",1945241,"Carney Post Office (historical)","IA","Floyd",325,1066,"Roseville",43.0291376,-92.8104712
"851",1945253,"Charles City Post Office","IA","Floyd",306,1004,"Charles City",43.0696978,-92.6763258
"852",1945286,"Colwell Post Office (historical)","IA","Floyd",352,1155,"Colwell",43.1558053,-92.5940738
"853",1945320,"Rudd Post Office","IA","Floyd",342,1122,"Rudd",43.1284155,-92.9050771
"854",1945329,"Rockford Post Office","IA","Floyd",306,1004,"Rockford",43.0524973,-92.9472736
"855",1945339,"Nora Springs Post Office","IA","Floyd",331,1086,"Nora Springs",43.1424482,-93.0052692
"856",1945357,"Marble Rock Post Office","IA","Floyd",304,997,"Greene",42.9647063,-92.8687056
"857",1945360,"Floyd Post Office","IA","Floyd",327,1073,"Floyd",43.1268562,-92.7360376
"858",1945384,"Wilson Grove Post Office (historical)","IA","Butler",328,1076,"Dumont North",42.8694166,-92.9585293
"859",1945385,"Vilmar Post Office (historical)","IA","Butler",321,1053,"Allison",42.8180305,-92.8293612
"860",1945386,"Roots Siding Post Office (historical)","IA","Butler",292,958,"Clarksville",42.8499755,-92.7224144
"861",1945388,"Prosper Post Office (historical)","IA","Butler",306,1004,"Nashua",42.8888651,-92.6029653
"862",1945389,"Packard Post Office (historical)","IA","Butler",291,955,"Clarksville",42.8508086,-92.732137
"863",1945391,"Maudville Post Office (historical)","IA","Butler",319,1047,"Allison",42.7541432,-92.8224169
"864",1945392,"Island Grove Post Office (historical)","IA","Butler",304,997,"Dumont South",42.6666433,-92.9168634
"865",1945393,"Hitesville Post Office (historical)","IA","Butler",308,1010,"Dumont South",42.672199,-92.8988076
"866",1945394,"Eleanor Post Office (historical)","IA","Butler",295,968,"Parkersburg",42.6141452,-92.8493635
"867",1945396,"Coster Post Office (historical)","IA","Butler",297,974,"Coster",42.671646,-92.7115827
"868",1945397,"Clutterville Post Office (historical)","IA","Butler",305,1001,"Dumont South",42.700808,-92.9960303
"869",1945398,"Butler Center Post Office (historical)","IA","Butler",318,1043,"Butler Center",42.6972002,-92.7835284
"870",1945399,"Belgrove Post Office (historical)","IA","Butler",317,1040,"Aureola",42.8916389,-92.9265844
"871",1945420,"Shell Rock Post Office","IA","Butler",279,915,"Shell Rock",42.7115593,-92.5839697
"872",1945431,"Sinclair Post Office (historical)","IA","Butler",280,919,"Stout",42.5749803,-92.7307514
"873",1945441,"Parkersburg Post Office","IA","Butler",296,971,"Parkersburg",42.5770033,-92.7869797
"874",1945460,"New Hartford Post Office","IA","Butler",272,892,"New Hartford",42.5675836,-92.6218896
"875",1945466,"Kesley Post Office","IA","Butler",306,1004,"Dumont South",42.6624768,-92.9101967
"876",1945476,"Greene Post Office","IA","Butler",291,955,"Greene",42.8951413,-92.8011856
"877",1945488,"Dumont Post Office","IA","Butler",299,981,"Dumont North",42.7503163,-92.9732896
"878",1945506,"Clarksville Post Office","IA","Butler",286,938,"Clarksville",42.7835843,-92.6682357
"879",1945515,"Bristow Post Office","IA","Butler",316,1037,"Dumont North",42.7738635,-92.9074177
"880",1945523,"Austinville Post Office","IA","Butler",304,997,"Aplington",42.5858112,-92.9571425
"881",1945530,"Aplington Post Office","IA","Butler",297,974,"Aplington",42.5837402,-92.8843539
"882",1945538,"Aredale Post Office","IA","Butler",311,1020,"Hansell",42.8330278,-93.0054745
"883",1945540,"Allison Post Office","IA","Butler",321,1053,"Allison",42.7532003,-92.7954407
"884",1948274,"Waverly Junction Post Office (historical)","IA","Bremer",275,902,"Shell Rock",42.6677591,-92.528243
"885",1948276,"Wapsie Post Office (historical)","IA","Bremer",314,1030,"Readlyn",42.714983,-92.1993451
"886",1948277,"Spring Lake Post Office (historical)","IA","Bremer",288,945,"Plainfield",42.7738686,-92.5149074
"887",1948278,"Seigel Post Office (historical)","IA","Bremer",316,1037,"Tripoli",42.8399794,-92.3560138
"888",1948279,"Roxie Post Office (historical)","IA","Bremer",322,1056,"Bremer",42.8480345,-92.417682
"889",1948280,"Pony Post Office (historical)","IA","Bremer",328,1076,"Tripoli NW",42.8827561,-92.3968478
"890",1948281,"Phillipston Post Office (historical)","IA","Bremer",322,1056,"Tripoli",42.8416462,-92.3251797
"891",1948282,"Leroy Post Office (historical)","IA","Bremer",325,1066,"Sumner SW",42.8638684,-92.20851
"892",1948283,"Knott Post Office (historical)","IA","Bremer",322,1056,"Tripoli NW",42.8777561,-92.4129594
"893",1948284,"Knittel Post Office (historical)","IA","Bremer",308,1010,"Denver",42.7152607,-92.258513
"894",1948285,"Klinger Post Office (historical)","IA","Bremer",311,1020,"Readlyn",42.6566509,-92.2193463
"895",1948286,"Key Post Office (historical)","IA","Bremer",307,1007,"Readlyn",42.6735949,-92.1796228
"896",1948287,"Jackson Point Post Office (historical)","IA","Bremer",310,1017,"Nashua",42.8791444,-92.5126843
"897",1948288,"Horton Post Office (historical)","IA","Bremer",291,955,"Bremer",42.8474786,-92.4754613
"898",1948289,"Dickey Post Office (historical)","IA","Bremer",328,1076,"Tripoli NW",42.8847004,-92.3982367
"899",1948290,"Bremer Post Office (historical)","IA","Bremer",314,1030,"Bremer",42.7733139,-92.3949044
"900",1948291,"Breckenridge Post Office (historical)","IA","Bremer",286,938,"Denver",42.6708163,-92.3390713
"901",1948292,"Artesian Post Office (historical)","IA","Bremer",298,978,"Denver",42.7283153,-92.3371258
"902",1948338,"Waverly Post Office","IA","Bremer",277,909,"Waverly",42.7250103,-92.4684068
"903",1948384,"Tripoli Post Office","IA","Bremer",311,1020,"Tripoli",42.8089285,-92.2584262
"904",1948397,"Sumner Post Office","IA","Bremer",322,1056,"Sumner",42.8468442,-92.0980838
"905",1948425,"Readlyn Post Office","IA","Bremer",316,1037,"Readlyn",42.7020396,-92.2251534
"906",1948433,"Plainfield Post Office","IA","Bremer",288,945,"Plainfield",42.8472633,-92.5369187
"907",1948440,"Janesville Post Office","IA","Bremer",275,902,"Waverly",42.6461601,-92.4628071
"908",1948453,"Frederika Post Office","IA","Bremer",314,1030,"Frederika",42.8813674,-92.307642
"909",1948461,"Denver Post Office","IA","Bremer",288,945,"Denver",42.6706199,-92.3375477
"910",1948525,"Zillo Post Office (historical)","IA","Chickasaw",345,1132,"Lawler",43.1188622,-92.176561
"911",1948526,"Williamstown Post Office (historical)","IA","Chickasaw",327,1073,"Frederika",42.9652545,-92.3179559
"912",1948527,"Saude Post Office (historical)","IA","Chickasaw",349,1145,"Saude",43.1980269,-92.1612814
"913",1948528,"Republic Post Office (historical)","IA","Chickasaw",334,1096,"Tripoli NW",42.9510879,-92.3974026
"914",1948529,"Pearl Rock Post Office (historical)","IA","Chickasaw",294,965,"Nashua",42.9105321,-92.5451852
"915",1948530,"North Washington Post Office (historical)","IA","Chickasaw",350,1148,"Ionia",43.1180284,-92.4168452
"916",1948531,"Maplesville Post Office (historical)","IA","Chickasaw",325,1066,"Waucoma",43.0513639,-92.1223942
"917",1948532,"Little Turkey Post Office (historical)","IA","Chickasaw",336,1102,"Protivin",43.1269175,-92.1010033
"918",1948533,"Jerico Post Office (historical)","IA","Chickasaw",348,1142,"Jerico",43.1846939,-92.2585065
"919",1948534,"Jacksonville Post Office (historical)","IA","Chickasaw",359,1178,"Lawler",43.1194176,-92.2090618
"920",1948535,"Dresden Post Office (historical)","IA","Chickasaw",336,1102,"Frederika",42.9805319,-92.3185113
"921",1948536,"Devon Post Office (historical)","IA","Chickasaw",364,1194,"New Hampton",43.1196951,-92.3576769
"922",1948538,"Deerfield Post Office (historical)","IA","Chickasaw",347,1138,"Elma",43.1635825,-92.4954577
"923",1948539,"Dale Post Office (historical)","IA","Chickasaw",352,1155,"Saude",43.1902493,-92.1737818
"924",1948540,"Chickasaw Post Office (historical)","IA","Chickasaw",325,1066,"Ionia",43.0338635,-92.4951821
"925",1948542,"Boyd Post Office (historical)","IA","Chickasaw",346,1135,"New Hampton",43.0124757,-92.2579536
"926",1948543,"Beaver City Post Office (historical)","IA","Chickasaw",351,1152,"New Hampton",43.0660853,-92.3585111
"927",1948544,"Bassett Post Office (historical)","IA","Chickasaw",322,1056,"Bassett",43.0630293,-92.5154602
"928",1948577,"Bradford Post Office (historical)","IA","Chickasaw",298,978,"Nashua",42.9655317,-92.5057389
"929",1948581,"New Hampton Post Office","IA","Chickasaw",355,1165,"New Hampton",43.0604675,-92.3156699
"930",1948586,"Nashua Post Office","IA","Chickasaw",297,974,"Nashua",42.9531933,-92.5365607
"931",1948602,"Fredericksburg Post Office","IA","Chickasaw",329,1079,"Fredericksburg",42.9653512,-92.1982808
"932",1948618,"Lawler Post Office","IA","Chickasaw",331,1086,"Lawler",43.0693973,-92.1509474
"933",1948623,"Ionia Post Office","IA","Chickasaw",351,1152,"Ionia",43.0342449,-92.4574174
"934",1948645,"Nansen Post Office (historical)","IA","Chickasaw",349,1145,"Saude",43.1499725,-92.2473956
"935",1948646,"Alta Vista Post Office","IA","Chickasaw",354,1161,"Elma",43.1991441,-92.4170654
"936",1948678,"Cresco Post Office","IA","Howard",397,1302,"Cresco SE",43.3739513,-92.1177234
"937",1948713,"Elma Post Office","IA","Howard",359,1178,"Elma",43.2438312,-92.4382924
"938",1948718,"Vernon Springs Post Office (historical)","IA","Howard",359,1178,"Cresco SW",43.3499684,-92.1382226
"939",1948719,"Sturgis Post Office (historical)","IA","Howard",356,1168,"Jerico",43.230526,-92.3001736
"940",1948720,"Schley Post Office (historical)","IA","Howard",387,1270,"Cresco SW",43.3033025,-92.2182257
"941",1948721,"Pond Valley Post Office (historical)","IA","Howard",365,1197,"Cresco SW",43.2569144,-92.2079484
"942",1948723,"Oakdale Post Office (historical)","IA","Howard",368,1207,"Saude",43.241637,-92.2404495
"943",1948724,"New Oregon Post Office (historical)","IA","Howard",370,1214,"Cresco SE",43.3410796,-92.119611
"944",1948725,"Saratoga Post Office (historical)","IA","Howard",379,1243,"Saratoga",43.3713565,-92.4060076
"945",1948726,"Mapleleaf Post Office (historical)","IA","Howard",372,1220,"Saratoga",43.3208018,-92.3790632
"946",1948727,"Lourdes Post Office (historical)","IA","Howard",375,1230,"Lourdes",43.262192,-92.2987841
"947",1948728,"Lime Spring Post Office (historical)","IA","Howard",363,1191,"Lime Springs",43.4655218,-92.2779469
"948",1948730,"Foreston Post Office (historical)","IA","Howard",362,1188,"Cresco NW",43.4852438,-92.2382233
"949",1948731,"Florenceville Post Office (historical)","IA","Howard",346,1135,"Cresco NW",43.4991326,-92.1326644
"950",1948732,"Davis Corners Post Office (historical)","IA","Howard",391,1283,"Lourdes",43.3708012,-92.2976712
"951",1948733,"Crane Creek Post Office (historical)","IA","Howard",361,1184,"Lourdes",43.2630253,-92.3085066
"952",1948734,"Cecelia Post Office (historical)","IA","Howard",360,1181,"Elma",43.2202477,-92.4960123
"953",1948735,"Bonair Post Office (historical)","IA","Howard",400,1312,"Cresco NW",43.4219115,-92.1926674
"954",1948741,"Protivin Post Office","IA","Howard",351,1152,"Protivin",43.2152402,-92.0905308
"955",1948747,"Lime Springs Post Office","IA","Howard",379,1243,"Lime Springs",43.4490377,-92.2808194
"956",1948757,"Chester Post Office","IA","Howard",374,1227,"Lime Springs",43.491311,-92.3607796
"957",1948768,"Riceville Post Office","IA","Mitchell",374,1227,"Riceville",43.3636211,-92.5567258
"958",1948791,"Stella Post Office (historical)","IA","Allamakee",338,1109,"Frankville",43.1888668,-91.5195864
"959",1948792,"Willsons Ford Post Office (historical)","IA","Allamakee",278,912,"Harpers Ferry",43.1874804,-91.2459644
"960",1948794,"Waukon Junction Post Office (historical)","IA","Allamakee",194,636,"Harpers Ferry",43.1533146,-91.1881857
"961",1948795,"Village Creek Post Office (historical)","IA","Allamakee",221,725,"Lansing",43.3249772,-91.2201312
"962",1948796,"Rex Post Office (historical)","IA","Allamakee",326,1070,"Waukon NW",43.3999741,-91.4306937
"963",1948797,"Union Prairie Post Office (historical)","IA","Allamakee",373,1224,"Hanover",43.2833089,-91.5265305
"964",1948798,"Reeds Ridge Post Office (historical)","IA","Allamakee",329,1079,"Hanover",43.3694183,-91.5251415
"965",1948799,"Quandahl Post Office (historical)","IA","Allamakee",251,823,"Dorchester",43.4499712,-91.6065336
"966",1948800,"Paintville Post Office (historical)","IA","Allamakee",287,942,"Waterville",43.2166454,-91.3529129
"967",1948801,"Nezeka Post Office (historical)","IA","Allamakee",192,630,"Prairie du Chien",43.0847052,-91.1806855
"968",1948802,"Maud Post Office (historical)","IA","Allamakee",287,942,"Waterville",43.2263672,-91.3704135
"969",1948803,"Volney Post Office (historical)","IA","Allamakee",242,794,"Waterville",43.1305364,-91.3737474
"970",1948804,"Makee Post Office (historical)","IA","Allamakee",389,1276,"Waukon",43.2999757,-91.4779174
"971",1948805,"Lycurgus Post Office (historical)","IA","Allamakee",384,1260,"Waukon",43.3305312,-91.4240266
"972",1948806,"Myron Post Office (historical)","IA","Allamakee",271,889,"Frankville",43.1616452,-91.5279206
"973",1948807,"Ludlow Post Office (historical)","IA","Allamakee",371,1217,"Frankville",43.2263653,-91.5668106
"974",1948808,"Lark Post Office (historical)","IA","Allamakee",212,696,"Harpers Ferry",43.1708141,-91.2495755
"975",1948809,"Hanover Post Office (historical)","IA","Allamakee",375,1230,"Hanover",43.3608074,-91.5206969
"976",1948810,"Rossville Post Office (historical)","IA","Allamakee",358,1175,"Rossville",43.1894236,-91.3756917
"977",1948811,"Forest Mills Post Office (historical)","IA","Allamakee",289,948,"Rossville",43.155535,-91.457084
"978",1948812,"Fandon Post Office (historical)","IA","Allamakee",364,1194,"Rossville",43.2077561,-91.4306937
"979",1948813,"Elon Post Office (historical)","IA","Allamakee",383,1257,"Church",43.2641445,-91.3240229
"980",1948814,"Eldergrove Post Office (historical)","IA","Allamakee",341,1119,"Harpers Ferry",43.2397013,-91.2198529
"981",1948815,"Egan Post Office (historical)","IA","Allamakee",347,1138,"Waterville",43.1566475,-91.2895771
"982",1948816,"Dalby Post Office (historical)","IA","Allamakee",386,1266,"Church",43.264145,-91.2740211
"983",1948817,"Connor Post Office (historical)","IA","Allamakee",373,1224,"Hanover",43.3152521,-91.5904223
"984",1948818,"Cleveland Post Office (historical)","IA","Allamakee",307,1007,"Rossville",43.16109,-91.4918077
"985",1948819,"Lyndale Post Office (historical)","IA","Allamakee",216,709,"Church",43.2988663,-91.283466
"986",1948820,"Church Post Office (historical)","IA","Allamakee",384,1260,"Church",43.352198,-91.3390238
"987",1948821,"Capoli Post Office (historical)","IA","Allamakee",203,666,"Lansing",43.3430324,-91.2079089
"988",1948822,"Ion Post Office (historical)","IA","Allamakee",207,679,"Giard",43.11276,-91.2620759
"989",1948823,"Buckland Post Office (historical)","IA","Allamakee",221,725,"Waterville",43.125537,-91.3140227
"990",1948824,"New Galena Post Office (historical)","IA","Allamakee",271,889,"Dorchester",43.431917,-91.5273638
"991",1948825,"Bergen Post Office (historical)","IA","Allamakee",316,1037,"Dorchester",43.4994151,-91.5668097
"992",1948826,"Allamakee Post Office (historical)","IA","Allamakee",187,614,"Harpers Ferry",43.1499814,-91.1501295
"993",1948831,"Waterville Post Office","IA","Allamakee",268,879,"Waterville",43.2077573,-91.297633
"994",1948838,"New Albin Post Office","IA","Allamakee",200,656,"New Albin",43.4967191,-91.2881476
"995",1948866,"Waukon Post Office","IA","Allamakee",381,1250,"Waukon",43.2694757,-91.478448
"996",1948896,"Postville Post Office","IA","Allamakee",360,1181,"Postville",43.0843042,-91.569739
"997",1948917,"Harpers Ferry Post Office","IA","Allamakee",199,653,"Harpers Ferry",43.2016288,-91.152432
"998",1948921,"Dorchester Post Office (historical)","IA","Allamakee",228,748,"Dorchester",43.4708053,-91.5084741
"999",1948978,"Lansing Post Office","IA","Allamakee",204,669,"Lansing",43.3615884,-91.2183892
"1000",1949011,"Wood Post Office (historical)","IA","Clayton",358,1175,"Garber",42.6574882,-91.3326374
"1001",1949012,"Wagner Post Office (historical)","IA","Clayton",324,1063,"Saint Olaf",42.9749836,-91.4584743
"1002",1949013,"Wabasha Post Office (historical)","IA","Clayton",328,1076,"Farmersburg",42.8777633,-91.3501357
"1003",1949014,"Updegraff Post Office (historical)","IA","Clayton",346,1135,"Colesburg",42.6838786,-91.2370776
"1004",1949015,"Turkey River Post Office (historical)","IA","Clayton",192,630,"Turkey River",42.7061039,-91.025962
"1005",1949016,"Sylvan Post Office (historical)","IA","Clayton",355,1165,"Edgewood",42.6805404,-91.4918097
"1006",1949017,"Sigel Post Office (historical)","IA","Clayton",306,1004,"Farmersburg",42.8924852,-91.3687476
"1007",1949018,"Saint Sebald Post Office (historical)","IA","Clayton",346,1135,"Strawberry Point",42.7383174,-91.5459787
"1008",1949019,"Read Post Office (historical)","IA","Clayton",301,988,"Farmersburg",42.8869301,-91.3293015
"1009",1949021,"Pecks Ferry Post Office (historical)","IA","Clayton",194,636,"Colesburg",42.7319347,-91.1501304
"1010",1949022,"Panther Creek Post Office (historical)","IA","Clayton",282,925,"Garnavillo",42.819988,-91.2104086
"1011",1949024,"Osterdock Post Office (historical)","IA","Clayton",195,640,"Colesburg",42.7291569,-91.1598528
"1012",1949025,"Osborne Post Office (historical)","IA","Clayton",237,778,"Elkader",42.7919293,-91.4454173
"1013",1949027,"North Buena Vista Post Office (historical)","IA","Clayton",196,643,"Cassville",42.6797163,-90.9565172
"1014",1949028,"National Post Office (historical)","IA","Clayton",331,1086,"Farmersburg",42.9505411,-91.2892996
"1015",1949029,"Millville Post Office (historical)","IA","Clayton",193,633,"Turkey River",42.6999921,-91.0742964
"1016",1949031,"Mederville Post Office (historical)","IA","Clayton",242,794,"Elkader",42.7630411,-91.4229163
"1017",1949032,"Lodomillo Post Office (historical)","IA","Clayton",360,1181,"Edgewood",42.6555421,-91.4140295
"1018",1949033,"Locust Hill Post Office (historical)","IA","Clayton",339,1112,"Saint Olaf",42.9860949,-91.4279174
"1019",1949034,"Honey Creek Post Office (historical)","IA","Clayton",376,1234,"Edgewood",42.6958194,-91.4168063
"1020",1949035,"Highland Post Office (historical)","IA","Clayton",358,1175,"Gunder",42.8938712,-91.5970934
"1021",1949036,"High Grove Post Office (historical)","IA","Clayton",360,1181,"Volga",42.8694278,-91.520977
"1022",1949037,"Henderson Prairie Post Office (historical)","IA","Clayton",359,1178,"Postville",43.0722017,-91.6001478
"1023",1949038,"Gunder Post Office (historical)","IA","Clayton",339,1112,"Gunder",42.9716497,-91.5131994
"1024",1949039,"Grand Meadow Post Office (historical)","IA","Clayton",358,1175,"Postville",43.0610925,-91.5062539
"1025",1949040,"Graham Post Office (historical)","IA","Clayton",249,817,"Turkey River",42.6680476,-91.1248536
"1026",1949042,"Giard Post Office (historical)","IA","Clayton",342,1122,"Giard",43.0055403,-91.2892995
"1027",1949043,"Froelich Post Office (historical)","IA","Clayton",310,1017,"Giard",43.0066511,-91.3218011
"1028",1949044,"Council Hill Post Office (historical)","IA","Clayton",330,1083,"Giard",43.0652611,-91.2723542
"1029",1949045,"Communia Post Office (historical)","IA","Clayton",251,823,"Littleport",42.7899862,-91.3629139
"1030",1949047,"Clayton Post Office (historical)","IA","Clayton",192,630,"Clayton",42.9038759,-91.1473518
"1031",1949048,"Ceres Post Office (historical)","IA","Clayton",312,1024,"Garnavillo",42.8205438,-91.1862415
"1032",1949049,"Cass Post Office (historical)","IA","Clayton",329,1079,"Strawberry Point",42.6583176,-91.5973737
"1033",1949050,"Beulah Post Office (historical)","IA","Clayton",284,932,"Giard",43.0272062,-91.3081893
"1034",1949051,"Anderson Post Office (historical)","IA","Clayton",363,1191,"Turkey River",42.6472155,-91.0751308
"1035",1949052,"Littleport Post Office (historical)","IA","Clayton",216,709,"Littleport",42.7547086,-91.369303
"1036",1949059,"Volga Post Office","IA","Clayton",242,794,"Volga",42.8030006,-91.5408452
"1037",1949070,"Strawberry Point Post Office","IA","Clayton",369,1211,"Strawberry Point",42.6836203,-91.5363776
"1038",1949085,"Saint Olaf Post Office","IA","Clayton",259,850,"Saint Olaf",42.9277615,-91.3867058
"1039",1949093,"Monona Post Office","IA","Clayton",371,1217,"Monona",43.0521962,-91.389588
"1040",1949106,"McGregor Post Office","IA","Clayton",193,633,"Prairie du Chien",43.0241202,-91.1755761
"1041",1949123,"Marquette Post Office","IA","Clayton",193,633,"Prairie du Chien",43.0453255,-91.1789456
"1042",1949131,"Luana Post Office","IA","Clayton",346,1135,"Monona",43.0599619,-91.4526881
"1043",1949137,"Guttenberg Post Office","IA","Clayton",192,630,"Guttenberg",42.7809292,-91.0960551
"1044",1949161,"Garnavillo Post Office","IA","Clayton",322,1056,"Garnavillo",42.8674211,-91.2355661
"1045",1949175,"Farmersburg Post Office","IA","Clayton",278,912,"Farmersburg",42.9586412,-91.367814
"1046",1949182,"Garber Post Office","IA","Clayton",201,659,"Garber",42.7419328,-91.2620768
"1047",1949188,"Elkport Post Office (historical)","IA","Clayton",199,653,"Garber",42.7397104,-91.2779108
"1048",1949194,"Elkader Post Office","IA","Clayton",222,728,"Elkader",42.8532993,-91.4041518
"1049",1949223,"Edgewood Post Office","IA","Clayton",359,1178,"Edgewood",42.6446611,-91.3997414
