"","feature_id","feature_name","State","County","elev_in_m","elev_in_ft","map_name","lat","long"
"1660",1975691,"Paran City Post Office (historical)","IA","Marion",227,745,"Knoxville NW",41.4472144,-93.2057612
"1661",1975692,"Pershing Post Office (historical)","IA","Marion",274,899,"Knoxville",41.2666658,-93.0063133
"1662",1975693,"Flagler Post Office (historical)","IA","Marion",228,748,"Knoxville",41.3247198,-93.0218685
"1663",1975695,"Fairmont Post Office (historical)","IA","Marion",283,928,"Knoxville",41.269442,-93.1085379
"1664",1975696,"Red Cedar Mills Post Office (historical)","IA","Marion",235,771,"Lovilia",41.2333349,-92.9182558
"1665",1975697,"Everist Post Office (historical)","IA","Marion",240,787,"Lovilia",41.2097234,-92.9613122
"1666",1975698,"Marysville Post Office","IA","Marion",220,722,"Lovilia",41.1805576,-92.9490895
"1667",1975699,"Dunreath Post Office (historical)","IA","Marion",235,771,"Knoxville NW",41.4499929,-93.1571485
"1668",1975700,"Donley Post Office (historical)","IA","Marion",231,758,"Knoxville SW",41.3338841,-93.1752057
"1669",1975701,"Red Rock Post Office (historical)","IA","Marion",228,748,"Otley",41.4263829,-93.114092
"1670",1975702,"Cordova Post Office (historical)","IA","Marion",228,748,"Otley",41.4244388,-93.0960359
"1671",1975704,"Gosport Post Office (historical)","IA","Marion",287,942,"Melcher-Dallas",41.2047204,-93.1507614
"1672",1975705,"Cloud Post Office (historical)","IA","Marion",285,935,"Melcher-Dallas",41.1749975,-93.2352078
"1673",1975707,"Caloma Post Office (historical)","IA","Marion",291,955,"Beech",41.2774952,-93.3099316
"1674",1975708,"English Settlement Post Office (historical)","IA","Marion",215,705,"Harvey",41.3494428,-92.9488107
"1675",1975710,"Durham Post Office (historical)","IA","Marion",230,755,"Harvey",41.3202767,-92.9557558
"1676",1975711,"Bethel Post Office (historical)","IA","Marion",220,722,"Harvey",41.2805567,-92.8949215
"1677",1975712,"Berry Post Office (historical)","IA","Marion",248,814,"Harvey",41.2625008,-92.9293671
"1678",1975713,"Newbern Post Office (historical)","IA","Marion",304,997,"Newbern",41.1608306,-93.3085428
"1679",1975714,"Bauer Post Office (historical)","IA","Marion",288,945,"Newbern",41.2038855,-93.3071539
"1680",1975716,"Cooper Springs Post Office (historical)","IA","Marion",245,804,"Attica",41.1608335,-93.0757594
"1681",1975717,"Attica Post Office (historical)","IA","Marion",280,919,"Attica",41.2297219,-93.0160359
"1682",1975814,"Pella Post Office","IA","Marion",270,886,"Pella",41.4064025,-92.9186938
"1683",1975837,"Melcher Post Office","IA","Marion",290,951,"Melcher-Dallas",41.2227605,-93.2420404
"1684",1975841,"Dallas Post Office (historical)","IA","Marion",289,948,"Melcher-Dallas",41.2327743,-93.2418747
"1685",1975852,"Pleasantville Post Office","IA","Marion",281,922,"Pleasantville",41.386916,-93.2684414
"1686",1975870,"Knoxville Post Office","IA","Marion",277,909,"Knoxville",41.3201634,-93.0973532
"1687",1975917,"Tracy Post Office","IA","Marion",225,738,"Harvey",41.2744266,-92.876721
"1688",1975920,"Swan Post Office","IA","Marion",237,778,"Pleasantville",41.4652689,-93.3113196
"1689",1975922,"Otley Post Office","IA","Marion",270,886,"Otley",41.4671465,-93.0375867
"1690",1975928,"Harvey Post Office","IA","Marion",221,725,"Harvey",41.3156388,-92.9226127
"1691",1975931,"Columbia Post Office","IA","Marion",289,948,"Melcher-Dallas",41.1752766,-93.1499279
"1692",1975933,"Hamilton Post Office","IA","Marion",278,912,"Lovilia",41.1702066,-92.9046398
"1693",1975936,"Bussey Post Office","IA","Marion",267,876,"Lovilia",41.2051076,-92.8864568
"1694",1975999,"Del Norte Post Office (historical)","IA","Davis",269,883,"Bunker Hill",40.6000277,-92.3946299
"1695",1976009,"Uncle Abe Post Office (historical)","IA","Davis",263,863,"Paris",40.7583538,-92.5307433
"1696",1976010,"Taylor Post Office (historical)","IA","Davis",232,761,"Pulaski",40.7333563,-92.2921275
"1697",1976012,"Stringtown Post Office (historical)","IA","Davis",222,728,"Milton",40.7311351,-92.2071254
"1698",1976013,"Mount Calvary Post Office (historical)","IA","Davis",288,945,"Paris",40.7583519,-92.6224127
"1699",1976014,"Lewiston Post Office (historical)","IA","Davis",264,866,"Bloomfield North",40.7839096,-92.4287966
"1700",1976015,"Mark Post Office (historical)","IA","Davis",280,919,"West Grove",40.6603023,-92.5115763
"1701",1976016,"Monterey Post Office (historical)","IA","Davis",291,955,"West Grove",40.6522452,-92.5879677
"1702",1976017,"Waneta Post Office (historical)","IA","Davis",251,823,"Pulaski",40.6300272,-92.2696277
"1703",1976018,"Salt Creek Post Office (historical)","IA","Davis",200,656,"Floris",40.8639087,-92.264071
"1704",1976019,"White Elm Post Office (historical)","IA","Davis",247,810,"Selma",40.835577,-92.1974024
"1705",1976020,"Rater Post Office (historical)","IA","Davis",210,689,"Ottumwa South",40.8964065,-92.4224076
"1706",1976022,"Carbon Hill Post Office (historical)","IA","Davis",213,699,"Ottumwa South",40.8972397,-92.421852
"1707",1976023,"Chequest Post Office (historical)","IA","Davis",246,807,"Selma",40.8100213,-92.2404595
"1708",1976024,"Carbon Post Office (historical)","IA","Davis",212,696,"Ottumwa South",40.8964065,-92.421852
"1709",1976025,"Browns Mills Post Office (historical)","IA","Davis",212,696,"Ottumwa South",40.8791844,-92.4585194
"1710",1976027,"Laddsdale Post Office (historical)","IA","Davis",194,636,"Agency",40.8994633,-92.2768489
"1711",1976028,"Harbour Post Office (historical)","IA","Davis",264,866,"Bloomfield North",40.8277972,-92.4418524
"1712",1976029,"Chequist Post Office (historical)","IA","Davis",259,850,"Bloomfield North",40.8277976,-92.3793512
"1713",1976031,"Belknap Post Office (historical)","IA","Davis",263,863,"Bloomfield North",40.8205753,-92.4262965
"1714",1976037,"Blackhawk Post Office (historical)","IA","Davis",239,784,"Paris",40.8322393,-92.5907452
"1715",1976039,"Fox Post Office (historical)","IA","Davis",264,866,"Paris",40.7916851,-92.5835226
"1716",1976040,"Nottingham Post Office (historical)","IA","Davis",267,876,"Paris",40.8333501,-92.6057456
"1717",1976041,"Oakspring Post Office (historical)","IA","Davis",234,768,"Paris",40.8500172,-92.5551886
"1718",1976042,"Albany Post Office (historical)","IA","Davis",284,932,"Blakesburg",40.8902923,-92.6385243
"1719",1976043,"Ash Grove Post Office (historical)","IA","Davis",229,751,"Paris",40.87085,-92.5529663
"1720",1976044,"Ajax Post Office (historical)","IA","Davis",256,840,"Pulaski",40.6833582,-92.308517
"1721",1976045,"Savannah Post Office (historical)","IA","Davis",277,909,"Bunker Hill",40.6241931,-92.4543531
"1722",1976048,"Lunsford Post Office (historical)","IA","Davis",274,899,"Bunker Hill",40.6028052,-92.435464
"1723",1976052,"Bloomfield Post Office","IA","Davis",266,873,"Bloomfield North",40.7519986,-92.416705
"1724",1976085,"West Grove Post Office (historical)","IA","Davis",287,942,"West Grove",40.7247432,-92.5601887
"1725",1976088,"Troy Post Office (historical)","IA","Davis",245,804,"Milton",40.7486345,-92.2026807
"1726",1976089,"Pulaski Post Office","IA","Davis",255,837,"Pulaski",40.6966466,-92.2744505
"1727",1976096,"Floris Post Office","IA","Davis",211,692,"Floris",40.8648488,-92.3328014
"1728",1976102,"Drakesville Post Office","IA","Davis",271,889,"Bloomfield North",40.7989126,-92.482522
"1729",1976159,"Edom Post Office (historical)","IA","Keokuk",251,823,"South English",41.4522325,-92.0423993
"1730",1976160,"Wimer's Mills Post Office (historical)","IA","Keokuk",213,699,"Ollie",41.2416801,-92.1082342
"1731",1976161,"Warner's Mill Post Office (historical)","IA","Keokuk",209,686,"Harper",41.2694575,-92.055733
"1732",1976162,"Talleyrand Post Office (historical)","IA","Keokuk",235,771,"Keota",41.2950133,-91.9651751
"1733",1976163,"Slagle Post Office (historical)","IA","Keokuk",237,778,"Delta",41.2583451,-92.3376846
"1734",1976165,"Showman Post Office (historical)","IA","Keokuk",205,673,"Hedrick",41.2250127,-92.2974056
"1735",1976166,"Lancaster Post Office (historical)","IA","Keokuk",235,771,"Sigourney",41.2755682,-92.1649023
"1736",1976167,"Kinross Post Office (historical)","IA","Keokuk",251,823,"Kinross",41.4608441,-91.9868424
"1737",1976169,"Pecks Post Office (historical)","IA","Keokuk",244,801,"What Cheer",41.4416745,-92.3085166
"1738",1976170,"Ioka Post Office (historical)","IA","Keokuk",241,791,"Pekin",41.1825145,-92.1290677
"1739",1976172,"Nugent Post Office (historical)","IA","Keokuk",238,781,"Pekin",41.2061249,-92.1899027
"1740",1976173,"Springfield Post Office (historical)","IA","Keokuk",236,774,"Delta",41.3505647,-92.3737962
"1741",1976174,"Divide Post Office (historical)","IA","Keokuk",243,797,"Delta",41.2913998,-92.3437957
"1742",1976176,"Milan Post Office (historical)","IA","Keokuk",256,840,"What Cheer",41.4236186,-92.3604622
"1743",1976177,"Cory Post Office (historical)","IA","Keokuk",259,850,"What Cheer",41.4291741,-92.3557399
"1744",1976179,"Coal Creek Post Office (historical)","IA","Keokuk",261,856,"Gibson",41.4377845,-92.3935184
"1745",1976180,"Baden Post Office (historical)","IA","Keokuk",240,787,"Harper",41.3389008,-92.0640665
"1746",1976181,"Atwood Post Office (historical)","IA","Keokuk",213,699,"Rose Hill",41.3250094,-92.4060193
"1747",1976192,"What Cheer Post Office","IA","Keokuk",234,768,"What Cheer",41.4008845,-92.3544519
"1748",1976199,"Sigourney Post Office","IA","Keokuk",238,781,"Sigourney",41.3334921,-92.2060697
"1749",1976223,"Richland Post Office","IA","Keokuk",237,778,"Richland",41.1849185,-91.9947091
"1750",1976228,"Keota Post Office","IA","Keokuk",244,801,"Keota",41.3640585,-91.9515761
"1751",1976236,"Webster Post Office","IA","Keokuk",261,856,"Keswick",41.4383427,-92.169069
"1752",1976238,"Thornburg Post Office","IA","Keokuk",268,879,"What Cheer",41.4557337,-92.3347643
"1753",1976240,"South English Post Office","IA","Keokuk",258,846,"South English",41.4518555,-92.090546
"1754",1976245,"Ollie Post Office","IA","Keokuk",238,781,"Ollie",41.1997697,-92.0954796
"1755",1976251,"Martinsburg Post Office","IA","Keokuk",245,804,"Hedrick",41.1789028,-92.2518487
"1756",1976257,"Keswick Post Office","IA","Keokuk",266,873,"Keswick",41.4541563,-92.2395919
"1757",1976269,"Hedrick Post Office","IA","Keokuk",250,820,"Hedrick",41.1712995,-92.308679
"1758",1976278,"Hayesville Post Office","IA","Keokuk",243,797,"Sigourney",41.2644569,-92.2490711
"1759",1976279,"Gibson Post Office","IA","Keokuk",273,896,"Gibson",41.4805675,-92.3938499
"1760",1976286,"Delta Post Office","IA","Keokuk",245,804,"Delta",41.3227881,-92.3301841
"1761",1976316,"Harper Post Office","IA","Keokuk",247,810,"Harper",41.3625116,-92.0510106
"1762",1976329,"Woolson Post Office (historical)","IA","Jefferson",228,748,"Richland",41.1633491,-91.9932306
"1763",1976332,"Pekin Post Office (historical)","IA","Jefferson",248,814,"Pekin",41.1627925,-92.1596238
"1764",1976334,"East Pleasant Plain Post Office (historical)","IA","Jefferson",225,738,"Brighton",41.1361292,-91.8501709
"1765",1976335,"County Line Post Office (historical)","IA","Jefferson",239,784,"Eldon",40.9575188,-92.1682344
"1766",1976338,"Wooster Post Office (historical)","IA","Jefferson",231,758,"Lockridge West",40.9528013,-91.8518363
"1767",1976339,"Lindby Post Office (historical)","IA","Jefferson",248,814,"Pekin",41.1505707,-92.14129
"1768",1976341,"Krum Post Office (historical)","IA","Jefferson",228,748,"Libertyville",40.9911305,-92.0473972
"1769",1976342,"Whitfield Post Office (historical)","IA","Jefferson",228,748,"Libertyville",40.9911305,-92.0473972
"1770",1976343,"Veo Post Office (historical)","IA","Jefferson",227,745,"Richland",41.1541836,-91.9079504
"1771",1976344,"Walnut Post Office (historical)","IA","Jefferson",207,679,"Fairfield North",41.0889076,-91.9085053
"1772",1976345,"Salina Post Office (historical)","IA","Jefferson",230,755,"Salina",41.0458543,-91.8332253
"1773",1976346,"Harveys Mills Post Office (historical)","IA","Jefferson",196,643,"Salina",41.1027967,-91.861282
"1774",1976347,"Harmony Post Office (historical)","IA","Jefferson",233,764,"Fairfield South",40.986133,-91.8890596
"1775",1976348,"Glasgow Post Office (historical)","IA","Jefferson",228,748,"Lockridge West",40.9408583,-91.7804453
"1776",1976349,"Pleasant Grove Post Office (historical)","IA","Jefferson",232,761,"Fairfield North",41.1083511,-91.936284
"1777",1976350,"Pleasant Plain Post Office (historical)","IA","Jefferson",231,758,"Brighton",41.1472398,-91.8590602
"1778",1976351,"Cotton Grove Post Office (historical)","IA","Jefferson",239,784,"Eldon",40.957241,-92.1718456
"1779",1976353,"Collett Post Office (historical)","IA","Jefferson",227,745,"Fairfield South",40.9061338,-91.977673
"1780",1976355,"Brookville Post Office (historical)","IA","Jefferson",238,781,"Brookville",41.0555731,-92.0890656
"1781",1976357,"Brays Post Office (historical)","IA","Jefferson",230,755,"Richland",41.1625163,-91.946007
"1782",1976359,"Bernhart Post Office (historical)","IA","Jefferson",230,755,"Brookville",41.0086297,-92.084065
"1783",1976361,"Belleville Post Office (historical)","IA","Jefferson",248,814,"Ollie",41.1450153,-92.1212894
"1784",1976363,"Beckwith Post Office (historical)","IA","Jefferson",237,778,"Salina",41.0091883,-91.8646146
"1785",1976365,"Perlee Post Office (historical)","IA","Jefferson",213,699,"Fairfield North",41.0839078,-91.9035052
"1786",1976366,"Absecom Post Office (historical)","IA","Jefferson",235,771,"Eldon",40.9583523,-92.1524005
"1787",1976367,"Abingdon Post Office (historical)","IA","Jefferson",237,778,"Abingdon",41.0822387,-92.1390672
"1788",1976446,"Fairfield Post Office","IA","Jefferson",237,778,"Fairfield North",41.0073831,-91.9654139
"1789",1976467,"Packwood Post Office","IA","Jefferson",248,814,"Ollie",41.1331291,-92.0846032
"1790",1976472,"Lockridge Post Office","IA","Jefferson",223,732,"Lockridge East",40.9926928,-91.7472619
"1791",1976478,"Libertyville Post Office","IA","Jefferson",232,761,"Libertyville",40.9579208,-92.0510971
"1792",1976489,"Batavia Post Office","IA","Jefferson",227,745,"Eldon",40.9934237,-92.1671375
"1793",1980863,"Pierceville Post Office (historical)","IA","Van Buren",226,741,"Stockport",40.7839176,-91.8332238
"1794",1980864,"Upton Post Office (historical)","IA","Van Buren",228,748,"Cantril",40.6889171,-92.0335087
"1795",1980865,"Niles Post Office (historical)","IA","Van Buren",236,774,"Cantril",40.6264192,-92.03212
"1796",1980866,"New Market Post Office (historical)","IA","Van Buren",185,607,"Selma",40.8744652,-92.1737904
"1797",1980867,"Pleasant Hill Post Office (historical)","IA","Van Buren",191,627,"Keosauqua",40.7269726,-91.9579504
"1798",1980868,"Pittsburg Post Office (historical)","IA","Van Buren",179,587,"Keosauqua",40.7464158,-91.9918404
"1799",1980869,"Winchester Post Office (historical)","IA","Van Buren",229,751,"Mount Zion",40.8503034,-91.8998929
"1800",1980870,"Mount Zion Post Office (historical)","IA","Van Buren",216,709,"Mount Zion",40.7886379,-91.9337828
"1801",1980872,"Mount Sterling Post Office (historical)","IA","Van Buren",206,676,"Mount Sterling",40.6178099,-91.9321165
"1802",1980874,"McVeigh Post Office (historical)","IA","Van Buren",229,751,"Stockport",40.8430832,-91.7940562
"1803",1980876,"Sheridan Post Office (historical)","IA","Van Buren",225,738,"Stockport",40.8361387,-91.808501
"1804",1980877,"Wilsonville Post Office (historical)","IA","Van Buren",226,741,"Stockport",40.8722491,-91.7840561
"1805",1980878,"Union Post Office (historical)","IA","Van Buren",224,735,"Mount Zion",40.8222489,-91.8835034
"1806",1980880,"Longview Post Office (historical)","IA","Van Buren",230,755,"Stockport",40.8666923,-91.8718365
"1807",1980881,"Lick Creek Post Office (historical)","IA","Van Buren",221,725,"Douds",40.8472458,-92.0243413
"1808",1980882,"Willits Post Office (historical)","IA","Van Buren",189,620,"Bonaparte",40.6272554,-91.8487801
"1809",1980883,"Lena Post Office (historical)","IA","Van Buren",189,620,"Bonaparte",40.6272554,-91.8487801
"1810",1980884,"Portland Post Office (historical)","IA","Van Buren",189,620,"Douds",40.8339119,-92.08851
"1811",1980885,"Leando Post Office (historical)","IA","Van Buren",194,636,"Douds",40.8336341,-92.0887878
"1812",1980887,"Kilbourn Post Office (historical)","IA","Van Buren",195,640,"Mount Zion",40.8061367,-91.9698951
"1813",1980888,"Iowaville Post Office (historical)","IA","Van Buren",186,610,"Eldon",40.8791873,-92.1771238
"1814",1980889,"Mechanicsburgh Post Office (historical)","IA","Van Buren",240,787,"Cantril",40.7258595,-92.0821212
"1815",1980890,"Lebanon Post Office (historical)","IA","Van Buren",239,784,"Cantril",40.7258595,-92.082399
"1816",1980891,"Utica Post Office (historical)","IA","Van Buren",226,741,"Stockport",40.8147499,-91.8348906
"1817",1980892,"Harrisburg Post Office (historical)","IA","Van Buren",226,741,"Stockport",40.7705856,-91.7771106
"1818",1980893,"Gainesborough Post Office (historical)","IA","Van Buren",227,745,"Stockport",40.7833633,-91.75711
"1819",1980895,"Boyer (historical)","IA","Van Buren",184,604,"Bonaparte",40.6375339,-91.7862778
"1820",1980898,"Vernon Post Office (historical)","IA","Van Buren",177,581,"Bonaparte",40.7222523,-91.8557246
"1821",1980901,"Bentonsport Post Office (historical)","IA","Van Buren",171,561,"Bonaparte",40.7255856,-91.85378
"1822",1980904,"Selma Post Office","IA","Van Buren",187,614,"Selma",40.8722433,-92.1532342
"1823",1980909,"Milton Post Office","IA","Van Buren",245,804,"Milton",40.6736209,-92.1620332
"1824",1980913,"Keosauqua Post Office","IA","Van Buren",180,591,"Keosauqua",40.7319946,-91.9624411
"1825",1980941,"Farmington Post Office","IA","Van Buren",167,548,"Farmington",40.6398816,-91.7437372
"1826",1980957,"Cantril Post Office","IA","Van Buren",237,778,"Cantril",40.6441959,-92.069899
"1827",1980967,"Bonaparte Post Office","IA","Van Buren",169,554,"Bonaparte",40.6982276,-91.8028892
"1828",1980977,"Birmingham Post Office","IA","Van Buren",230,755,"Fairfield South",40.878811,-91.946617
"1829",1981034,"Douds Post Office","IA","Van Buren",184,604,"Douds",40.8399024,-92.0865237
"1830",1981049,"Stockport Post Office","IA","Van Buren",230,755,"Stockport",40.8563288,-91.8337551
"1831",1981071,"Mount Hamill Post Office (historical)","IA","Lee",219,718,"Salem",40.7505891,-91.6132153
"1832",1981073,"White Lane Post Office (historical)","IA","Lee",216,709,"Salem",40.7850324,-91.6218272
"1833",1981075,"Galland Post Office (historical)","IA","Lee",163,535,"Niota",40.5005988,-91.3745969
"1834",1981076,"Nashville Post Office (historical)","IA","Lee",164,538,"Niota",40.500321,-91.3748747
"1835",1981077,"Bricker Post Office (historical)","IA","Lee",173,568,"Nauvoo",40.5755964,-91.4557105
"1836",1981079,"Mount Clara Post Office (historical)","IA","Lee",196,643,"Nauvoo",40.5230978,-91.4520994
"1837",1981080,"Viele Post Office (historical)","IA","Lee",165,541,"Nauvoo",40.6130957,-91.4337652
"1838",1981082,"Ambrosia Post Office (historical)","IA","Lee",208,682,"Nauvoo",40.5244863,-91.4890452
"1839",1981083,"Pleasant Ridge Post Office (historical)","IA","Lee",197,646,"Lowell",40.7992023,-91.4301542
"1840",1981084,"Mooar Post Office (historical)","IA","Lee",204,669,"Keokuk",40.4436545,-91.4523769
"1841",1981085,"Sandusky Post Office (historical)","IA","Lee",165,541,"Keokuk",40.4644879,-91.3873747
"1842",1981087,"Summitville Post Office (historical)","IA","Lee",206,676,"Keokuk",40.4728209,-91.4487659
"1843",1981088,"Cottonwood Post Office (historical)","IA","Lee",217,712,"Hillsboro",40.7922541,-91.641828
"1844",1981090,"Big Mound Post Office (historical)","IA","Lee",225,738,"Hillsboro",40.7555874,-91.6993299
"1845",1981091,"Sawyer Post Office (historical)","IA","Lee",217,712,"Fort Madison",40.696428,-91.3551517
"1846",1981093,"Primrose Post Office (historical)","IA","Lee",217,712,"Farmington",40.6755909,-91.6382166
"1847",1981095,"Warren Post Office (historical)","IA","Lee",215,705,"Donnellson",40.6430921,-91.6196048
"1848",1981097,"La Crew Post Office (historical)","IA","Lee",218,715,"Donnellson",40.7250344,-91.6029372
"1849",1981098,"Clay's Grove Post Office (historical)","IA","Lee",213,699,"Donnellson",40.7444789,-91.56488
"1850",1981100,"Franklin Station Post Office (historical)","IA","Lee",212,696,"Donnellson",40.6405939,-91.5168233
"1851",1981101,"Franklin Post Office (historical)","IA","Lee",212,696,"Donnellson",40.6680932,-91.5112673
"1852",1981102,"Dover Post Office (historical)","IA","Lee",208,682,"Donnellson",40.6975359,-91.5648803
"1853",1981104,"Croton Post Office (historical)","IA","Lee",167,548,"Croton",40.5903147,-91.6907189
"1854",1981105,"Charleston Post Office (historical)","IA","Lee",213,699,"Argyle",40.5908728,-91.5312685
"1855",1981107,"New Boston Post Office (historical)","IA","Lee",212,696,"Argyle",40.5605963,-91.5054344
"1856",1981109,"String Prairie Post Office (historical)","IA","Lee",204,669,"Argyle",40.518097,-91.5362691
"1857",1981110,"Belfast Post Office (historical)","IA","Lee",186,610,"Argyle",40.5425395,-91.6184941
"1858",1981113,"Hinsdale Post Office (historical)","IA","Lee",172,564,"Argyle",40.5083739,-91.6084939
"1859",1981122,"Fort Madison Post Office","IA","Lee",163,535,"Fort Madison",40.6303216,-91.3160713
"1860",1981223,"Keokuk Post Office","IA","Lee",170,558,"Keokuk",40.3922281,-91.3838764
"1861",1981248,"Montrose Post Office","IA","Lee",164,538,"Nauvoo",40.5299914,-91.4178247
"1862",1981262,"West Point Post Office","IA","Lee",236,774,"West Point",40.7175576,-91.4540283
"1863",1981289,"Denmark Post Office","IA","Lee",219,718,"Fort Madison",40.7413986,-91.3292393
"1864",1981292,"Wever Post Office","IA","Lee",172,564,"Dallas City",40.7109075,-91.2299301
"1865",1981294,"Saint Paul Post Office","IA","Lee",219,718,"Salem",40.7694791,-91.5168229
"1866",1981297,"Pilot Grove Post Office","IA","Lee",198,650,"Salem",40.7639234,-91.5351568
"1867",1981299,"Houghton Post Office","IA","Lee",220,722,"Salem",40.7842669,-91.6130093
"1868",1981306,"Argyle Post Office","IA","Lee",206,676,"Argyle",40.5318032,-91.5664838
"1869",1981384,"Vincennes Post Office (historical)","IA","Lee",169,554,"Wayland",40.4964304,-91.5698815
"1870",1981385,"Parsonville Post Office (historical)","IA","Jefferson",237,778,"Salina",41.0094659,-91.8746148
"1871",1981396,"Lahoyt Post Office (historical)","IA","Henry",218,715,"Mount Pleasant",40.9778053,-91.6168293
"1872",1981397,"Finis Post Office (historical)","IA","Henry",217,712,"Lockridge East",40.9453051,-91.6612748
"1873",1981398,"Vega Post Office (historical)","IA","Henry",197,646,"Lockridge East",40.9875249,-91.7168327
"1874",1981400,"Traxler Post Office (historical)","IA","Henry",201,659,"Swedesburg",41.0278047,-91.5807174
"1875",1981401,"Coppock Post Office (historical)","IA","Henry",193,633,"Wayland",41.1622416,-91.7112781
"1876",1981403,"Trenton Post Office (historical)","IA","Henry",222,728,"Trenton",41.0616912,-91.637386
"1877",1981404,"Rural Post Office (historical)","IA","Henry",207,679,"Mount Pleasant",40.8778091,-91.5584926
"1878",1981405,"East Grove Post Office (historical)","IA","Henry",209,686,"Salem",40.8250328,-91.5501583
"1879",1981406,"Arthur Post Office (historical)","IA","Henry",194,636,"Salem",40.8744754,-91.5784933
"1880",1981408,"Oakland Mills Post Office (historical)","IA","Henry",173,568,"Mount Pleasant",40.9361397,-91.616551
"1881",1981409,"Beery Post Office (historical)","IA","Henry",178,584,"Lowell",40.8708665,-91.4696006
"1882",1981410,"Lowell Post Office (historical)","IA","Henry",178,584,"Lowell",40.833368,-91.4365437
"1883",1981411,"Denova Post Office (historical)","IA","Henry",219,718,"Lockridge East",40.9083622,-91.6371069
"1884",1981413,"Rome Post Office (historical)","IA","Henry",182,597,"Lockridge East",40.9814147,-91.682387
"1885",1981418,"Salem Post Office","IA","Henry",221,725,"Salem",40.8544887,-91.6216541
"1886",1981470,"Mount Pleasant Post Office","IA","Henry",225,738,"Mount Pleasant",40.9679145,-91.5541162
"1887",1981491,"Wayland Post Office","IA","Henry",225,738,"Wayland",41.1469337,-91.6612461
"1888",1981498,"New London Post Office","IA","Henry",234,768,"New London",40.9252887,-91.4029146
"1889",1981525,"Olds Post Office","IA","Henry",223,732,"Crawfordsville",41.1331857,-91.5447229
"1890",1981531,"Mount Union Post Office","IA","Henry",223,732,"Winfield South",41.0571784,-91.3919793
"1891",1981572,"Hillsboro Post Office","IA","Henry",224,735,"Hillsboro",40.8355606,-91.7142752
"1892",1981613,"Wellston Post Office (historical)","IA","Washington",229,751,"West Chester",41.2569591,-91.8446162
"1893",1981615,"Titus Post Office (historical)","IA","Washington",234,768,"West Chester",41.2772373,-91.7918371
"1894",1981617,"New Haven Post Office (historical)","IA","Washington",234,768,"West Chester",41.2930702,-91.8354494
"1895",1981619,"Gracehill Post Office (historical)","IA","Washington",229,751,"West Chester",41.2636259,-91.8298936
"1896",1981620,"Daytonville Post Office (historical)","IA","Washington",241,791,"Wellman",41.4761252,-91.8290605
"1897",1981621,"Lexington Post Office (historical)","IA","Washington",241,791,"Wellman",41.3977925,-91.8071153
"1898",1981622,"Pilotburg Post Office (historical)","IA","Washington",243,797,"Wellman",41.4361263,-91.777948
"1899",1981624,"Rubio Post Office (historical)","IA","Washington",195,640,"Richland",41.2211259,-91.937674
"1900",1981625,"White Ash Post Office (historical)","IA","Washington",210,689,"Lone Tree",41.4316879,-91.495995
"1901",1981626,"Seventy Six Centre Post Office (historical)","IA","Washington",242,794,"Kinross",41.3833466,-91.8973955
"1902",1981628,"Nira Post Office (historical)","IA","Washington",238,781,"Kinross",41.4541787,-91.9323965
"1903",1981629,"Richmond Post Office (historical)","IA","Washington",230,755,"Kalona",41.4497391,-91.6973901
"1904",1981631,"Noble Post Office (historical)","IA","Washington",210,689,"Crawfordsville",41.1664106,-91.619608
"1905",1981632,"Davis Creek Post Office (historical)","IA","Washington",208,682,"Riverside",41.433353,-91.5654416
"1906",1981633,"Yatton Post Office (historical)","IA","Washington",194,636,"Riverside",41.4680748,-91.5807203
"1907",1981634,"Lake Post Office (historical)","IA","Washington",217,712,"Wayland",41.2416858,-91.6307199
"1908",1981635,"Marcellus Post Office (historical)","IA","Washington",224,735,"Wayland",41.2216841,-91.7112785
"1909",1981636,"Verdi Post Office (historical)","IA","Washington",205,673,"Brighton",41.2361267,-91.7793366
"1910",1981638,"Haskins Post Office (historical)","IA","Washington",231,758,"Ainsworth",41.3280766,-91.5368283
"1911",1981641,"Havre Post Office (historical)","IA","Washington",228,748,"Ainsworth",41.2536305,-91.6101636
"1912",1981642,"Pottsville Post Office (historical)","IA","Washington",225,738,"Ainsworth",41.2722432,-91.5529393
"1913",1981643,"Center Hill Post Office (historical)","IA","Washington",225,738,"Ainsworth",41.2930772,-91.5251607
"1914",1981648,"Riverside Post Office","IA","Washington",198,650,"Riverside",41.4801621,-91.5797552
"1915",1981690,"Washington Post Office","IA","Washington",231,758,"Washington",41.3001885,-91.6933244
"1916",1981722,"Kalona Post Office","IA","Washington",201,659,"Kalona",41.4841065,-91.7058325
"1917",1981742,"Wellman Post Office","IA","Washington",218,715,"Wellman",41.4655295,-91.8388461
"1918",1981753,"Crawfordsville Post Office","IA","Washington",224,735,"Crawfordsville",41.2151414,-91.5377009
"1919",1981767,"Brighton Post Office","IA","Washington",230,755,"Brighton",41.1743564,-91.8197512
"1920",1981769,"Ainsworth Post Office","IA","Washington",217,712,"Ainsworth",41.2888281,-91.5504806
"1921",1981778,"West Chester Post Office","IA","Washington",236,774,"West Chester",41.3389036,-91.8176711
"1922",1981835,"Whiting Post Office","IA","Monona",324,1063,"Sloan",42.1272906,-96.1523128
"1923",1981845,"Ute Post Office","IA","Monona",379,1243,"Ute",42.0499903,-95.7064739
"1924",1981867,"Mapleton Post Office","IA","Monona",349,1145,"Mapleton",42.1653326,-95.7914499
