"","fdid","fire_dept_name","County","dept_type","organization_type","number_stations","active_firefighters_career","active_firefighters_volunteer","active_firefighters_paid_per_call","non_firefighting_civilian","non_firefighting_volunteer","primary_agency_for_em","zip5","zip9","lat","long","Firefighters"
"259","71003","Gaza Fire Department","Obrien","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,51245,51245,43.020656,-95.579967,15
"260","35004","Geneva Fire Department","Franklin","Volunteer","Local (includes career, combination, and volunteer)",1,0,8,0,0,0,NA,50633,50633,NA,NA,8
"261","07005","Gilbertville Volunteer Fire Department","Black Hawk","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"TRUE",50634,50634,42.416232,-92.215804,24
"262","21005","Gillette Grove Township/ Greenville Fire Department","Clay","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,51343,51343,NA,NA,15
"263","86006","Gladbrook Fire & Rescue","Tama","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,18,14,10,NA,50635,506350309,42.187654,-92.716528,36
"264","65002","Glenwood Volunteer Fire Department","Mills","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,14,0,"FALSE",51534,515341779,41.045543,-95.743219,18
"265","14006","Glidden Fire Department","Carroll","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,NA,51443,514437713,42.056122,-94.728849,24
"266","99006","Goldfield Fire Department","Wright","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,"TRUE",50542,50542,42.735459,-93.920494,17
"267","41005","Goodell Volunteer Fire Department","Hancock","Volunteer","Local (includes career, combination, and volunteer)",1,0,11,0,0,0,"TRUE",50439,504392716,42.921173,-93.614768,11
"268","23008","Goose Lake Fire Department","Clinton","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,52750,52750,41.968081,-90.381241,15
"269","94008","Gowrie Volunteer Fire Department","Webster","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"TRUE",50543,50543,42.282282,-94.289714,20
"270","74005","Graettinger Benefitted Fire Department","Palo Alto","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,"TRUE",51342,51342,43.23772,-94.750629,22
"271","98002","Grafton Fire Department","Worth","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,0,NA,50440,50440,NA,NA,21
"272","37003","Grand Junction Fire & Rescue, Inc.","Greene","Volunteer","Local (includes career, combination, and volunteer)",2,0,30,0,0,5,"FALSE",50107,50107,42.031743,-94.239087,30
"273","23009","Grand Mound Volunteer Fire Department","Clinton","Volunteer","Local (includes career, combination, and volunteer)",1,0,34,0,0,0,"FALSE",52751,52751,41.824092,-90.649104,34
"274","27003","Grand River Volunteer Fire Department","Decatur","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,7,NA,50108,50108,40.818193,-93.962443,12
"275","58005","Grandview Fire Department","Louisa","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,0,NA,52752,52752,41.27789,-91.185667,12
"276","25007","Granger Fire Department","Dallas","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,16,0,3,"TRUE",50109,50109,41.760299,-93.82029,16
"277","13693","Grant Fire Department","Montgomery","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,50847,50847,41.144674,-94.98477,15
"278","84004","Granville Fire Department","Sioux","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"FALSE",51022,51022,42.984534,-95.874229,24
"279","87006","Gravity Community Fire Department","Taylor","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"FALSE",50848,50848,40.757655,-94.744937,20
"280","28007","Greeley Fire Department","Delaware","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,0,NA,52050,520500037,42.584693,-91.345029,21
"281","12007","Greene Volunteer Fire Department","Butler","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,50636,50636,42.896506,-92.801402,22
"282","01004","Greenfield Fire Department","Adair","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"FALSE",50849,50849,41.304162,-94.461231,24
"283","77010","Grimes Fire and Rescue","Polk","Mostly volunteer","Local (includes career, combination, and volunteer)",1,4,0,23,0,0,"TRUE",50111,50111,41.68719,-93.794543,27
"284","79003","Grinnell Fire Department","Poweshiek","Mostly volunteer","Local (includes career, combination, and volunteer)",2,5,25,5,0,0,"TRUE",50112,501121943,41.745466,-92.728831,35
"285","15004","Griswold Volunteer Fire Department","Cass","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,0,"TRUE",51535,51535,41.234728,-95.13889,28
"286","38004","Grundy Center Fire Department","Grundy","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,1,0,0,NA,50638,50638,42.362504,-92.770059,31
"287","32004","Gruver Fire Department","Iowa","Volunteer","Local (includes career, combination, and volunteer)",2,0,15,0,0,8,"FALSE",51334,51334,43.393507,-94.706445,15
"288","39004","Guthrie Center Fire Department","Guthrie","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,0,"FALSE",50115,50115,41.677472,-94.506794,26
"289","22007","Guttenberg Fire Department","Clayton","Volunteer","Local (includes career, combination, and volunteer)",1,0,31,0,0,0,NA,52052,52052,42.78425,-91.099555,31
"290","14007","Halbur Fire Department","Carroll","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"TRUE",51444,51444,42.005406,-94.970816,20
"291","36002","Hamburg Fire and Rescue","Fremont","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,0,"TRUE",51640,51640,40.60083,-95.658912,28
"292","35005","Hampton Fire Department","Franklin","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,26,0,0,NA,50441,50441,42.743582,-93.210503,26
"293","78006","Hancock Fire Department","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"TRUE",51536,51536,41.390994,-95.362432,18
"294","98003","Hanlontown Fire Department","Worth","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,50444,504440113,43.281259,-93.378671,18
"295","35006","Hansell Fire Department","Franklin","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,"FALSE",50441,504417210,42.757275,-93.10187,17
"296","94009","Harcourt Community Volunteer Fire Department","Greene","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,50217,502178059,42.205637,-94.184087,20
"297","46005","Hardy Fire Department","Humboldt","Volunteer","Local (includes career, combination, and volunteer)",1,0,3,3,0,0,NA,50545,505450035,42.809827,-94.051204,6
"298","83004","Harlan Fire Department","Shelby","Mostly volunteer","Local (includes career, combination, and volunteer)",1,1,33,0,0,5,"FALSE",51537,51537,41.660377,-95.32202,34
"299","33007","Harlan Township Fire Department","Fayette","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,0,NA,50655,506550162,42.773848,-91.879036,23
"300","03001","Harpers Ferry Fire Department","Allamakee","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,5,"TRUE",52146,52146,43.202064,-91.150852,25
"301","91004","Hartford Fire and Rescue","Warren","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,50118,50118,41.459332,-93.403536,15
"302","71005","Hartley Volunteer Fire & Rescue Fire Department","Obrien","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,"TRUE",51346,51346,43.179952,-95.476292,25
"303","79005","Hartwick Volunteer Fire Department Inc","Poweshiek","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,"TRUE",52232,52232,41.784804,-92.343713,17
"304","63004","Harvey Fire Department","Marion","Volunteer","Local (includes career, combination, and volunteer)",1,0,10,0,0,0,NA,50119,50119,41.038849,-93.950047,10
"305","65004","Hastings Volunteer Fire Department","Mills","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,51540,51540,41.022748,-95.49917,18
"306","76002","Havelock Fire Department","Pocahontas","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,50546,50546,42.836751,-94.702195,20
"307","84005","Hawarden Fire & Rescue","Sioux","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"FALSE",51023,51023,43.010676,-96.487924,30
"308","33006","Hawkeye Fire Department","Fayette","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,4,NA,52147,52147,42.938439,-91.951261,19
"309","10004","Hazleton Fire Department","Buchanan","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,50641,50641,42.617472,-91.90627,18
"310","54005","Hedrick Volunteer Fire Department","Keokuk","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,52563,52563,41.176977,-92.252896,20
"311","65005","Henderson Community Fire Association","Mills","Volunteer","Contract fire department",1,0,20,0,0,1,"FALSE",51541,51541,41.139792,-95.43175,20
"312","57010","Hiawatha Fire Department","Linn","Mostly volunteer","Local (includes career, combination, and volunteer)",1,6,50,5,0,0,"TRUE",52233,52233,42.038542,-91.682823,61
"313","52002","Hills Fire Department","Johnson","Mostly volunteer","Local (includes career, combination, and volunteer)",1,1,21,0,0,0,"FALSE",52235,52235,41.855388,-90.921003,22
"314","44002","Hillsboro Fire Department","Henry","Volunteer","Local (includes career, combination, and volunteer)",1,0,7,0,0,2,"TRUE",52630,526309300,40.835328,-91.713249,7
"315","47004","Holstein Hose Company Number 1","Ida","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,51025,51025,NA,NA,30
"316","31013","Holy Cross/ North Buena Vista Fire Department","Dubuque","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,8,"TRUE",52053,52053,42.60145,-90.996608,30
"317","97006","Hornick Volunteer Fire Department","Woodbury","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"TRUE",51026,51026,42.230594,-96.097278,24
"318","84006","Hospers Fire Department","Sioux","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,0,"TRUE",51238,51238,43.071895,-95.904693,19
"319","56006","Houghton/ Cedar Township Fire Department","Lee","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,52631,52631,41.098045,-91.043223,22
"320","07006","Hudson Volunteer Fire Department","Black Hawk","Volunteer","Local (includes career, combination, and volunteer)",1,0,33,0,0,0,"TRUE",50643,50643,42.407872,-92.45332,33
"321","84007","Hull Volunteer Fire Department","Sioux","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,NA,51239,51239,43.187173,-96.137565,27
"322","46006","Humboldt Fire & Rescue","Humboldt","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,21,0,0,NA,50548,50548,42.72036,-94.214521,21
"323","93004","Humeston Fire Department","Wayne","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"FALSE",50123,50123,40.858902,-93.497635,18
"324","85006","Huxley Fire and Rescue","Story","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,"FALSE",50124,50124,41.891596,-93.605225,27
"325","47005","Ida Grove Fire Department","Ida","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,51445,514451331,42.345588,-95.470352,25
"326","10005","Independence Fire Department","Buchanan","Mostly volunteer","Local (includes career, combination, and volunteer)",1,3,0,23,0,0,"FALSE",50644,506442916,42.468605,-91.890313,26
"327","63014","Indiana Township Fire Department","Marion","Volunteer","Local (includes career, combination, and volunteer)",1,0,9,0,0,0,"TRUE",50138,50138,41.229492,-93.016271,9
"328","91005","Indianola Fire Department","Warren","Mostly volunteer","Local (includes career, combination, and volunteer)",1,12,0,32,0,0,"FALSE",50125,50125,41.360412,-93.559615,44
"329","60004","Inwood Community Fire & Rescue","Lyon","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,0,"TRUE",51240,51240,43.304215,-96.430706,26
"330","19004","Ionia Fire Department","Chickasaw","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,50645,506459459,43.064449,-92.515499,25
"331","29004","Iowa Army Ammunition Plant (IAAAP)","Des Moines","Career","Contract fire department",1,13,0,0,0,0,"FALSE",52638,52638,NA,NA,13
"332","52003","Iowa City Fire Department","Johnson","Career","Local (includes career, combination, and volunteer)",3,56,0,0,1,0,"FALSE",52240,52240,41.66004,-91.529389,56
"333","42006","Iowa Falls Fire Department","Hardin","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,34,0,0,"FALSE",50126,501262000,42.514846,-93.270676,34
"334","84008","Ireton Community Fire Department","Sioux","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,51027,51027,NA,NA,25
"335","83005","Irwin Fire Department","Shelby","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,0,NA,51446,51446,NA,NA,28
"336","56007","Jackson Township Fire Association","Lee","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,NA,52632,52632,40.443276,-91.454188,17
"337","54010","Jackson Township-Ollie Fire Department","Keokuk","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,NA,52576,525768517,41.198719,-92.094716,17
"338","39005","Jamaica Community Fire Department","Guthrie","Volunteer","Local (includes career, combination, and volunteer)",1,0,6,0,0,0,"FALSE",50128,50128,41.844923,-94.304397,6
"339","09003","Janesville Fire Rescue","Bremer","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,"FALSE",50647,50647,42.647423,-92.463032,27
"340","10007","Jesup Fire Department","Buchanan","Volunteer","Local (includes career, combination, and volunteer)",1,0,35,0,0,0,"TRUE",50648,50648,42.476389,-92.061878,35
"341","40003","Jewell Fire & Rescue","Hamilton","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,0,"TRUE",50130,50130,42.309586,-93.640028,23
"342","94002","Johnson Township Barnum Conn Fire Department","Webster","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,"TRUE",50518,50518,42.507919,-94.363804,22
"343","77011","Johnston Fire Department","Polk","Mostly volunteer","Local (includes career, combination, and volunteer)",2,12,0,26,0,2,"TRUE",50131,50131,41.675924,-93.697653,38
"344","98004","Joice Fire Department","Worth","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,0,"TRUE",50446,50446,43.362731,-93.453912,12
"345","13002","Jolley Community Fire Department","Calhoun","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,0,NA,50551,50551,42.478775,-94.720178,12
"346","67007","Jordan-Soldier Fire Department","Monona","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,51572,515720045,41.985152,-95.779783,20
"347","92004","Kalona Volunteer Fire Department","Washington","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,52247,522470155,41.484472,-91.706109,25
"348","41006","Kanawha Community Fire Department","Hancock","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,50447,504470100,42.934503,-93.793182,20
"349","80006","Kellerton Volunteer Fire Department","Ringgold","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,NA,50133,50133,NA,NA,24
"350","85007","Kelley Fire Department - Westory Agency","Story","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,1,"FALSE",50134,50134,41.949367,-93.665338,22
"351","50004","Kellogg Township Fire Department","Jasper","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"TRUE",50135,50135,41.716249,-92.907839,24
"352","56008","Keokuk Fire Department","Lee","Career","Local (includes career, combination, and volunteer)",1,19,0,0,0,0,"TRUE",52632,526324303,40.401411,-91.390893,19
"353","89006","Keosauqua Fire Department","Van Buren","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,0,NA,52565,52565,40.730348,-91.960758,28
"354","54006","Keota Volunteer Fire Department, Inc.","Keokuk","Volunteer","Contract fire department",1,0,22,0,1,0,"TRUE",52248,52248,41.36395,-91.951377,22
"355","54007","Keswick Volunteer Fire Department, Inc.","Keokuk","Volunteer","Local (includes career, combination, and volunteer)",1,0,16,0,0,2,"TRUE",50136,50136,41.454332,-92.239388,16
"356","31015","Key West Fire and EMS","Dubuque","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,52003,52003,42.447553,-90.682258,30
"357","06005","Keystone Volunteer Fire Department","Benton","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,0,"FALSE",52249,52249,42.001334,-92.195347,23
"358","05005","Kimballton Fire Department","Audubon","Volunteer","Local (includes career, combination, and volunteer)",1,0,33,0,0,0,"FALSE",51543,51543,41.628828,-95.074982,33
"359","24008","Kiron Fire Department Inc.","Crawford","Volunteer","Contract fire department",1,0,20,0,0,1,NA,51448,51448,42.194162,-95.326194,20
"360","13003","Knierim Fire Department","Calhoun","Volunteer","Local (includes career, combination, and volunteer)",1,0,14,0,0,0,NA,50552,50552,NA,NA,14
"361","63005","Knoxville Fire Department","Marion","Mostly volunteer","Local (includes career, combination, and volunteer)",1,7,0,22,0,0,"FALSE",50138,501382255,41.317066,-93.096465,29
"362","63006","Knoxville Township Rural Fire Department","Marion","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,6,NA,50138,50138,41.320749,-93.104646,25
"363","91006","Lacona Fire Department","Warren","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,1,"TRUE",50139,50139,41.189572,-93.384768,21
"364","48003","Ladora Volunteer Fire Department","Iowa","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,4,0,0,"TRUE",52251,52251,41.754883,-92.183462,24
"365","13005","Lake City Fire Department","Calhoun","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,51449,51449,42.268921,-94.733781,25
"366","95003","Lake Mills Fire Department","Winnebago","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"FALSE",50450,50450,43.419392,-93.537323,24
"367","30002","Lake Park Community Fire Department","Dickinson","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,51347,513470477,43.455149,-95.322665,22
"368","81003","Lake View Fire Department","Sac","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,"FALSE",51450,51450,42.306015,-95.050653,25
"369","55005","Lakota Fire Department","Kossuth","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,NA,50451,50451,43.378268,-94.092612,24
"370","27004","Lamoni Volunteer Fire Department","Decatur","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,21,0,2,NA,50140,501401236,40.623033,-93.934412,21
"371","49006","LaMotte Community Fire Department Inc.","Jackson","Volunteer","Local (includes career, combination, and volunteer)",1,0,31,0,0,0,"FALSE",52054,52054,42.295394,-90.619847,31
"372","03002","Lansing Volunteer Fire Department","Allamakee","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"FALSE",52151,52151,43.361957,-91.214606,30
"373","07007","LaPorte City Fire Rescue","Black Hawk","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,35,0,0,NA,50651,50651,42.315146,-92.192793,35
"374","60005","Larchwood Fire Department","Lyon","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,14,"TRUE",51241,51241,43.454032,-96.434137,23
"375","18005","Larrabee Fire Department","Cherokee","Volunteer","Local (includes career, combination, and volunteer)",1,0,11,0,0,1,NA,51029,51029,42.861015,-95.545671,11
"376","35007","Latimer Fire Department","Franklin","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,0,"FALSE",50452,50452,42.763351,-93.369504,21
"377","64007","Laurel Fire Department","Marshall","Volunteer","Local (includes career, combination, and volunteer)",1,0,16,0,0,2,NA,50141,50141,41.883462,-92.921596,16
"378","76003","Laurens Fire Department","Pocahontas","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,50554,505540148,42.848963,-94.851342,20
"379","19005","Lawler Volunteer Fire Department","Chickasaw","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"TRUE",52154,521540012,NA,NA,18
"380","97007","Lawton Fire Department","Woodbury","Volunteer","Local (includes career, combination, and volunteer)",2,0,21,0,0,0,NA,51030,51030,42.47874,-96.184649,21
"381","82008","Le Claire Fire Department","Scott","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"TRUE",52753,52753,41.599124,-90.363209,30
"382","75006","Le Mars Fire-Rescue Department","Iowa","Mostly volunteer","Local (includes career, combination, and volunteer)",2,3,1,23,0,0,"TRUE",51031,51031,42.792507,-96.167782,27
"383","55006","Ledyard Fire Department","Kossuth","Volunteer","Local (includes career, combination, and volunteer)",1,0,14,0,0,0,NA,50556,50556,43.421775,-94.161222,14
"384","94010","Lehigh Volunteer Fire Department","Webster","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,1,NA,50557,50557,42.355414,-94.050645,15
"385","87007","Lenox Volunteer Fire Department","Taylor","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,26,0,0,NA,50851,50851,40.879374,-94.559037,26
"386","27005","Leon Fire & Rescue Volunteer Department","Decatur","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,2,0,0,"TRUE",50144,50144,40.739495,-93.748023,25
"387","60006","Lester Volunteer Fire Department","Lyon","Volunteer","Local (includes career, combination, and volunteer)",1,0,16,0,0,0,NA,51242,512420091,NA,NA,16
"388","58006","Letts Community Fire Department","Louisa","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,0,NA,52754,52754,41.330176,-91.237128,21
"389","78007","Lewis Township Volunteer Fire Department","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",1,0,34,0,0,6,NA,51503,51503,41.232377,-95.807367,34
"390","15005","Lewis Volunteer Fire Department","Cass","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,NA,51544,51544,41.305792,-95.089099,17
"391","51003","Libertyville Fire & Rescue, Jefferson County","Jefferson","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,0,NA,52567,52567,40.957751,-92.05091,19
"392","14009","Lidderdale Fire Department","Carroll","Volunteer","Local (includes career, combination, and volunteer)",1,0,16,0,0,0,NA,51452,514520038,NA,NA,16
"393","45004","Lime Springs Fire Department","Howard","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"TRUE",52155,52155,43.447729,-92.281395,18
"394","86007","Lincoln Volunteer Fire Department","Tama","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,50652,50652,42.234997,-92.874495,20
"395","93005","Lineville Volunteer Fire Department","Wayne","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,10,NA,50147,50147,40.589542,-93.523842,20
"396","60007","Little Rock Fire Department","Lyon","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,51243,512431031,43.444212,-95.883222,25
"397","43002","Little Sioux Fire Department","Harrison","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,0,NA,51545,51545,41.81034,-96.025399,19
"398","97015","Little Sioux/ Grant Township Fire Department","Woodbury","Volunteer","Local (includes career, combination, and volunteer)",1,0,16,0,0,16,NA,51056,510560053,42.228931,-95.930671,16
"399","22008","Littleport Fire Department","Clayton","Volunteer","Local (includes career, combination, and volunteer)",1,0,10,0,0,0,"FALSE",52042,520420006,NA,NA,10
"400","46007","Livermore Fire Department","Humboldt","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,0,"FALSE",50558,50558,42.870219,-94.189657,19
"401","51004","Lockridge Emergency Response Unit","Jefferson","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,4,NA,52635,52635,40.994683,-91.750727,20
"402","13006","Lohrville Fire Department","Calhoun","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,1,"TRUE",51453,51453,42.267157,-94.547132,18
"403","55007","Lone Rock Fire Department","Kossuth","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,6,"TRUE",50559,50559,43.220896,-94.325978,18
"404","52004","Lone Tree Fire and Rescue","Johnson","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,NA,52755,52755,41.48825,-91.428196,24
"405","82009","Long Grove Volunteer Fire Department","Scott","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,52756,52756,NA,NA,25
"406","88007","Lorimor Volunteer Fire Department","Union","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,1,"TRUE",50149,50149,41.127138,-94.055262,12
"407","23010","Lost Nation Fire Company","Clinton","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,1,"FALSE",52254,52254,41.964725,-90.818222,26
"408","68002","Lovilia Fire Department","Monroe","Volunteer","Local (includes career, combination, and volunteer)",2,0,16,0,0,0,NA,50150,50150,41.131339,-92.907681,16
"409","23011","Low Moor Volunteer Fire Department","Clinton","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"TRUE",52757,52757,41.588057,-91.022094,30
"410","16004","Lowden Fire Department","Cedar","Volunteer","Local (includes career, combination, and volunteer)",1,0,33,0,0,6,NA,52255,522550429,NA,NA,33
"411","55008","Lu Verne Volunteer Fire Department","Kossuth","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,10,0,0,NA,50560,50560,42.909376,-94.084462,28
"412","22009","Luana Volunteer Fire Department","Clayton","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,0,"TRUE",52156,52156,43.060265,-91.450872,23
"413","59003","Lucas Fire Department","Lucas","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"TRUE",50151,50151,41.028541,-93.461016,24
"414","50006","Lynnville Fire Department","Jasper","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,50153,501530152,41.578636,-92.783353,15
"415","78009","Macedonia Fire and Rescue","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",1,0,32,0,0,6,NA,51549,515490118,41.19345,-95.425394,32
"416","08007","Madrid Fire Department","Boone","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,0,NA,50156,501561334,41.874845,-93.821686,21
"417","43004","Magnolia Fire and Rescue Association","Harrison","Volunteer","Local (includes career, combination, and volunteer)",1,0,10,0,0,2,"TRUE",51550,515504025,41.694183,-95.872947,10
"418","79006","Malcom Fire Department","Poweshiek","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"FALSE",50157,50157,41.707094,-92.556015,18
"419","74006","Mallard Fire Department","Palo Alto","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,5,"TRUE",50562,50562,42.937763,-94.683015,25
"420","65006","Malvern Volunteer Fire Department","Mills","Volunteer","Local (includes career, combination, and volunteer)",2,0,25,0,0,0,"TRUE",51551,51551,41.001814,-95.585148,25
"421","28009","Manchester Fire Department","Delaware","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,32,0,0,"FALSE",52057,520571726,42.484008,-91.453962,32
"422","24009","Manilla Fire Department","Crawford","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,"TRUE",51454,51454,41.889719,-95.231545,17
"423","98006","Manly Volunteer Fire Department","Worth","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,17,0,0,"TRUE",50456,50456,43.284426,-93.205743,17
"424","14010","Manning Fire Department","Carroll","Volunteer","Local (includes career, combination, and volunteer)",1,0,36,0,0,0,NA,51455,51455,41.906634,-95.063605,36
"425","13007","Manson Fire Department","Calhoun","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,23,0,4,NA,50563,50563,NA,NA,46
"426","67003","Mapleton Fire Department","Monona","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,"TRUE",51034,510341051,42.165161,-95.793218,25
