"","fdid","fire_dept_name","County","dept_type","organization_type","number_stations","active_firefighters_career","active_firefighters_volunteer","active_firefighters_paid_per_call","non_firefighting_civilian","non_firefighting_volunteer","primary_agency_for_em","zip5","zip9","lat","long","Firefighters"
"117","23004","Charlotte Fire Department","Clinton","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,52731,52731,41.961181,-90.468219,30
"118","24004","Charter Oak Fire Department","Crawford","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,0,NA,51439,51439,42.069686,-95.590774,26
"119","86001","Chelsea Fire Department","Tama","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,52215,522159013,41.919814,-92.394625,18
"120","18002","Cherokee Fire Department","Cherokee","Mostly volunteer","Local (includes career, combination, and volunteer)",1,3,25,0,0,0,"FALSE",51012,510121809,42.748004,-95.552844,28
"121","18003","Cherokee MHI Fire Department","Cherokee","Volunteer","State government",1,0,8,0,0,0,NA,51012,510121566,42.756076,-95.571571,8
"122","45001","Chester Fire Department","Howard","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"TRUE",52134,52134,43.489173,-92.361925,20
"123","37001","Churdan Fire Rescue Department","Greene","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,6,NA,50050,50050,42.155265,-94.479079,22
"124","04002","Cincinnati Volunteer Fire Department","Appanoose","Volunteer","Local (includes career, combination, and volunteer)",1,0,10,0,0,2,"TRUE",52549,52549,40.630947,-92.922657,10
"125","21002","City of Everly Fire Department","Clay","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,12,0,0,"TRUE",51338,51338,43.159193,-95.327698,12
"126","57011","City of Lisbon Fire Department","Linn","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,5,NA,52253,522530068,41.922028,-91.38547,30
"127","71006","City of Paullina Fire Department","Obrien","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,NA,51046,510460307,42.981053,-95.6901,27
"128","71010","City of Sutherland","Iowa","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,18,0,0,"TRUE",51058,51058,42.969754,-95.491243,18
"129","16002","Clarence Community Volunteer Fire Department","Cedar","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,5,NA,52216,52216,41.888723,-91.058318,25
"130","73004","Clarinda Treatment Complex - Fire Protection","Page","Volunteer","State government",1,0,15,0,0,2,"FALSE",51632,51632,40.756889,-95.037624,15
"131","99002","Clarion Fire Department","Wright","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"FALSE",50525,505251405,42.730968,-93.734071,20
"132","12005","Clarksville Fire Department","Butler","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,50619,50619,42.784717,-92.669119,22
"133","63016","Clay Township Fire Department","Marion","Volunteer","Local (includes career, combination, and volunteer)",1,0,11,0,0,0,"TRUE",50256,502568565,41.276143,-92.873824,11
"134","17001","Clear Lake Fire Department","Cerro Gordo","Mostly volunteer","Local (includes career, combination, and volunteer)",1,13,29,0,1,0,"FALSE",50428,504281765,43.139238,-93.379326,42
"135","18004","Cleghorn Fire Department","Cherokee","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,3,"FALSE",51014,51014,42.813797,-95.712777,22
"136","64002","Clemons Fire & Rescue","Marshall","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,2,NA,50051,500510045,NA,NA,18
"137","33002","Clermont Fire Department","Fayette","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"TRUE",52135,52135,43.003214,-91.650002,24
"138","23005","Clinton Fire Department","Clinton","Career","Local (includes career, combination, and volunteer)",3,45,0,0,0,0,"FALSE",52732,527324436,41.843389,-90.191889,45
"139","77006","Clive Fire Department","Polk","Mostly volunteer","Local (includes career, combination, and volunteer)",1,19,0,30,3,3,"TRUE",50325,503251076,41.607659,-93.734368,49
"140","86002","Clutier Fire Department","Tama","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,52217,52217,42.077831,-92.403963,22
"141","57007","Coggon Fire Department","Linn","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,3,"TRUE",52218,52218,42.28186,-91.531889,23
"142","73005","Coin Volunteer Fire Department","Page","Volunteer","Local (includes career, combination, and volunteer)",1,0,16,0,0,1,NA,51636,51636,40.655785,-95.232129,16
"143","28001","Colesburg Fire Department","Delaware","Volunteer","Local (includes career, combination, and volunteer)",1,0,33,0,0,0,NA,52035,520350257,42.637031,-91.20224,33
"144","50002","Colfax Fire Department","Jasper","Volunteer","Local (includes career, combination, and volunteer)",1,0,35,0,0,0,NA,50054,500541650,41.673498,-93.247279,35
"145","85004","Colo Fire and Rescue","Story","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,"FALSE",50056,50056,42.01744,-93.313636,22
"146","63015","Columbia Fire Department","Marion","Volunteer","Local (includes career, combination, and volunteer)",1,0,14,0,0,0,"FALSE",50057,50057,41.175371,-93.151931,14
"147","58002","Columbus Benefited Fire District","Louisa","Volunteer","Local (includes career, combination, and volunteer)",1,0,37,0,0,0,"FALSE",52738,52738,41.280076,-91.356804,37
"148","34002","Colwell Community Volunteer Fire Department","Floyd","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,2,NA,50620,506205002,NA,NA,15
"149","70002","Conesville Volunteer Fire Department","Muscatine","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,1,NA,52739,52739,41.383106,-91.351009,22
"150","38002","Conrad Volunteer Fire Department","Grundy","Mostly volunteer","Local (includes career, combination, and volunteer)",0,1,19,0,0,0,NA,50621,50621,42.225686,-92.873923,20
"151","14004","Coon Rapids Fire Department","Carroll","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,0,"FALSE",50058,50058,41.87082,-94.676021,26
"152","52001","Coralville Fire Department","Johnson","Mostly volunteer","Local (includes career, combination, and volunteer)",1,2,46,0,0,0,NA,52241,522411815,41.677534,-91.583611,48
"153","02002","Corning Fire Department","Adams","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,8,NA,50841,508411340,40.990973,-94.734426,30
"154","97003","Correctionville Fire and Rescue","Woodbury","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,51016,51016,42.474232,-95.787357,20
"155","93003","Corydon Volunteer Fire Department","Wayne","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,10,NA,50060,50060,40.757039,-93.318097,20
"156","35003","Coulter Fire Department","Franklin","Volunteer","Local (includes career, combination, and volunteer)",1,0,14,0,0,0,NA,50431,504310023,43.224078,-93.791413,14
"157","78004","Council Bluffs Fire Department","Pottawattamie","Career","Local (includes career, combination, and volunteer)",5,104,0,0,1,0,"FALSE",51503,515036529,41.257955,-95.84947,104
"158","78005","Crescent Volunteer Fire Department","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",1,0,14,0,0,2,NA,51526,51526,41.363771,-95.85955,14
"159","45002","Cresco Fire Department","Howard","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,0,NA,52136,521361841,43.371156,-92.119594,26
"160","88003","Creston Fire Department","Union","Mostly volunteer","Local (includes career, combination, and volunteer)",1,5,20,0,0,0,NA,50801,50801,41.060853,-94.372663,25
"161","41003","Crystal Lake Fire Department","Hancock","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,NA,50432,504320224,NA,NA,17
"162","15003","Cumberland Volunteer Fire Department","Cass","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,50843,50843,41.27364,-94.870517,22
"163","97004","Cushing Fire Department","Woodbury","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"FALSE",51018,51018,42.465495,-95.675179,20
"164","74003","Cylinder Fire Department","Palo Alto","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,50528,50528,43.089802,-94.550918,18
"165","25003","Dallas Center Fire Department","Dallas","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,25,0,0,"TRUE",50063,50063,41.684356,-93.962888,25
"166","97005","Danbury Fire Department","Woodbury","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,51019,51019,42.234401,-95.721787,20
"167","29002","Danville Fire Department","Des Moines","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"TRUE",52623,52623,40.867021,-91.315905,24
"168","82004","Davenport Fire Department","Scott","Career","Local (includes career, combination, and volunteer)",7,140,0,0,2,0,"FALSE",52801,528011132,41.522753,-90.579915,140
"169","25004","Dawson Fire Department","Dallas","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,6,0,0,"FALSE",50066,500668044,41.841755,-94.222087,6
"170","25005","De Soto Fire & Rescue","Dallas","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,2,NA,50069,500690100,NA,NA,12
"171","96003","Decorah Fire Department","Winneshiek","Mostly volunteer","Local (includes career, combination, and volunteer)",1,3,0,32,0,0,NA,52101,52101,43.305917,-91.788773,35
"172","79002","Deep River Volunteer Fire Department","Poweshiek","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,1,"TRUE",52222,52222,41.581582,-92.378152,21
"173","83001","Defiance Fire & Rescue Department","Shelby","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,51527,51527,41.824984,-95.340943,22
"174","77007","Delaware Township Fire Department","Iowa","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,22,0,0,"TRUE",50317,50317,41.644103,-93.537338,22
"175","28003","Delhi Volunteer Fire Department and First Responders","Delaware","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,2,"TRUE",52223,522230002,42.429677,-91.333689,30
"176","23006","Delmar Fire Department","Clinton","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,0,NA,52037,52037,41.998667,-90.606978,21
"177","54001","Delta Fire/Rescue","Keokuk","Volunteer","Local (includes career, combination, and volunteer)",1,0,11,0,0,0,"TRUE",52550,525507000,41.32358,-92.330414,11
"178","24006","Denison Fire Department","Crawford","Mostly volunteer","Local (includes career, combination, and volunteer)",1,1,35,0,0,8,"TRUE",51442,51442,42.017867,-95.355942,36
"179","56002","Denmark Fire Association","Lee","Volunteer","Local (includes career, combination, and volunteer)",2,0,50,0,0,0,"FALSE",52624,52624,41.06161,-91.637874,50
"180","59002","Derby Volunteer Fire Department","Lucas","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,50068,50068,40.932123,-93.456031,15
"181","77024","Des Moines Airport Fire Department","Polk","Career","Federal government (Department of Defense)",1,55,0,0,0,0,NA,50321,50321,41.540947,-93.65835,55
"182","77008","Des Moines Fire Department","Polk","Career","Local (includes career, combination, and volunteer)",10,384,0,0,12,0,"FALSE",50317,503177905,41.591377,-93.56464,384
"183","23007","DeWitt Volunteer Fire Department, Inc.","Clinton","Volunteer","Local (includes career, combination, and volunteer)",1,0,31,0,1,7,"FALSE",52742,52742,41.825126,-90.54109,31
"184","25006","Dexter Fire & Rescue","Dallas","Volunteer","Local (includes career, combination, and volunteer)",1,0,32,0,0,0,NA,50070,50070,41.518061,-94.224381,32
"185","80004","Diagonal Volunteer Fire Department","Ringgold","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,50845,508459801,NA,NA,20
"186","38003","Dike Fire Department","Grundy","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,NA,50624,506240221,42.462797,-92.62731,24
"187","82005","Dixon Volunteer Fire Department","Scott","Volunteer","Private or industrial fire  brigade",1,0,20,0,0,0,NA,52745,52745,41.743163,-90.783858,20
"188","82006","Donahue Volunteer Fire Department","Scott","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,6,"TRUE",52746,52746,41.696675,-90.675447,24
"189","56003","Donnellson Fire Association","Lee","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,"FALSE",52625,52625,40.643844,-91.56446,27
"190","89004","Douds Community Fire Department","Iowa","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,0,"FALSE",52551,52551,NA,NA,21
"191","17002","Dougherty Fire Department","Cerro Gordo","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,50433,50433,42.922068,-93.041146,18
"192","83006","Douglas Township Fire Protection, Kirkman Volunteer Fire Department","Shelby","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,51447,514470001,41.7286,-95.264435,20
"193","24007","Dow City - Arion Community Fire Department","Crawford","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,2,"TRUE",51528,51528,41.928689,-95.49701,25
"194","99003","Dows Rural Fire Department","Iowa","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,23,1,0,"TRUE",50071,50071,42.656494,-93.499869,23
"195","26002","Drakesville Volunteer Fire Department","Davis","Volunteer","Local (includes career, combination, and volunteer)",1,0,14,0,0,0,NA,52552,525529602,40.799157,-92.483049,14
"196","31007","Dubuque Fire Department","Dubuque","Career","Local (includes career, combination, and volunteer)",6,89,0,0,1,0,"FALSE",52001,52001,42.502181,-90.665796,89
"197","31023","Dubuque Regional Airport Fire Department","Dubuque","Career","Local (includes career, combination, and volunteer)",1,5,0,0,0,0,NA,52003,52003,42.404083,-90.702292,5
"198","12006","Dumont Volunteer Fire Department","Butler","Volunteer","Local (includes career, combination, and volunteer)",1,0,16,0,0,0,NA,50625,50625,42.749133,-92.972591,16
"199","28004","Dundee Volunteer Fire Department","Delaware","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,0,NA,52038,52038,42.579075,-91.546783,19
"200","07002","Dunkerton Fire Department","Black Hawk","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,22,0,0,NA,50626,50626,42.563547,-92.160494,22
"201","43001","Dunlap Fire and Rescue Department","Harrison","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,0,NA,51529,51529,41.854336,-95.599696,28
"202","16003","Durant Fire Department","Cedar","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,"TRUE",52747,52747,41.600585,-90.910183,22
"203","31009","Dyersville Fire Department","Dubuque","Volunteer","Local (includes career, combination, and volunteer)",1,0,40,0,0,0,"TRUE",52040,52040,42.471097,-91.117983,40
"204","99004","Eagle Grove Fire Department","Wright","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,23,0,0,"FALSE",50533,50533,42.664107,-93.899579,23
"205","61002","Earlham Fire Department","Madison","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,0,"TRUE",50072,50072,41.491029,-94.122939,21
"206","28005","Earlville Fire and Ambulance","Delaware","Volunteer","Local (includes career, combination, and volunteer)",1,0,31,0,0,3,NA,52041,52041,NA,NA,31
"207","81002","Early Fire & Rescue","Sac","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,0,"FALSE",50535,50535,42.461293,-95.151602,26
"208","61003","East Peru Volunteer Fire Department","Madison","Volunteer","Local (includes career, combination, and volunteer)",1,0,9,0,0,2,"TRUE",50222,50222,41.22655,-93.925659,9
"209","57004","Eastern Iowa Airport Police/ Fire Department","Linn","Career","Local (includes career, combination, and volunteer)",1,13,0,0,0,0,"FALSE",52404,52404,41.891172,-91.711254,13
