"","cy","county_name","county","service_area","County_FIPS","lat","long","avg_monthly_cases","avg_monthly_recipients","avg_monthly_grants"
"1058",2018,"Cedar",16,"Eastern",31,41.7723207,-91.1324125,15.5,36,5049.5
"1059",2018,"Cerro Gordo",17,"Northern",NA,43.0815577,-93.2608184,104.5,271,35828.5
"1060",2018,"Cherokee",18,"Western",0,42.7356226,-95.6238055,18,43,5750.5
"1061",2018,"Cherokee",18,"Western",35,42.7356226,-95.6238055,18,43,5750.5
"1062",2018,"Chickasaw",19,"Northern",37,43.0600414,-92.3176637,15,32,4652
"1063",2018,"Clarke",20,"Des Moines",39,41.0290323,-93.7851579,20,47,7012
"1064",2018,"Clay",21,"Western",41,43.0825804,-95.1509194,36,83.5,11645.5
"1065",2018,"Clayton",22,"Northern",0,42.8447493,-91.3414328,16.5,35,5234
"1066",2018,"Clayton",22,"Northern",43,42.8447493,-91.3414328,16.5,35,5234
"1067",2018,"Clinton",23,"Eastern",0,41.8980358,-90.5319724,196,437.5,63198.5
"1068",2018,"Clinton",23,"Eastern",45,41.8980358,-90.5319724,196,437.5,63198.5
"1069",2018,"Crawford",24,"Western",47,42.0372125,-95.3819678,68.5,172,24674
"1070",2018,"Dallas",25,"Des Moines",0,41.6848862,-94.0397374,57,136.5,19167
"1071",2018,"Dallas",25,"Des Moines",49,41.6848862,-94.0397374,57,136.5,19167
"1072",2018,"Davis",26,"Cedar Rapids",0,40.7476891,-92.4097173,12.5,26.5,3028.5
"1073",2018,"Davis",26,"Cedar Rapids",51,40.7476891,-92.4097173,12.5,26.5,3028.5
"1074",2018,"Decatur",27,"Des Moines",0,40.7376827,-93.7862815,16,37.5,5096
"1075",2018,"Decatur",27,"Des Moines",53,40.7376827,-93.7862815,16,37.5,5096
"1076",2018,"Delaware",28,"Northern",0,42.471211,-91.3673502,28.5,79,9520.5
"1077",2018,"Delaware",28,"Northern",55,42.471211,-91.3673502,28.5,79,9520.5
"1078",2018,"Des Moines",29,"Eastern",NA,40.9231829,-91.1814707,203,499.5,67358
"1079",2018,"Dickinson",30,"Western",59,43.3779848,-95.1508301,20,38,5923
"1080",2018,"Dubuque",31,"Eastern",0,42.468832,-90.8824564,240.5,611,79372.5
"1081",2018,"Dubuque",31,"Eastern",61,42.468832,-90.8824564,240.5,611,79372.5
"1082",2018,"Emmet",32,"Western",63,43.3780225,-94.6784803,29.5,70.5,9780.5
"1083",2018,"Fayette",33,"Northern",0,42.8625919,-91.8443207,58,138,17789.5
"1084",2018,"Fayette",33,"Northern",65,42.8625919,-91.8443207,58,138,17789.5
"1085",2018,"Floyd",34,"Northern",0,43.0599208,-92.7890033,52,132.5,17452.5
"1086",2018,"Floyd",34,"Northern",67,43.0599208,-92.7890033,52,132.5,17452.5
"1087",2018,"Franklin",35,"Northern",0,42.7325458,-93.262473,19,48,6366.5
"1088",2018,"Franklin",35,"Northern",69,42.7325458,-93.262473,19,48,6366.5
"1089",2018,"Fremont",36,"Western",0,40.7455892,-95.6046765,22,43.5,6166
"1090",2018,"Fremont",36,"Western",71,40.7455892,-95.6046765,22,43.5,6166
"1091",2018,"Greene",37,"Western",0,42.0362394,-94.3968356,26,57.5,8494
"1092",2018,"Greene",37,"Western",73,42.0362394,-94.3968356,26,57.5,8494
"1093",2018,"Grundy",38,"Northern",0,42.4018651,-92.7914177,13.5,33.5,4016
"1094",2018,"Grundy",38,"Northern",75,42.4018651,-92.7914177,13.5,33.5,4016
"1095",2018,"Guthrie",39,"Western",0,41.6837548,-94.501055,17,34,4773.5
"1096",2018,"Guthrie",39,"Western",77,41.6837548,-94.501055,17,34,4773.5
"1097",2018,"Hamilton",40,"Northern",0,42.3837722,-93.7068085,20,46.5,6521.5
"1098",2018,"Hamilton",40,"Northern",79,42.3837722,-93.7068085,20,46.5,6521.5
"1099",2018,"Hancock",41,"Northern",0,43.0818861,-93.7342723,17,46.5,6095
"1100",2018,"Hancock",41,"Northern",81,43.0818861,-93.7342723,17,46.5,6095
"1101",2018,"Hardin",42,"Northern",83,42.3838803,-93.2404025,32.5,72,9669
"1102",2018,"Harrison",43,"Western",85,41.6828528,-95.8169209,32,62.5,9721.5
"1103",2018,"Henry",44,"Eastern",87,40.9879383,-91.5445241,58,140,19139.5
"1104",2018,"Howard",45,"Northern",89,43.3567673,-92.3171989,15.5,38.5,4909.5
"1105",2018,"Humboldt",46,"Northern",0,42.7764686,-94.2071868,14.5,34.5,4830.5
"1106",2018,"Humboldt",46,"Northern",91,42.7764686,-94.2071868,14.5,34.5,4830.5
"1107",2018,"Ida",47,"Western",0,42.3868747,-95.5134962,8.5,21,2893
"1108",2018,"Ida",47,"Western",93,42.3868747,-95.5134962,8.5,21,2893
"1109",2018,"Iowa",48,"Cedar Rapids",0,41.6863229,-92.065524,15,26,4382
"1110",2018,"Iowa",48,"Cedar Rapids",95,41.6863229,-92.065524,15,26,4382
"1111",2018,"Jackson",49,"Eastern",0,42.1717426,-90.5742294,48.5,96.5,14187
"1112",2018,"Jackson",49,"Eastern",97,42.1717426,-90.5742294,48.5,96.5,14187
"1113",2018,"Jasper",50,"Cedar Rapids",99,41.6860394,-93.053765,77,152.5,22699
"1114",2018,"Jefferson",51,"Cedar Rapids",0,41.0317596,-91.9488774,40,91.5,12010.5
"1115",2018,"Jefferson",51,"Cedar Rapids",101,41.0317596,-91.9488774,40,91.5,12010.5
"1116",2018,"Johnson",52,"Cedar Rapids",103,41.6715511,-91.5880849,219,600.5,73583
"1117",2018,"Jones",53,"Cedar Rapids",105,42.1212397,-91.1314352,30.5,75,10755
"1118",2018,"Keokuk",54,"Cedar Rapids",0,41.336465,-92.1786426,21.5,52,7091.5
"1119",2018,"Keokuk",54,"Cedar Rapids",107,41.336465,-92.1786426,21.5,52,7091.5
"1120",2018,"Kossuth",55,"Western",109,43.20413,-94.2067199,19.5,35.5,5093.5
"1121",2018,"Lee",56,"Eastern",111,40.6419764,-91.479264,141,322,44686
"1122",2018,"Linn",57,"Cedar Rapids",0,42.0789478,-91.5989646,605.5,1530.5,201515
"1123",2018,"Linn",57,"Cedar Rapids",113,42.0789478,-91.5989646,605.5,1530.5,201515
"1124",2018,"Louisa",58,"Eastern",115,41.2185073,-91.2596184,29,64,9513
"1125",2018,"Lucas",59,"Des Moines",0,41.0293738,-93.3277207,26,59,7633.5
"1126",2018,"Lucas",59,"Des Moines",117,41.0293738,-93.3277207,26,59,7633.5
"1127",2018,"Lyon",60,"Western",119,43.380497,-96.2102924,11,35.5,4300
"1128",2018,"Madison",61,"Des Moines",121,41.3307142,-94.0155619,21,59.5,7180.5
"1129",2018,"Mahaska",62,"Cedar Rapids",123,41.3352035,-92.6409094,56,128,17768
"1130",2018,"Marion",63,"Des Moines",0,41.3344515,-93.0994367,41.5,89,13875
"1131",2018,"Marion",63,"Des Moines",125,41.3344515,-93.0994367,41.5,89,13875
"1132",2018,"Marshall",64,"Northern",127,42.0358499,-92.9987706,108.5,264.5,35060.5
"1133",2018,"Mills",65,"Western",129,41.0334523,-95.6213267,30,63.5,9836.5
"1134",2018,"Mitchell",66,"Northern",0,43.3564124,-92.7890315,13.5,25.5,3729.5
"1135",2018,"Mitchell",66,"Northern",131,43.3564124,-92.7890315,13.5,25.5,3729.5
"1136",2018,"Monona",67,"Western",0,42.0516663,-95.9599235,22,59,7096.5
"1137",2018,"Monona",67,"Western",133,42.0516663,-95.9599235,22,59,7096.5
"1138",2018,"Monroe",68,"Cedar Rapids",0,41.0297826,-92.8689877,25,53.5,8126
"1139",2018,"Monroe",68,"Cedar Rapids",135,41.0297826,-92.8689877,25,53.5,8126
"1140",2018,"Montgomery",69,"Western",137,41.03014,-95.1563758,38,92.5,12885.5
"1141",2018,"Muscatine",70,"Eastern",0,41.4839221,-91.1127562,125.5,298,39574
"1142",2018,"Muscatine",70,"Eastern",139,41.4839221,-91.1127562,125.5,298,39574
"1143",2018,"O'Brien",71,"Western",NA,43.0837527,-95.6248784,18.5,46,6016
"1144",2018,"Osceola",72,"Western",0,43.3785704,-95.6236852,9,23,2969.5
"1145",2018,"Osceola",72,"Western",143,43.3785704,-95.6236852,9,23,2969.5
"1146",2018,"Page",73,"Western",145,40.7391444,-95.1501747,42.5,105,13939
"1147",2018,"Palo Alto",74,"Western",NA,43.0820643,-94.6781371,13.5,26,3730
"1148",2018,"Plymouth",75,"Western",0,42.7378346,-96.2140431,26,62,8369
"1149",2018,"Plymouth",75,"Western",149,42.7378346,-96.2140431,26,62,8369
"1150",2018,"Pocahontas",76,"Northern",0,42.7341351,-94.6787466,11,21.5,3089.5
"1151",2018,"Pocahontas",76,"Northern",151,42.7341351,-94.6787466,11,21.5,3089.5
"1152",2018,"Polk",77,"Des Moines",0,41.6855048,-93.5735335,1378.5,3462,455279
"1153",2018,"Polk",77,"Des Moines",153,41.6855048,-93.5735335,1378.5,3462,455279
"1154",2018,"Pottawattamie",78,"Western",155,41.3366123,-95.5423935,382,903,126530
"1155",2018,"Poweshiek",79,"Cedar Rapids",157,41.6864422,-92.5314684,25,48.5,7636.5
"1156",2018,"Ringgold",80,"Des Moines",159,40.7352023,-94.2439719,9,23.5,2752.5
"1157",2018,"Sac",81,"Western",0,42.3862604,-95.1053946,9,18.5,2732
"1158",2018,"Sac",81,"Western",161,42.3862604,-95.1053946,9,18.5,2732
"1159",2018,"Scott",82,"Eastern",163,41.6370978,-90.6232428,679.5,1617.5,218914
"1160",2018,"Shelby",83,"Western",0,41.6850926,-95.3102113,15.5,31.5,4863
"1161",2018,"Shelby",83,"Western",165,41.6850926,-95.3102113,15.5,31.5,4863
"1162",2018,"Sioux",84,"Western",0,43.0826174,-96.1778827,20,39.5,5936
"1163",2018,"Sioux",84,"Western",167,43.0826174,-96.1778827,20,39.5,5936
"1164",2018,"Story",85,"Des Moines",0,42.0362415,-93.4650448,103.5,228.5,32345.5
"1165",2018,"Story",85,"Des Moines",169,42.0362415,-93.4650448,103.5,228.5,32345.5
"1166",2018,"Tama",86,"Cedar Rapids",0,42.0798117,-92.5325425,28.5,63,9366.5
"1167",2018,"Tama",86,"Cedar Rapids",171,42.0798117,-92.5325425,28.5,63,9366.5
"1168",2018,"Taylor",87,"Western",173,40.7374324,-94.6964148,15.5,33.5,4723
"1169",2018,"Union",88,"Des Moines",0,41.0277304,-94.2423792,36.5,90.5,12701
"1170",2018,"Union",88,"Des Moines",175,41.0277304,-94.2423792,36.5,90.5,12701
"1171",2018,"Van Buren",89,"Cedar Rapids",NA,40.7532294,-91.9499871,15,34.5,5022.5
"1172",2018,"Wapello",90,"Cedar Rapids",0,41.0305845,-92.4094499,192.5,441,60836.5
"1173",2018,"Wapello",90,"Cedar Rapids",179,41.0305845,-92.4094499,192.5,441,60836.5
"1174",2018,"Warren",91,"Des Moines",181,41.3343735,-93.5613594,63.5,128,18535
"1175",2018,"Washington",92,"Cedar Rapids",0,41.335591,-91.7178676,33.5,74.5,10550
"1176",2018,"Washington",92,"Cedar Rapids",183,41.335591,-91.7178676,33.5,74.5,10550
"1177",2018,"Wayne",93,"Des Moines",185,40.7394702,-93.3273639,12,25,3515.5
"1178",2018,"Webster",94,"Northern",0,42.4279662,-94.1817881,161.5,393,51410
"1179",2018,"Webster",94,"Northern",187,42.4279662,-94.1817881,161.5,393,51410
"1180",2018,"Winnebago",95,"Northern",189,43.3775678,-93.7341955,20.5,48,6484
"1181",2018,"Winneshiek",96,"Northern",191,43.2906746,-91.8437074,19.5,42.5,5950
"1182",2018,"Woodbury",97,"Western",193,42.3897169,-96.0447673,383,969,131139
"1183",2018,"Worth",98,"Northern",195,43.3773984,-93.2608476,10,28,3447.5
"1184",2018,"Wright",99,"Northern",197,42.7331189,-93.7351465,41,99.5,13428.5
"1185",2019,"Adair",1,"Des Moines",0,41.3307464,-94.4709413,14,28.5,4313
"1186",2019,"Adair",1,"Des Moines",1,41.3307464,-94.4709413,14,28.5,4313
"1187",2019,"Adams",2,"Des Moines",3,41.0289839,-94.6991849,10,20.5,3089.5
"1188",2019,"Adams",2,"Des Moines",3,41.0289839,-94.6991849,10,22,3183.5
"1189",2019,"Allamakee",3,"Northern",5,43.2842838,-91.3780923,24.5,49.5,7036.5
"1190",2019,"Appanoose",4,"Cedar Rapids",7,40.7431635,-92.8686104,33.5,80,10564
"1191",2019,"Audubon",5,"Western",0,41.6845893,-94.9058222,9,15.5,2517
"1192",2019,"Audubon",5,"Western",9,41.6845893,-94.9058222,9,15.5,2517
"1193",2019,"Benton",6,"Cedar Rapids",0,42.0801864,-92.0656912,28,63.5,9352.5
"1194",2019,"Benton",6,"Cedar Rapids",11,42.0801864,-92.0656912,28,63.5,9352.5
"1195",2019,"Black Hawk",7,"Northern",NA,42.4700957,-92.3088197,555,1375,184387.5
"1196",2019,"Boone",8,"Des Moines",0,42.0365493,-93.931671,33,65.5,10169.5
"1197",2019,"Boone",8,"Des Moines",15,42.0365493,-93.931671,33,65.5,10169.5
"1198",2019,"Bremer",9,"Northern",17,42.7745873,-92.3180548,19.5,54.5,6298.5
"1199",2019,"Bremer",9,"Northern",17,42.7745873,-92.3180548,17,46.5,5721.5
"1200",2019,"Buchanan",10,"Northern",19,42.4707777,-91.8378392,29.5,53.5,8430.5
"1201",2019,"Buena Vista",11,"Western",NA,42.7354936,-95.151149,30,76.5,10252.5
"1202",2019,"Buena Vista",11,"Western",NA,42.7354936,-95.151149,29,70.5,9033
"1203",2019,"Butler",12,"Northern",23,42.7315661,-92.7901934,22.5,45.5,6849.5
"1204",2019,"Calhoun",13,"Northern",25,42.3851848,-94.6404136,14,22,3073.5
"1205",2019,"Calhoun",13,"Northern",25,42.3851848,-94.6404136,14,23,3287.5
"1206",2019,"Carroll",14,"Western",0,42.0362382,-94.8605593,40,116.5,14252
"1207",2019,"Carroll",14,"Western",27,42.0362382,-94.8605593,40,116.5,14252
"1208",2019,"Cass",15,"Western",29,41.3314876,-94.9278266,28,60,8392
"1209",2019,"Cedar",16,"Eastern",0,41.7723207,-91.1324125,11.5,30.5,4025.5
"1210",2019,"Cedar",16,"Eastern",31,41.7723207,-91.1324125,11.5,30.5,4025.5
"1211",2019,"Cerro Gordo",17,"Northern",NA,43.0815577,-93.2608184,96,209.5,28697.5
"1212",2019,"Cerro Gordo",17,"Northern",NA,43.0815577,-93.2608184,100,233.5,31974
"1213",2019,"Cherokee",18,"Western",0,42.7356226,-95.6238055,14,27.5,4199
"1214",2019,"Cherokee",18,"Western",35,42.7356226,-95.6238055,14,27.5,4199
"1215",2019,"Chickasaw",19,"Northern",37,43.0600414,-92.3176637,11.5,24.5,3131
"1216",2019,"Chickasaw",19,"Northern",37,43.0600414,-92.3176637,9,18,2446
"1217",2019,"Clarke",20,"Des Moines",39,41.0290323,-93.7851579,20.5,48,7120.5
"1218",2019,"Clarke",20,"Des Moines",39,41.0290323,-93.7851579,19.5,45.5,7471
"1219",2019,"Clay",21,"Western",41,43.0825804,-95.1509194,34,75,10823
"1220",2019,"Clayton",22,"Northern",0,42.8447493,-91.3414328,16.5,32,5064.5
"1221",2019,"Clayton",22,"Northern",0,42.8447493,-91.3414328,19,41.5,6329.5
"1222",2019,"Clayton",22,"Northern",43,42.8447493,-91.3414328,16.5,32,5064.5
"1223",2019,"Clayton",22,"Northern",43,42.8447493,-91.3414328,19,41.5,6329.5
"1224",2019,"Clinton",23,"Eastern",0,41.8980358,-90.5319724,170,391,56475
"1225",2019,"Clinton",23,"Eastern",45,41.8980358,-90.5319724,170,391,56475
"1226",2019,"Crawford",24,"Western",47,42.0372125,-95.3819678,59,144,20422.5
"1227",2019,"Dallas",25,"Des Moines",0,41.6848862,-94.0397374,53.5,129,17673.5
"1228",2019,"Dallas",25,"Des Moines",49,41.6848862,-94.0397374,53.5,129,17673.5
"1229",2019,"Davis",26,"Cedar Rapids",0,40.7476891,-92.4097173,12,25,3588
"1230",2019,"Davis",26,"Cedar Rapids",51,40.7476891,-92.4097173,12,25,3588
"1231",2019,"Decatur",27,"Des Moines",0,40.7376827,-93.7862815,13.5,31.5,4158.5
"1232",2019,"Decatur",27,"Des Moines",53,40.7376827,-93.7862815,13.5,31.5,4158.5
"1233",2019,"Delaware",28,"Northern",0,42.471211,-91.3673502,23.5,69,8066.5
"1234",2019,"Delaware",28,"Northern",55,42.471211,-91.3673502,23.5,69,8066.5
"1235",2019,"Des Moines",29,"Eastern",NA,40.9231829,-91.1814707,172,400.5,55437.5
"1236",2019,"Dickinson",30,"Western",59,43.3779848,-95.1508301,21,41.5,6567
"1237",2019,"Dubuque",31,"Eastern",0,42.468832,-90.8824564,218,550.5,72758
"1238",2019,"Dubuque",31,"Eastern",61,42.468832,-90.8824564,218,550.5,72758
"1239",2019,"Emmet",32,"Western",63,43.3780225,-94.6784803,24.5,61,8007.5
"1240",2019,"Emmet",32,"Western",63,43.3780225,-94.6784803,24.5,60.5,8306
"1241",2019,"Fayette",33,"Northern",0,42.8625919,-91.8443207,47,115,14349.5
"1242",2019,"Fayette",33,"Northern",65,42.8625919,-91.8443207,47,115,14349.5
"1243",2019,"Floyd",34,"Northern",0,43.0599208,-92.7890033,47.5,121.5,16295
"1244",2019,"Floyd",34,"Northern",0,43.0599208,-92.7890033,50,113,15422.5
"1245",2019,"Floyd",34,"Northern",67,43.0599208,-92.7890033,47.5,121.5,16295
"1246",2019,"Floyd",34,"Northern",67,43.0599208,-92.7890033,50,113,15422.5
"1247",2019,"Franklin",35,"Northern",0,42.7325458,-93.262473,20,48,6001.5
"1248",2019,"Franklin",35,"Northern",69,42.7325458,-93.262473,20,48,6001.5
"1249",2019,"Fremont",36,"Western",0,40.7455892,-95.6046765,18,41,5589
"1250",2019,"Fremont",36,"Western",71,40.7455892,-95.6046765,18,41,5589
"1251",2019,"Greene",37,"Western",0,42.0362394,-94.3968356,29,64.5,9538.5
"1252",2019,"Greene",37,"Western",73,42.0362394,-94.3968356,29,64.5,9538.5
"1253",2019,"Grundy",38,"Northern",0,42.4018651,-92.7914177,19.5,47,6159.5
"1254",2019,"Grundy",38,"Northern",75,42.4018651,-92.7914177,19.5,47,6159.5
"1255",2019,"Guthrie",39,"Western",0,41.6837548,-94.501055,19,38.5,5612
"1256",2019,"Guthrie",39,"Western",77,41.6837548,-94.501055,19,38.5,5612
"1257",2019,"Hamilton",40,"Northern",0,42.3837722,-93.7068085,14,35.5,4765.5
"1258",2019,"Hamilton",40,"Northern",79,42.3837722,-93.7068085,14,35.5,4765.5
"1259",2019,"Hancock",41,"Northern",0,43.0818861,-93.7342723,10,29,3789
"1260",2019,"Hancock",41,"Northern",81,43.0818861,-93.7342723,10,29,3789
"1261",2019,"Hardin",42,"Northern",83,42.3838803,-93.2404025,27,55,7919.5
"1262",2019,"Harrison",43,"Western",85,41.6828528,-95.8169209,27,52,7690.5
"1263",2019,"Henry",44,"Eastern",87,40.9879383,-91.5445241,43.5,93,13097.5
"1264",2019,"Howard",45,"Northern",89,43.3567673,-92.3171989,13,29.5,3983
"1265",2019,"Humboldt",46,"Northern",0,42.7764686,-94.2071868,14,40,5054
"1266",2019,"Humboldt",46,"Northern",91,42.7764686,-94.2071868,14,40,5054
"1267",2019,"Ida",47,"Western",0,42.3868747,-95.5134962,9,19.5,2881.5
"1268",2019,"Ida",47,"Western",93,42.3868747,-95.5134962,9,19.5,2881.5
"1269",2019,"Iowa",48,"Cedar Rapids",0,41.6863229,-92.065524,13.5,31.5,4678.5
"1270",2019,"Iowa",48,"Cedar Rapids",95,41.6863229,-92.065524,13.5,31.5,4678.5
"1271",2019,"Jackson",49,"Eastern",0,42.1717426,-90.5742294,45.5,98,15617
"1272",2019,"Jackson",49,"Eastern",97,42.1717426,-90.5742294,45.5,98,15617
"1273",2019,"Jasper",50,"Cedar Rapids",99,41.6860394,-93.053765,70,148.5,21222.5
"1274",2019,"Jefferson",51,"Cedar Rapids",0,41.0317596,-91.9488774,31,64.5,9654.5
"1275",2019,"Jefferson",51,"Cedar Rapids",101,41.0317596,-91.9488774,31,64.5,9654.5
"1276",2019,"Johnson",52,"Cedar Rapids",103,41.6715511,-91.5880849,196.5,524.5,67736
"1277",2019,"Jones",53,"Cedar Rapids",105,42.1212397,-91.1314352,25,57.5,8040.5
"1278",2019,"Keokuk",54,"Cedar Rapids",0,41.336465,-92.1786426,20.5,48.5,6759
"1279",2019,"Keokuk",54,"Cedar Rapids",107,41.336465,-92.1786426,20.5,48.5,6759
"1280",2019,"Kossuth",55,"Western",109,43.20413,-94.2067199,15,33,4858.5
"1281",2019,"Lee",56,"Eastern",111,40.6419764,-91.479264,117,267.5,37150
"1282",2019,"Linn",57,"Cedar Rapids",0,42.0789478,-91.5989646,532.5,1375,186408
"1283",2019,"Linn",57,"Cedar Rapids",113,42.0789478,-91.5989646,532.5,1375,186408
"1284",2019,"Louisa",58,"Eastern",115,41.2185073,-91.2596184,24.5,60,8407
"1285",2019,"Lucas",59,"Des Moines",0,41.0293738,-93.3277207,18,32,5165.5
"1286",2019,"Lucas",59,"Des Moines",117,41.0293738,-93.3277207,18,32,5165.5
"1287",2019,"Lyon",60,"Western",119,43.380497,-96.2102924,5,11,1427.5
"1288",2019,"Madison",61,"Des Moines",121,41.3307142,-94.0155619,17,46,5186
"1289",2019,"Madison",61,"Des Moines",121,41.3307142,-94.0155619,18.5,51.5,6596.5
"1290",2019,"Mahaska",62,"Cedar Rapids",123,41.3352035,-92.6409094,55,121,17473.5
"1291",2019,"Marion",63,"Des Moines",0,41.3344515,-93.0994367,38.5,85,12909.5
"1292",2019,"Marion",63,"Des Moines",125,41.3344515,-93.0994367,38.5,85,12909.5
"1293",2019,"Marshall",64,"Northern",127,42.0358499,-92.9987706,102.5,244,33690.5
"1294",2019,"Mills",65,"Western",129,41.0334523,-95.6213267,27,55.5,8604
"1295",2019,"Mills",65,"Western",129,41.0334523,-95.6213267,27,57.5,8489.5
"1296",2019,"Mitchell",66,"Northern",0,43.3564124,-92.7890315,14,26.5,3853.5
"1297",2019,"Mitchell",66,"Northern",131,43.3564124,-92.7890315,14,26.5,3853.5
"1298",2019,"Monona",67,"Western",0,42.0516663,-95.9599235,17,41.5,5465.5
"1299",2019,"Monona",67,"Western",133,42.0516663,-95.9599235,17,41.5,5465.5
"1300",2019,"Monroe",68,"Cedar Rapids",0,41.0297826,-92.8689877,22.5,52,7318.5
"1301",2019,"Monroe",68,"Cedar Rapids",135,41.0297826,-92.8689877,22.5,52,7318.5
"1302",2019,"Montgomery",69,"Western",137,41.03014,-95.1563758,40.5,91.5,13920.5
"1303",2019,"Muscatine",70,"Eastern",0,41.4839221,-91.1127562,108,251,34971
"1304",2019,"Muscatine",70,"Eastern",139,41.4839221,-91.1127562,108,251,34971
"1305",2019,"O'Brien",71,"Western",NA,43.0837527,-95.6248784,15,36,4972.5
"1306",2019,"Osceola",72,"Western",0,43.3785704,-95.6236852,7,16,2154
"1307",2019,"Osceola",72,"Western",143,43.3785704,-95.6236852,7,16,2154
"1308",2019,"Page",73,"Western",145,40.7391444,-95.1501747,31,66,9905.5
"1309",2019,"Palo Alto",74,"Western",NA,43.0820643,-94.6781371,12,24,3478
"1310",2019,"Plymouth",75,"Western",0,42.7378346,-96.2140431,30,64.5,9904.5
"1311",2019,"Plymouth",75,"Western",149,42.7378346,-96.2140431,30,64.5,9904.5
"1312",2019,"Pocahontas",76,"Northern",0,42.7341351,-94.6787466,10.5,22.5,3236.5
"1313",2019,"Pocahontas",76,"Northern",0,42.7341351,-94.6787466,12.5,29.5,4354.5
"1314",2019,"Pocahontas",76,"Northern",151,42.7341351,-94.6787466,10.5,22.5,3236.5
"1315",2019,"Pocahontas",76,"Northern",151,42.7341351,-94.6787466,12.5,29.5,4354.5
"1316",2019,"Polk",77,"Des Moines",0,41.6855048,-93.5735335,1243,3056,416926
"1317",2019,"Polk",77,"Des Moines",153,41.6855048,-93.5735335,1243,3056,416926
"1318",2019,"Pottawattamie",78,"Western",155,41.3366123,-95.5423935,326.5,759,107838.5
"1319",2019,"Poweshiek",79,"Cedar Rapids",157,41.6864422,-92.5314684,32.5,83.5,10503
"1320",2019,"Poweshiek",79,"Cedar Rapids",157,41.6864422,-92.5314684,34,77,10755
"1321",2019,"Ringgold",80,"Des Moines",159,40.7352023,-94.2439719,7,13.5,1876.5
"1322",2019,"Sac",81,"Western",0,42.3862604,-95.1053946,9.5,23,2974
"1323",2019,"Sac",81,"Western",161,42.3862604,-95.1053946,9.5,23,2974
"1324",2019,"Scott",82,"Eastern",163,41.6370978,-90.6232428,606,1415,196236.5
"1325",2019,"Shelby",83,"Western",0,41.6850926,-95.3102113,13.5,32,4347
"1326",2019,"Shelby",83,"Western",0,41.6850926,-95.3102113,12.5,33,4315.5
"1327",2019,"Shelby",83,"Western",165,41.6850926,-95.3102113,13.5,32,4347
"1328",2019,"Shelby",83,"Western",165,41.6850926,-95.3102113,12.5,33,4315.5
"1329",2019,"Sioux",84,"Western",0,43.0826174,-96.1778827,15,29,4513.5
"1330",2019,"Sioux",84,"Western",167,43.0826174,-96.1778827,15,29,4513.5
"1331",2019,"Story",85,"Des Moines",0,42.0362415,-93.4650448,94.5,204.5,29934
"1332",2019,"Story",85,"Des Moines",169,42.0362415,-93.4650448,94.5,204.5,29934
"1333",2019,"Tama",86,"Cedar Rapids",0,42.0798117,-92.5325425,21.5,50.5,7720
"1334",2019,"Tama",86,"Cedar Rapids",0,42.0798117,-92.5325425,26,64,9414
"1335",2019,"Tama",86,"Cedar Rapids",171,42.0798117,-92.5325425,21.5,50.5,7720
"1336",2019,"Tama",86,"Cedar Rapids",171,42.0798117,-92.5325425,26,64,9414
"1337",2019,"Taylor",87,"Western",173,40.7374324,-94.6964148,12.5,32.5,4429.5
"1338",2019,"Taylor",87,"Western",173,40.7374324,-94.6964148,13.5,31.5,4421
"1339",2019,"Union",88,"Des Moines",0,41.0277304,-94.2423792,31.5,84,11088
"1340",2019,"Union",88,"Des Moines",175,41.0277304,-94.2423792,31.5,84,11088
"1341",2019,"Van Buren",89,"Cedar Rapids",NA,40.7532294,-91.9499871,9.5,18.5,3119
"1342",2019,"Wapello",90,"Cedar Rapids",0,41.0305845,-92.4094499,154.5,359,48663.5
"1343",2019,"Wapello",90,"Cedar Rapids",0,41.0305845,-92.4094499,168,392,54478
"1344",2019,"Wapello",90,"Cedar Rapids",179,41.0305845,-92.4094499,154.5,359,48663.5
"1345",2019,"Wapello",90,"Cedar Rapids",179,41.0305845,-92.4094499,168,392,54478
"1346",2019,"Warren",91,"Des Moines",181,41.3343735,-93.5613594,57,110,17428.5
"1347",2019,"Washington",92,"Cedar Rapids",0,41.335591,-91.7178676,32.5,72.5,10377.5
"1348",2019,"Washington",92,"Cedar Rapids",183,41.335591,-91.7178676,32.5,72.5,10377.5
"1349",2019,"Wayne",93,"Des Moines",185,40.7394702,-93.3273639,8,18,2798.5
"1350",2019,"Wayne",93,"Des Moines",185,40.7394702,-93.3273639,8,21.5,2970.5
"1351",2019,"Webster",94,"Northern",0,42.4279662,-94.1817881,122.5,285,39372
"1352",2019,"Webster",94,"Northern",0,42.4279662,-94.1817881,133.5,284.5,39810.5
"1353",2019,"Webster",94,"Northern",187,42.4279662,-94.1817881,122.5,285,39372
"1354",2019,"Webster",94,"Northern",187,42.4279662,-94.1817881,133.5,284.5,39810.5
"1355",2019,"Winnebago",95,"Northern",189,43.3775678,-93.7341955,20.5,48.5,6063
"1356",2019,"Winnebago",95,"Northern",189,43.3775678,-93.7341955,19.5,43,5856
"1357",2019,"Winneshiek",96,"Northern",191,43.2906746,-91.8437074,17.5,40.5,5157
"1358",2019,"Woodbury",97,"Western",193,42.3897169,-96.0447673,345,873.5,119025.5
"1359",2019,"Worth",98,"Northern",195,43.3773984,-93.2608476,12,24,3649
"1360",2019,"Wright",99,"Northern",197,42.7331189,-93.7351465,33,77,10659.5
