"","year","county","county_FIPS","state_FIPS","othertxix_elig","othertxix_recip","othertxix_pmt","totaltxix_elig","totaltxix_recip","totaltxix_pmt","medneedy_elig","medneedy_pmt","medneedy_recip","avg_reimbursement_per_eligible_person"
"233",2013,"Des Moines","057","19",9557.5,8168.5,4166004.5,9595.5,8217.5,4227099,37,56663.5,62,1531.44594594595
"234",2013,"Dickinson","059","19",1911,1735,1221663,1921,1746,1226610,10,3681.5,12,368.15
"235",2013,"Dubuque","061","19",14590,12436,8334777,14641.5,12505.5,8374775,61,33708,79,552.590163934426
"236",2013,"Emmet","063","19",1611.5,1548,951623.5,1617.5,1555.5,955270.5,6,2923,8,487.166666666667
"237",2013,"Fayette","065","19",3665,3376,2584977.5,3685,3413.5,2647724.5,21,22054,44.5,1050.19047619048
"238",2013,"Floyd","067","19",2935,2751.5,1805081.5,2952.5,2798.5,1818522,18.5,24893.5,41.5,1345.59459459459
"239",2013,"Franklin","069","19",1680.5,1597.5,873747.5,1684,1602.5,875401,4,1627,5,406.75
"240",2013,"Fremont","071","19",1148.5,1125.5,691490.5,1151.5,1128,692607,3,1937,4,645.666666666667
"241",2013,"Greene","073","19",1627.5,1474.5,882973.5,1634.5,1479,884547,5,1500.5,6,300.1
"242",2013,"Grundy","075","19",1098,984,602080,1103,989.5,605815.5,6,2380,7,396.666666666667
"243",2013,"Guthrie","077","19",1389.5,1332,796878.5,1396,1339.5,800089.5,7,4040,9,577.142857142857
"244",2013,"Hamilton","079","19",2382,2177.5,1208280.5,2387.5,2186.5,1208220.5,9,7067,9,785.222222222222
"245",2013,"Hancock","081","19",1334.5,1265,726225.5,1339.5,1270.5,729687,5.5,1033.5,6.5,187.909090909091
"246",2013,"Hardin","083","19",2910,2691.5,1563700,2920,2700,1566926,9.5,2528.5,11,266.157894736842
"247",2013,"Harrison","085","19",2220,2105,1711572,2221.5,2111.5,1717010.5,2,4446.5,6,2223.25
"248",2013,"Henry","087","19",3926,3341,1876502.5,3939,3363,1900376.5,13.5,13872,23,1027.55555555556
"249",2013,"Howard","089","19",1383.5,1238.5,679803,1388.5,1245.5,690387,7,6648,8,949.714285714286
"250",2013,"Humboldt","091","19",1414,1300,855632,1419,1305.5,863457,4.5,5878.5,6,1306.33333333333
"251",2013,"Ida","093","19",910.5,859,558883,914,862.5,568837,4,455,3.5,113.75
"252",2013,"Iowa","095","19",1880.5,1583.5,823754.5,1885,1586,824799.5,4,860.5,5.5,215.125
"253",2013,"Jackson","097","19",3264.5,2891.5,1552882.5,3278,2907.5,1554335.5,13,2654.5,16,204.192307692308
"254",2013,"Jasper","099","19",5880.5,5198,3191566,5911,5280.5,3271044,33,87940.5,71.5,2664.86363636364
"255",2013,"Jefferson","101","19",3365.5,2504.5,1484976.5,3379,2527,1509192,11.5,9162,27.5,796.695652173913
"256",2013,"Johnson","103","19",15686,12456.5,8039395,15730.5,12531,8102170,43.5,55181.5,89.5,1268.54022988506
"257",2013,"Jones","105","19",2536,2302.5,1403656,2540.5,2308,1407375.5,4,603,5,150.75
"258",2013,"Keokuk","107","19",1834.5,1521,915085,1844.5,1527.5,919211,8.5,3340.5,9,393
"259",2013,"Kossuth","109","19",1772,1602.5,1244466,1780,1610,1252477,8,1494.5,8,186.8125
"260",2013,"Lee","111","19",8064,6933.5,3950722.5,8091.5,6972,4003970,25,32237,40.5,1289.48
"261",2013,"Linn","113","19",33417,28007,17505907.5,33558.5,28219.5,17680543.5,133.5,181034.5,238.5,1356.06367041198
"262",2013,"Louisa","115","19",2047.5,1714.5,825247.5,2057.5,1725.5,831416,9,3311,11,367.888888888889
"263",2013,"Lucas","117","19",1836,1667,991175,1844,1677,993904,8,2107,9,263.375
"264",2013,"Lyon","119","19",1049.5,1002,548377,1051,1003.5,548514,1.5,220,2,146.666666666667
"265",2013,"Madison","121","19",1755.5,1601.5,1013495.5,1762,1608.5,1017977.5,6.5,3110,7,478.461538461538
"266",2013,"Mahaska","123","19",4288.5,3753,2165654,4309,3790,2189975,20.5,17538,39,855.512195121951
"267",2013,"Marion","125","19",4134.5,3668.5,2258629,4151.5,3688,2262168.5,15.5,13409.5,19,865.129032258065
"268",2013,"Marshall","127","19",9270,8274.5,6257808.5,9297,8320,6288471,26.5,31718.5,52,1196.92452830189
"269",2013,"Mills","129","19",2192.5,2157.5,7796252.5,2204.5,2170,7827585.5,10,17865,13,1786.5
"270",2013,"Mitchell","131","19",1183.5,1039,657604.5,1189,1043,664336.5,4,2919,4,729.75
"271",2013,"Monona","133","19",1541,1380,902478,1544.5,1386,904933,4,2158,5,539.5
"272",2013,"Monroe","135","19",1205,1115.5,780969.5,1212,1122.5,787428.5,6,5706,8,951
"273",2013,"Montgomery","137","19",2373.5,2209,1405652.5,2379,2217.5,1410400.5,6,4606,8,767.666666666667
"274",2013,"Muscatine","139","19",9722.5,8267.5,4044751.5,9767,8338,4087356,44,39583.5,68,899.625
"275",2013,"O Brien","141","19",1847,1729.5,1688523,1854,1738,1690868,6.5,1915.5,8,294.692307692308
"276",2013,"Osceola","143","19",714.5,675.5,433885,716,677.5,434351.5,2,242.5,2,121.25
"277",2013,"Page","145","19",2788,2655,1825162,2804,2670.5,1852895.5,14,9126.5,19,651.892857142857
"278",2013,"Palo Alto","147","19",1323,1208.5,1054157.5,1326,1214.5,1057853,4.5,1050.5,5.5,233.444444444444
"279",2013,"Plymouth","149","19",2447,2322.5,1543322,2462,2336,1556261,14.5,12209.5,16.5,842.034482758621
"280",2013,"Pocahontas","151","19",1167,1079.5,591123.5,1173,1084.5,596224.5,5,1003.5,6,200.7
"281",2013,"Polk","153","19",87421,70878.5,40853921,87691.5,71294,41215124.5,277,412538.5,484.5,1489.30866425993
"282",2013,"Pottawatta","155","19",18884.5,17496.5,10738451.5,18976.5,17700.5,11053977.5,93,331741,224,3567.10752688172
"283",2013,"Poweshiek","157","19",2455.5,2032.5,1170244,2460.5,2038,1170652.5,5,571,6,114.2
"284",2013,"Ringgold","159","19",860.5,773.5,615483,861,774,615822,1.5,246.5,1,164.333333333333
"285",2013,"Sac","161","19",1244,1156,785719,1248,1161.5,788641.5,4.5,1402.5,4.5,311.666666666667
"286",2013,"Scott","163","19",33491.5,29321,15100043.5,33600.5,29484,15346938,113,126298.5,181.5,1117.68584070796
"287",2013,"Shelby","165","19",1629.5,1490.5,1244535,1639,1499.5,1247396,10,3096.5,10,309.65
"288",2013,"Sioux","167","19",3295,3183,2285112.5,3302,3192,2295288.5,7,6411.5,10,915.928571428571
"289",2013,"Story","169","19",8382.5,7270,4817098.5,8414.5,7304.5,4852598,32,38235,40.5,1194.84375
"290",2013,"Tama","171","19",3103.5,2686.5,1166949.5,3117,2699,1173188.5,13,5627.5,14,432.884615384615
"291",2013,"Taylor","173","19",986.5,928,611708.5,990.5,932,612696.5,4,1250,4,312.5
"292",2013,"Union","175","19",2409.5,2184,1451650.5,2419,2192.5,1453733.5,9,3557.5,11.5,395.277777777778
"293",2013,"Van Buren","177","19",1271.5,1092,514667,1275.5,1097,516109.5,4,316,5,79
"294",2013,"Wapello","179","19",9576.5,8147.5,4607545,9612,8206.5,4680982.5,34.5,59381.5,63.5,1721.20289855072
"295",2013,"Warren","181","19",5005.5,4494.5,3059283,5023.5,4515,3063938.5,18,9524.5,23,529.138888888889
"296",2013,"Washington","183","19",3544,2936,2183287,3555.5,2946,2186870.5,10,3956.5,12,395.65
"297",2013,"Wayne","185","19",1153,1014.5,659532.5,1159,1020.5,663157,6,4265,6,710.833333333333
"298",2013,"Webster","187","19",8295.5,7106.5,4005019.5,8339.5,7180,4073854.5,42.5,85163,90.5,2003.83529411765
"299",2013,"Winnebago","189","19",1374,1288,861181.5,1378,1293.5,861739,4.5,453,5.5,100.666666666667
"300",2013,"Winneshiek","191","19",1879,1625,1461193,1886,1654.5,1478960,9.5,21568.5,28.5,2270.36842105263
"301",2013,"Woodbury","193","19",22830.5,21399,10818926,22915,21542.5,11096679.5,84,188402.5,154.5,2242.8869047619
"302",2013,"Worth","195","19",945,882.5,364613,947.5,884.5,371649,2,1630,2.5,815
"303",2013,"Wright","197","19",2198.5,2053.5,1231146.5,2206.5,2061.5,1236370,9,2179,9.5,242.111111111111
"304",2014,"Adair","001","19",1052.5,1057.5,686209.5,1055,1058,686526,1,47.5,4,47.5
"305",2014,"Adams","003","19",679.5,690,591063,681.5,693.5,591311.5,1,321,2,321
"306",2014,"Allamakee","005","19",2346.5,2367.5,1510349,2349.5,2368,1512366.5,3,467,5,155.666666666667
"307",2014,"Appanoose","007","19",2972,3161,2021340,2975.5,3163,2021994,3,1623,5.5,541
"308",2014,"Audubon","009","19",851,899.5,571422.5,853,901,571569,2,617.5,5,308.75
"309",2014,"Benton","011","19",3304.5,3486,2513559.5,3312.5,3489,2514771,6.5,1153.5,10,177.461538461538
"310",2014,"Black Hawk","013","19",27393,27562.5,16297093,27419,27594,16343234,41.5,41496,126.5,999.903614457831
"311",2014,"Boone","015","19",3811.5,3981.5,6605913,3820.5,3985.5,6610206,9,3554,12,394.888888888889
"312",2014,"Bremer","017","19",2184,2275.5,1508233,2190,2280,1512214.5,5,3918.5,9,783.7
"313",2014,"Buchanan","019","19",2905,3111.5,2158560.5,2910.5,3119,2159934,6,2440.5,19,406.75
"314",2014,"Buena Vist","021","19",4215.5,4272,2341147.5,4222.5,4278.5,2343280.5,6.5,1302.5,10,200.384615384615
"315",2014,"Butler","023","19",2192.5,2330,1652944.5,2195,2334,1649298.5,3,13184,20.5,4394.66666666667
"316",2014,"Calhoun","025","19",1450,1503,1163277,1454,1505,1163845,4,641.5,5.5,160.375
"317",2014,"Carroll","027","19",3447,3922,3676881.5,3457.5,3980,3692021.5,11,13010,57.5,1182.72727272727
"318",2014,"Cass","029","19",2755.5,2756.5,2058551,2760.5,2758.5,2060182.5,5,3595,10,719
"319",2014,"Cedar","031","19",2100.5,2210,1115998,2106,2214,1117402,5.5,2185.5,8,397.363636363636
"320",2014,"Cent. Off","","0",NA,NA,NA,NA,NA,NA,0,0,0,NA
"321",2014,"Cent. Off",NA,NA,0,1473,11231847.5,0,1473,11236420.5,0,0,0,NA
"322",2014,"Cerro Gord","033","19",8453,8904,6388600.5,8472.5,8923,6402716,17,14115,53,830.294117647059
"323",2014,"Cherokee","035","19",1644.5,1739,1126505,1650.5,1745.5,1132295,6,1591,8,265.166666666667
"324",2014,"Chickasaw","037","19",1481.5,1548,1110520.5,1488,1551,1112519,6.5,3649.5,11,561.461538461538
"325",2014,"Clarke","039","19",2087.5,2130,1774742,2090.5,2133.5,1783187.5,3,3355.5,10.5,1118.5
"326",2014,"Clay","041","19",2759,2873,1762589,2773,2882.5,1782566,13.5,8176.5,20,605.666666666667
"327",2014,"Clayton","043","19",2262,2282,2003730.5,2265.5,2283.5,2004428.5,1,944,4.5,944
"328",2014,"Clinton","045","19",10882,11229.5,7382097.5,10890.5,11235.5,7388753.5,9.5,6655,44.5,700.526315789474
"329",2014,"Crawford","047","19",3162,3231.5,1717277.5,3174,3238.5,1724061.5,12.5,6083,21.5,486.64
"330",2014,"Dallas","049","19",6184,6604,4115861.5,6205.5,6627,4122958,21,10816.5,28,515.071428571429
"331",2014,"Davis","051","19",1237,1263,767388.5,1239,1264.5,768463.5,2,238,3,119
"332",2014,"Decatur","053","19",1793.5,1816,1025719.5,1796.5,1816,1025799,2,127.5,5,63.75
"333",2014,"Delaware","055","19",1981.5,2112,1464224.5,1989.5,2116.5,1466199,8,1706.5,9.5,213.3125
"334",2014,"Des Moines","057","19",9905,9816,5227512.5,9924,9827,5235105,18,10878,41.5,604.333333333333
"335",2014,"Dickinson","059","19",2017.5,2143.5,1313541.5,2021,2146,1314864.5,3,1995,10.5,665
"336",2014,"Dubuque","061","19",15230,15313.5,9808915.5,15262,15341,9838522.5,30.5,28228,56.5,925.508196721311
"337",2014,"Emmet","063","19",1714.5,1801,1093825.5,1720.5,1804,1095345.5,6,2511.5,8,418.583333333333
"338",2014,"Fayette","065","19",3914.5,4189.5,3125185,3926,4198.5,3133020.5,12,8023,37.5,668.583333333333
"339",2014,"Floyd","067","19",3280,3514.5,2459212,3286,3522.5,2470108,5,14560.5,26,2912.1
"340",2014,"Franklin","069","19",1709,1753.5,992329,1714.5,1755.5,995696.5,5,848.5,6,169.7
"341",2014,"Fremont","071","19",1220.5,1283.5,784538,1224.5,1287.5,818435,4,2256.5,4,564.125
"342",2014,"Greene","073","19",1671,1748.5,1046752.5,1677,1750.5,1048132.5,4.5,2038,7.5,452.888888888889
"343",2014,"Grundy","075","19",1155.5,1218,663817,1160.5,1220,666197,4,2379,5.5,594.75
"344",2014,"Guthrie","077","19",1430.5,1533,904467,1436.5,1538.5,909536,6,1625.5,7,270.916666666667
"345",2014,"Hamilton","079","19",2510,2639.5,1461178,2513.5,2642.5,1463478.5,3.5,2135.5,10,610.142857142857
"346",2014,"Hancock","081","19",1393,1464,851369.5,1396,1467.5,883449,3,933,4,311
"347",2014,"Hardin","083","19",2965,3017,1870177.5,2970.5,3021.5,1870945.5,5,812.5,7,162.5
"348",2014,"Harrison","085","19",2474.5,2551,2275430,2477,2552.5,2291819.5,2.5,2666,5,1066.4
"349",2014,"Henry","087","19",3984,3977.5,2293143.5,3987,3981,2301881.5,3,3039.5,13,1013.16666666667
"350",2014,"Howard","089","19",1421.5,1420.5,806581,1424.5,1423.5,806786.5,3,507,4.5,169
"351",2014,"Humboldt","091","19",1418.5,1500.5,978567,1421.5,1502.5,979792,4,5426.5,6,1356.625
"352",2014,"Ida","093","19",973,1056,735698.5,973.5,1056.5,736020,0.5,975,5.5,1950
"353",2014,"Iowa","095","19",2928.5,3159,1516797.5,2929.5,3160,1517815.5,1,459.5,4,459.5
"354",2014,"Jackson","097","19",3444,3511.5,1968011,3455.5,3520,1971267.5,11,3038,11.5,276.181818181818
"355",2014,"Jasper","099","19",6473.5,7295,4177088,6496,7329.5,4185992,16.5,10396.5,45.5,630.090909090909
"356",2014,"Jefferson","101","19",3460,3454.5,2062969.5,3463.5,3459,2063344,4,1996.5,12,499.125
"357",2014,"Johnson","103","19",16008,16046,9790212.5,16039.5,16073,9817844.5,29.5,24820,62,841.35593220339
"358",2014,"Jones","105","19",2665.5,2837.5,1738466,2669.5,2838.5,1739777.5,3.5,643,5,183.714285714286
"359",2014,"Keokuk","107","19",1830.5,1851.5,1155344.5,1832,1858.5,1162112,2,2604,9.5,1302
"360",2014,"Kossuth","109","19",1858,1882,1428359,1866,1890,1441956.5,9,4297.5,10,477.5
"361",2014,"Lee","111","19",8577.5,8462,5052029,8589.5,8470.5,5056089,9,6485.5,26.5,720.611111111111
"362",2014,"Linn","113","19",38573,39033.5,23357287.5,38625.5,39126,23588220.5,67,171091.5,230.5,2553.60447761194
"363",2014,"Louisa","115","19",1975.5,2014.5,914087,1980,2016.5,914726,4.5,557,5.5,123.777777777778
"364",2014,"Lucas","117","19",1849.5,1986.5,1149162,1852.5,1989.5,1149190.5,3,84.5,5,28.1666666666667
"365",2014,"Lyon","119","19",1076.5,1178,603953.5,1078.5,1181,604962,2,1251,3,625.5
"366",2014,"Madison","121","19",1900.5,2028.5,1164631,1903.5,2032,1165755.5,4,2539,7,634.75
"367",2014,"Mahaska","123","19",4312.5,4344.5,2603348.5,4317.5,4350,2604035,10.5,3306.5,23.5,314.904761904762
"368",2014,"Marion","125","19",4237.5,4350.5,2609178,4251,4363,2619495,13.5,8184.5,17,606.259259259259
"369",2014,"Marshall","127","19",9440.5,9640.5,7341825.5,9453,9660,7384107,16.5,29314,41,1776.60606060606
"370",2014,"Mills","129","19",2331.5,2395.5,8062300,2336,2399,8075028.5,3,3171,12.5,1057
"371",2014,"Mitchell","131","19",1222.5,1225,802374,1224.5,1226,802549,1,86.5,4,86.5
"372",2014,"Monona","133","19",1606.5,1698,1018929,1611,1699,1021264,4,2024,6,506
"373",2014,"Monroe","135","19",1321.5,1417,948798,1325,1419.5,966673,3.5,1954,8,558.285714285714
"374",2014,"Montgomery","137","19",2501.5,2581,1740004.5,2503.5,2583,1740742.5,2,459.5,5,229.75
"375",2014,"Muscatine","139","19",9949,10030.5,5238887.5,9971,10058,5251045.5,24.5,20186,51.5,823.918367346939
"376",2014,"O Brien","141","19",1906.5,2113.5,1915635,1912,2120,1918136,6,4246,8,707.666666666667
"377",2014,"Osceola","143","19",789.5,812,549707,790,813,549718,0,0,0.5,NA
"378",2014,"Page","145","19",2904,3095,2093824,2912.5,3101,2105724.5,8,3405.5,12.5,425.6875
"379",2014,"Palo Alto","147","19",1385.5,1441.5,1184392.5,1390.5,1444,1185261,5,866,5.5,173.2
"380",2014,"Plymouth","149","19",2714.5,2908.5,1882372,2728.5,2919.5,1888272,14,5953.5,17,425.25
"381",2014,"Pocahontas","151","19",1216.5,1231.5,722760,1220,1234,723668.5,3,907.5,3.5,302.5
"382",2014,"Polk","153","19",94139,93682,53234199,94276.5,93819,53385570.5,149,204398.5,386,1371.80201342282
"383",2014,"Pottawatta","155","19",22092,22657,14267003.5,22127.5,22728,14376626,51,127688.5,168.5,2503.69607843137
"384",2014,"Poweshiek","157","19",2496,2465,1396072.5,2500.5,2466.5,1396681.5,4.5,641,7,142.444444444444
"385",2014,"Ringgold","159","19",932.5,943,764526,932.5,943,764569,0.5,77.5,2,155
"386",2014,"Sac","161","19",1303,1400,978216,1306,1401.5,979571,3,1144,4,381.333333333333
"387",2014,"Scott","163","19",37918,37566.5,20377277.5,37962,37620.5,20478860,63,109419,168.5,1736.80952380952
"388",2014,"Shelby","165","19",1680,1708,1478960.5,1689,1712,1485637,8,10354.5,11.5,1294.3125
"389",2014,"Sioux","167","19",3463,3754,2744687,3466.5,3759.5,2746945,4,577,7,144.25
"390",2014,"Story","169","19",8864,8811.5,5841111.5,8890,8830,5880333,24,11557,34,481.541666666667
"391",2014,"Tama","171","19",3125.5,3166.5,1567167,3133,3171.5,1573475,7,5305.5,10,757.928571428571
"392",2014,"Taylor","173","19",1098.5,1197.5,689705.5,1099.5,1198,689807.5,1,258.5,4,258.5
"393",2014,"Union","175","19",2517.5,2524,1787451,2527,2529.5,1795184,8,4416.5,10,552.0625
"394",2014,"Van Buren","177","19",1276,1335,701270.5,1281,1337,702601.5,5,1190.5,6,238.1
"395",2014,"Wapello","179","19",9784.5,9798,5573990,9806.5,9810.5,5587988.5,18.5,8242.5,52,445.540540540541
"396",2014,"Warren","181","19",5233.5,5559.5,3578739,5241,5565,3585123.5,8,2246,16.5,280.75
"397",2014,"Washington","183","19",3517,3566.5,2536682.5,3522,3571.5,2537640,5,987,6.5,197.4
"398",2014,"Wayne","185","19",1186.5,1235.5,824476,1190,1236.5,825976.5,2,1993.5,5.5,996.75
"399",2014,"Webster","187","19",8653.5,9102,5317847,8677,9122.5,5338723.5,26.5,13793.5,66,520.509433962264
"400",2014,"Winnebago","189","19",1455,1474.5,1005683,1458,1476.5,1006478.5,3,795.5,4.5,265.166666666667
"401",2014,"Winneshiek","191","19",2130,2249,1868839,2134.5,2258,1872895,4.5,7050,17,1566.66666666667
"402",2014,"Woodbury","193","19",24750.5,26023.5,13572622.5,24807,26075.5,13617765,56,44600.5,124,796.4375
"403",2014,"Worth","195","19",1020.5,1023.5,485668.5,1020.5,1023.5,485668.5,0,0.5,0.5,Inf
"404",2014,"Wright","197","19",2279,2349.5,1544866.5,2285.5,2356,1548733.5,6,4280,9,713.333333333333
"405",2015,"Adair","001","19",1063,1088,806812,1063,1088,806812,0,0,0,NA
"406",2015,"Adams","003","19",652.5,684.5,606157,653.5,685.5,606728.5,1,409,1,409
"407",2015,"Allamakee","005","19",2257.5,2338,1528704.5,2257.5,2338,1528709.5,0,0,0,NA
"408",2015,"Appanoose","007","19",3255.5,3326,2233045,3256.5,3327,2241288,2,131,2,65.5
"409",2015,"Audubon","009","19",1001.5,1000.5,664470,1003.5,1002.5,666299,2,3563.5,2,1781.75
"410",2015,"Benton","011","19",3561,3646,2727756,3562.5,3647,2727910,2,153,3,76.5
"411",2015,"Black Hawk","013","19",28735,28849,17105741.5,28747,28874.5,17118564.5,13,17851,29,1373.15384615385
"412",2015,"Boone","015","19",4047.5,4130,6828693.5,4050,4132,6829054,1.5,753,2.5,502
"413",2015,"Bremer","017","19",2313.5,2397,1617742,2314.5,2398,1616798.5,1,901.5,2,901.5
"414",2015,"Buchanan","019","19",3398.5,3419.5,2202859,3402,3423.5,2204965,3.5,1275.5,5,364.428571428571
"415",2015,"Buena Vist","021","19",4206,4237.5,2567323.5,4210,4246.5,2569474.5,6,2687,8,447.833333333333
"416",2015,"Butler","023","19",2605.5,2637,1781525.5,2607.5,2639,1784880.5,2,1490.5,3.5,745.25
"417",2015,"Calhoun","025","19",1476,1510,1235086.5,1477,1511.5,1235351.5,1,20.5,1,20.5
"418",2015,"Carroll","027","19",5354,5558,4188862.5,5360,5574,4198297.5,6.5,8215,15.5,1263.84615384615
"419",2015,"Cass","029","19",2749,2741.5,2105150,2750,2742.5,2106325,1,607,1,607
"420",2015,"Cedar","031","19",2222.5,2280.5,1271502.5,2224.5,2282,1272113.5,2,575.5,2,287.75
"421",2015,"Cent. Off","","0",0,464,7757109.5,0,464,7757109.5,0,0,0,NA
"422",2015,"Cent. Off",NA,NA,0,2831.5,13499954.5,0,2839.5,13499954.5,0,0,0,NA
"423",2015,"Cerro Gord","033","19",9532.5,9495.5,6730649,9537.5,9507.5,6737977,6,4015.5,15,669.25
"424",2015,"Cherokee","035","19",1780.5,1834,1217713.5,1784.5,1839.5,1218784.5,4,1774,4.5,443.5
"425",2015,"Chickasaw","037","19",1586,1615.5,1121104.5,1586,1615.5,1121200,0,0,0,NA
"426",2015,"Clarke","039","19",2082.5,2128.5,1774664,2083.5,2132.5,1776396,3,1432,4,477.333333333333
"427",2015,"Clay","041","19",2816.5,2853.5,1841350,2819.5,2862,1842919.5,3,996,5.5,332
"428",2015,"Clayton","043","19",2282,2296.5,2067721,2283,2298,2068042,1,223.5,1,223.5
"429",2015,"Clinton","045","19",11740.5,11846,7866762.5,11740.5,11847.5,7865321,0,69.5,1.5,Inf
"430",2015,"Crawford","047","19",3158.5,3231.5,1794795,3162,3236.5,1799347,4,2718,6,679.5
"431",2015,"Dallas","049","19",6745,7126,4451564,6757.5,7141,4459950,11,3385,14,307.727272727273
"432",2015,"Davis","051","19",1299,1310,896059,1299,1310,896059,0,0,0,NA
"433",2015,"Decatur","053","19",1841,1865,1131905.5,1841,1865,1131905.5,0,0,0,NA
"434",2015,"Delaware","055","19",2207,2231,1602979,2210.5,2234.5,1605081,3.5,1015,4,290
"435",2015,"Des Moines","057","19",10128,9910,5982008.5,10129,9913.5,5984136,2.5,3102,5,1240.8
"436",2015,"Dickinson","059","19",2118,2138,1483069,2121,2141.5,1483691,3,950,3,316.666666666667
"437",2015,"Dubuque","061","19",16324.5,16052.5,10878590,16341,16075.5,10888121.5,19,7306,26,384.526315789474
"438",2015,"Emmet","063","19",1633.5,1689,1098254.5,1634.5,1691.5,1098686.5,0,520.5,1.5,Inf
"439",2015,"Fayette","065","19",4486.5,4553.5,3375898.5,4489,4559.5,3384721.5,4.5,2947,8,654.888888888889
"440",2015,"Floyd","067","19",3749,3804,2670012,3750,3811,2681272.5,1,1891,4.5,1891
"441",2015,"Franklin","069","19",1708,1740.5,1029140,1710,1742.5,1029421,2,455.5,2,227.75
"442",2015,"Fremont","071","19",1269,1305,863686.5,1271,1307.5,864784,3,416,3,138.666666666667
"443",2015,"Greene","073","19",1775,1839,1248908,1777,1839.5,1251213.5,2,946,2,473
"444",2015,"Grundy","075","19",1221.5,1236,699392.5,1222,1236.5,699623,0,22.5,0.5,Inf
"445",2015,"Guthrie","077","19",1604.5,1677,1060688.5,1608,1681,1061513.5,4,1107.5,4.5,276.875
"446",2015,"Hamilton","079","19",2480.5,2554.5,1530695.5,2480.5,2555.5,1530807,0,0,0,NA
"447",2015,"Hancock","081","19",1449.5,1459,894096.5,1451.5,1461.5,894709,2,614,2,307
"448",2015,"Hardin","083","19",3040.5,3095,1959038.5,3041.5,3096,1959304.5,1,357,1.5,357
"449",2015,"Harrison","085","19",2458.5,2526.5,2357509.5,2460,2528.5,2357669.5,1,706,2,706
"450",2015,"Henry","087","19",4071,4085,2521940.5,4072,4086.5,2522715,0.5,611,2,1222
"451",2015,"Howard","089","19",1366,1375,793772.5,1369,1377.5,793889,3,100,3,33.3333333333333
"452",2015,"Humboldt","091","19",1484,1518.5,1102936.5,1484.5,1519.5,1102936.5,0,175.5,1,Inf
"453",2015,"Ida","093","19",1038.5,1083,745813.5,1038.5,1083,745813.5,0,0,0,NA
"454",2015,"Iowa","095","19",2770.5,2835,1416084.5,2771,2835.5,1416084.5,0,2.5,0.5,Inf
"455",2015,"Jackson","097","19",3484.5,3501.5,2116969,3486.5,3506,2117926.5,2,809,3.5,404.5
"456",2015,"Jasper","099","19",6464.5,6725,4125375.5,6466,6728,4126392,2,1016.5,6,508.25
"457",2015,"Jefferson","101","19",3563.5,3530.5,2228878,3566.5,3532.5,2229026.5,3,63,3,21
"458",2015,"Johnson","103","19",16981.5,16890,11010399.5,17004.5,16918.5,11018109,20.5,16273,28.5,793.80487804878
"459",2015,"Jones","105","19",3050.5,3096.5,1970018.5,3050.5,3098,1970018.5,0,302,1,Inf
"460",2015,"Keokuk","107","19",1865.5,1910,1118972.5,1867.5,1911,1118993.5,1.5,127,2,84.6666666666667
"461",2015,"Kossuth","109","19",1904.5,1934.5,1489333,1906.5,1936.5,1489517.5,2,216,2.5,108
"462",2015,"Lee","111","19",8580.5,8517,5175963.5,8587,8522,5176992.5,6,1695.5,6.5,282.583333333333
"463",2015,"Linn","113","19",42415.5,42736.5,25306984,42456,42825.5,25372659.5,36.5,51389,88.5,1407.91780821918
"464",2015,"Louisa","115","19",2035,2006.5,1158453.5,2039.5,2011,1159115,5,734.5,5,146.9
"465",2015,"Lucas","117","19",1877,1943.5,1332715,1880,1946.5,1332874.5,3,256,3,85.3333333333333
"466",2015,"Lyon","119","19",1219.5,1223.5,710314.5,1220.5,1225,710368.5,1,15,1,15
"467",2015,"Madison","121","19",1992.5,2031,1205331.5,1993,2032,1205786.5,0.5,110,1,220
"468",2015,"Mahaska","123","19",4397.5,4458,2774111.5,4398.5,4459.5,2774621,1,523,2,523
"469",2015,"Marion","125","19",4463.5,4602,2963193.5,4467,4606,2963972,3.5,548,5.5,156.571428571429
"470",2015,"Marshall","127","19",10184,10173,8055700,10198.5,10189,8073067,13.5,18678.5,18.5,1383.59259259259
"471",2015,"Mills","129","19",2359.5,2434.5,8183584.5,2360,2436,8183832.5,0.5,66,1.5,132
"472",2015,"Mitchell","131","19",1295.5,1292,879200.5,1298.5,1295.5,879239.5,3,77,3,25.6666666666667
"473",2015,"Monona","133","19",1765.5,1770.5,1199811.5,1765.5,1770.5,1199811.5,0,0,0,NA
"474",2015,"Monroe","135","19",1449.5,1478.5,1093801,1449.5,1479,1093849.5,0,0,0,NA
"475",2015,"Montgomery","137","19",2374,2429.5,1799376.5,2374.5,2430,1802509,0,0,0,NA
"476",2015,"Muscatine","139","19",10131,10191.5,5266787.5,10148.5,10210,5305772.5,17,9527,21,560.411764705882
"477",2015,"O Brien","141","19",2167,2196.5,2050895.5,2169,2199.5,2053506.5,3,1307,4,435.666666666667
"478",2015,"Osceola","143","19",845,860.5,532393.5,847,862,539336.5,1.5,2171.5,1,1447.66666666667
"479",2015,"Page","145","19",2961,3065,2124468.5,2965.5,3071,2125428,4.5,1033,6,229.555555555556
"480",2015,"Palo Alto","147","19",1461.5,1491.5,1213671,1461.5,1491.5,1213707,0,0,0,NA
"481",2015,"Plymouth","149","19",2963.5,3008.5,2036499.5,2968.5,3014.5,2038520.5,6,2076.5,6,346.083333333333
