"","year","county_name","dhs_service_area","judicial_district","disposition","reports","unique_children","duplicate_children","County_FIPS","State_FIPS","lat","long"
"976",2007,"Delaware","3-Dubuque","1-First JD","Confirmed",9,11,11,"055","19",42.471211,-91.3673502
"977",2007,"Delaware","3-Dubuque","1-First JD","Founded",35,49,52,"055","19",42.471211,-91.3673502
"978",2007,"Delaware","3-Dubuque","1-First JD","Unconfirmed",68,79,109,"055","19",42.471211,-91.3673502
"979",2007,"Des Moines","8-Davenport","8-Eigth JD","Confirmed",21,23,25,"057","19",40.9231829,-91.1814707
"980",2007,"Des Moines","8-Davenport","8-Eigth JD","Founded",129,171,199,"057","19",40.9231829,-91.1814707
"981",2007,"Des Moines","8-Davenport","8-Eigth JD","Unconfirmed",294,330,445,"057","19",40.9231829,-91.1814707
"982",2007,"Dickinson","1-Sioux City","3-Third JD","Confirmed",10,10,11,"059","19",43.3779848,-95.1508301
"983",2007,"Dickinson","1-Sioux City","3-Third JD","Founded",32,45,52,"059","19",43.3779848,-95.1508301
"984",2007,"Dickinson","1-Sioux City","3-Third JD","Unconfirmed",63,69,93,"059","19",43.3779848,-95.1508301
"985",2007,"Dubuque","3-Dubuque","1-First JD","Confirmed",45,45,54,"061","19",42.468832,-90.8824564
"986",2007,"Dubuque","3-Dubuque","1-First JD","Founded",254,343,396,"061","19",42.468832,-90.8824564
"987",2007,"Dubuque","3-Dubuque","1-First JD","Unconfirmed",505,560,769,"061","19",42.468832,-90.8824564
"988",2007,"Emmet","1-Sioux City","3-Third JD","Confirmed",12,13,14,"063","19",43.3780225,-94.6784803
"989",2007,"Emmet","1-Sioux City","3-Third JD","Founded",37,55,67,"063","19",43.3780225,-94.6784803
"990",2007,"Emmet","1-Sioux City","3-Third JD","Unconfirmed",56,67,97,"063","19",43.3780225,-94.6784803
"991",2007,"Fayette","3-Dubuque","1-First JD","Confirmed",9,9,11,"065","19",42.8625919,-91.8443207
"992",2007,"Fayette","3-Dubuque","1-First JD","Founded",72,96,111,"065","19",42.8625919,-91.8443207
"993",2007,"Fayette","3-Dubuque","1-First JD","Unconfirmed",110,107,161,"065","19",42.8625919,-91.8443207
"994",2007,"Floyd","2-Waterloo","2-Second JD","Confirmed",23,35,37,"067","19",43.0599208,-92.7890033
"995",2007,"Floyd","2-Waterloo","2-Second JD","Founded",57,94,106,"067","19",43.0599208,-92.7890033
"996",2007,"Floyd","2-Waterloo","2-Second JD","Unconfirmed",122,131,203,"067","19",43.0599208,-92.7890033
"997",2007,"Franklin","2-Waterloo","2-Second JD","Confirmed",9,10,11,"069","19",42.7325458,-93.262473
"998",2007,"Franklin","2-Waterloo","2-Second JD","Founded",22,44,44,"069","19",42.7325458,-93.262473
"999",2007,"Franklin","2-Waterloo","2-Second JD","Unconfirmed",39,55,61,"069","19",42.7325458,-93.262473
"1000",2007,"Fremont","5-Council Bluffs","4-FourthJD","Confirmed",3,3,3,"071","19",40.7455892,-95.6046765
"1001",2007,"Fremont","5-Council Bluffs","4-FourthJD","Founded",17,32,32,"071","19",40.7455892,-95.6046765
"1002",2007,"Fremont","5-Council Bluffs","4-FourthJD","Unconfirmed",45,64,79,"071","19",40.7455892,-95.6046765
"1003",2007,"Greene","5-Council Bluffs","2-Second JD","Confirmed",7,11,11,"073","19",42.0362394,-94.3968356
"1004",2007,"Greene","5-Council Bluffs","2-Second JD","Founded",22,30,33,"073","19",42.0362394,-94.3968356
"1005",2007,"Greene","5-Council Bluffs","2-Second JD","Unconfirmed",51,60,77,"073","19",42.0362394,-94.3968356
"1006",2007,"Grundy","2-Waterloo","1-First JD","Confirmed",8,10,11,"075","19",42.4018651,-92.7914177
"1007",2007,"Grundy","2-Waterloo","1-First JD","Founded",18,24,25,"075","19",42.4018651,-92.7914177
"1008",2007,"Grundy","2-Waterloo","1-First JD","Unconfirmed",25,24,37,"075","19",42.4018651,-92.7914177
"1009",2007,"Guthrie","5-Council Bluffs","5-FifthJD","Confirmed",13,16,16,"077","19",41.6837548,-94.501055
"1010",2007,"Guthrie","5-Council Bluffs","5-FifthJD","Founded",16,27,27,"077","19",41.6837548,-94.501055
"1011",2007,"Guthrie","5-Council Bluffs","5-FifthJD","Unconfirmed",43,55,73,"077","19",41.6837548,-94.501055
"1012",2007,"Hamilton","4-Ames","2-Second JD","Confirmed",8,9,10,"079","19",42.3837722,-93.7068085
"1013",2007,"Hamilton","4-Ames","2-Second JD","Founded",40,50,54,"079","19",42.3837722,-93.7068085
"1014",2007,"Hamilton","4-Ames","2-Second JD","Unconfirmed",59,64,90,"079","19",42.3837722,-93.7068085
"1015",2007,"Hancock","2-Waterloo","2-Second JD","Confirmed",8,11,13,"081","19",43.0818861,-93.7342723
"1016",2007,"Hancock","2-Waterloo","2-Second JD","Founded",21,35,39,"081","19",43.0818861,-93.7342723
"1017",2007,"Hancock","2-Waterloo","2-Second JD","Unconfirmed",38,52,60,"081","19",43.0818861,-93.7342723
"1018",2007,"Hardin","4-Ames","2-Second JD","Confirmed",18,23,25,"083","19",42.3838803,-93.2404025
"1019",2007,"Hardin","4-Ames","2-Second JD","Founded",38,53,58,"083","19",42.3838803,-93.2404025
"1020",2007,"Hardin","4-Ames","2-Second JD","Unconfirmed",92,93,127,"083","19",42.3838803,-93.2404025
"1021",2007,"Harrison","5-Council Bluffs","4-FourthJD","Confirmed",11,13,13,"085","19",41.6828528,-95.8169209
"1022",2007,"Harrison","5-Council Bluffs","4-FourthJD","Founded",28,52,53,"085","19",41.6828528,-95.8169209
"1023",2007,"Harrison","5-Council Bluffs","4-FourthJD","Unconfirmed",68,87,107,"085","19",41.6828528,-95.8169209
"1024",2007,"Henry","8-Davenport","8-Eigth JD","Confirmed",16,18,19,"087","19",40.9879383,-91.5445241
"1025",2007,"Henry","8-Davenport","8-Eigth JD","Founded",80,93,141,"087","19",40.9879383,-91.5445241
"1026",2007,"Henry","8-Davenport","8-Eigth JD","Unconfirmed",113,130,169,"087","19",40.9879383,-91.5445241
"1027",2007,"Howard","3-Dubuque","1-First JD","Confirmed",5,3,5,"089","19",43.3567673,-92.3171989
"1028",2007,"Howard","3-Dubuque","1-First JD","Founded",14,18,21,"089","19",43.3567673,-92.3171989
"1029",2007,"Howard","3-Dubuque","1-First JD","Unconfirmed",38,42,50,"089","19",43.3567673,-92.3171989
"1030",2007,"Humboldt","4-Ames","2-Second JD","Confirmed",3,3,3,"091","19",42.7764686,-94.2071868
"1031",2007,"Humboldt","4-Ames","2-Second JD","Founded",8,13,13,"091","19",42.7764686,-94.2071868
"1032",2007,"Humboldt","4-Ames","2-Second JD","Unconfirmed",37,47,60,"091","19",42.7764686,-94.2071868
"1033",2007,"Ida","1-Sioux City","3-Third JD","Confirmed",2,2,2,"093","19",42.3868747,-95.5134962
"1034",2007,"Ida","1-Sioux City","3-Third JD","Founded",8,13,17,"093","19",42.3868747,-95.5134962
"1035",2007,"Ida","1-Sioux City","3-Third JD","Unconfirmed",35,44,60,"093","19",42.3868747,-95.5134962
"1036",2007,"Iowa","7-Cedar Rapids","6-SixthJD","Confirmed",13,14,19,"095","19",41.6863229,-92.065524
"1037",2007,"Iowa","7-Cedar Rapids","6-SixthJD","Founded",22,27,30,"095","19",41.6863229,-92.065524
"1038",2007,"Iowa","7-Cedar Rapids","6-SixthJD","Unconfirmed",38,39,61,"095","19",41.6863229,-92.065524
"1039",2007,"Jackson","3-Dubuque","7-Seventh JD","Confirmed",12,18,20,"097","19",42.1717426,-90.5742294
"1040",2007,"Jackson","3-Dubuque","7-Seventh JD","Founded",33,34,43,"097","19",42.1717426,-90.5742294
"1041",2007,"Jackson","3-Dubuque","7-Seventh JD","Unconfirmed",99,118,154,"097","19",42.1717426,-90.5742294
"1042",2007,"Jasper","4-Ames","5-FifthJD","Confirmed",22,28,31,"099","19",41.6860394,-93.053765
"1043",2007,"Jasper","4-Ames","5-FifthJD","Founded",109,158,166,"099","19",41.6860394,-93.053765
"1044",2007,"Jasper","4-Ames","5-FifthJD","Unconfirmed",169,189,256,"099","19",41.6860394,-93.053765
"1045",2007,"Jefferson","7-Cedar Rapids","8-Eigth JD","Confirmed",9,11,12,"101","19",41.0317596,-91.9488774
"1046",2007,"Jefferson","7-Cedar Rapids","8-Eigth JD","Founded",38,54,62,"101","19",41.0317596,-91.9488774
"1047",2007,"Jefferson","7-Cedar Rapids","8-Eigth JD","Unconfirmed",66,63,100,"101","19",41.0317596,-91.9488774
"1048",2007,"Johnson","7-Cedar Rapids","6-SixthJD","Confirmed",77,108,111,"103","19",41.6715511,-91.5880849
"1049",2007,"Johnson","7-Cedar Rapids","6-SixthJD","Founded",150,230,244,"103","19",41.6715511,-91.5880849
"1050",2007,"Johnson","7-Cedar Rapids","6-SixthJD","Unconfirmed",306,328,411,"103","19",41.6715511,-91.5880849
"1051",2007,"Jones","7-Cedar Rapids","6-SixthJD","Confirmed",10,13,13,"105","19",42.1212397,-91.1314352
"1052",2007,"Jones","7-Cedar Rapids","6-SixthJD","Founded",25,31,34,"105","19",42.1212397,-91.1314352
"1053",2007,"Jones","7-Cedar Rapids","6-SixthJD","Unconfirmed",52,53,72,"105","19",42.1212397,-91.1314352
"1054",2007,"Keokuk","7-Cedar Rapids","8-Eigth JD","Confirmed",6,3,7,"107","19",41.336465,-92.1786426
"1055",2007,"Keokuk","7-Cedar Rapids","8-Eigth JD","Founded",34,60,64,"107","19",41.336465,-92.1786426
"1056",2007,"Keokuk","7-Cedar Rapids","8-Eigth JD","Unconfirmed",51,49,66,"107","19",41.336465,-92.1786426
"1057",2007,"Kossuth","1-Sioux City","3-Third JD","Confirmed",4,3,4,"109","19",43.20413,-94.2067199
"1058",2007,"Kossuth","1-Sioux City","3-Third JD","Founded",36,39,50,"109","19",43.20413,-94.2067199
"1059",2007,"Kossuth","1-Sioux City","3-Third JD","Unconfirmed",42,55,76,"109","19",43.20413,-94.2067199
"1060",2007,"Lee","8-Davenport","8-Eigth JD","Confirmed",37,42,49,"111","19",40.6419764,-91.479264
"1061",2007,"Lee","8-Davenport","8-Eigth JD","Founded",129,178,195,"111","19",40.6419764,-91.479264
"1062",2007,"Lee","8-Davenport","8-Eigth JD","Unconfirmed",220,247,351,"111","19",40.6419764,-91.479264
"1063",2007,"Linn","7-Cedar Rapids","6-SixthJD","Confirmed",193,211,245,"113","19",42.0789478,-91.5989646
"1064",2007,"Linn","7-Cedar Rapids","6-SixthJD","Founded",622,852,975,"113","19",42.0789478,-91.5989646
"1065",2007,"Linn","7-Cedar Rapids","6-SixthJD","Unconfirmed",862,956,1212,"113","19",42.0789478,-91.5989646
"1066",2007,"Louisa","8-Davenport","8-Eigth JD","Confirmed",3,3,3,"115","19",41.2185073,-91.2596184
"1067",2007,"Louisa","8-Davenport","8-Eigth JD","Founded",25,35,39,"115","19",41.2185073,-91.2596184
"1068",2007,"Louisa","8-Davenport","8-Eigth JD","Unconfirmed",66,93,112,"115","19",41.2185073,-91.2596184
"1069",2007,"Lucas","6-Des Moines","5-FifthJD","Confirmed",8,13,13,"117","19",41.0293738,-93.3277207
"1070",2007,"Lucas","6-Des Moines","5-FifthJD","Founded",27,32,34,"117","19",41.0293738,-93.3277207
"1071",2007,"Lucas","6-Des Moines","5-FifthJD","Unconfirmed",41,46,59,"117","19",41.0293738,-93.3277207
"1072",2007,"Lyon","1-Sioux City","3-Third JD","Confirmed",1,2,2,"119","19",43.380497,-96.2102924
"1073",2007,"Lyon","1-Sioux City","3-Third JD","Founded",12,25,25,"119","19",43.380497,-96.2102924
"1074",2007,"Lyon","1-Sioux City","3-Third JD","Unconfirmed",27,44,47,"119","19",43.380497,-96.2102924
"1075",2007,"Madison","6-Des Moines","5-FifthJD","Confirmed",10,15,18,"121","19",41.3307142,-94.0155619
"1076",2007,"Madison","6-Des Moines","5-FifthJD","Founded",32,56,60,"121","19",41.3307142,-94.0155619
"1077",2007,"Madison","6-Des Moines","5-FifthJD","Unconfirmed",97,116,160,"121","19",41.3307142,-94.0155619
"1078",2007,"Mahaska","7-Cedar Rapids","8-Eigth JD","Confirmed",10,8,12,"123","19",41.3352035,-92.6409094
"1079",2007,"Mahaska","7-Cedar Rapids","8-Eigth JD","Founded",71,93,105,"123","19",41.3352035,-92.6409094
"1080",2007,"Mahaska","7-Cedar Rapids","8-Eigth JD","Unconfirmed",127,130,163,"123","19",41.3352035,-92.6409094
"1081",2007,"Marion","6-Des Moines","5-FifthJD","Confirmed",18,19,19,"125","19",41.3344515,-93.0994367
"1082",2007,"Marion","6-Des Moines","5-FifthJD","Founded",47,70,73,"125","19",41.3344515,-93.0994367
"1083",2007,"Marion","6-Des Moines","5-FifthJD","Unconfirmed",135,190,231,"125","19",41.3344515,-93.0994367
"1084",2007,"Marshall","4-Ames","2-Second JD","Confirmed",15,21,22,"127","19",42.0358499,-92.9987706
"1085",2007,"Marshall","4-Ames","2-Second JD","Founded",97,150,161,"127","19",42.0358499,-92.9987706
"1086",2007,"Marshall","4-Ames","2-Second JD","Unconfirmed",265,315,399,"127","19",42.0358499,-92.9987706
"1087",2007,"Mills","5-Council Bluffs","4-FourthJD","Confirmed",10,13,18,"129","19",41.0334523,-95.6213267
"1088",2007,"Mills","5-Council Bluffs","4-FourthJD","Founded",19,30,33,"129","19",41.0334523,-95.6213267
"1089",2007,"Mills","5-Council Bluffs","4-FourthJD","Unconfirmed",95,136,164,"129","19",41.0334523,-95.6213267
"1090",2007,"Mitchell","2-Waterloo","2-Second JD","Confirmed",6,5,8,"131","19",43.3564124,-92.7890315
"1091",2007,"Mitchell","2-Waterloo","2-Second JD","Founded",17,26,30,"131","19",43.3564124,-92.7890315
"1092",2007,"Mitchell","2-Waterloo","2-Second JD","Unconfirmed",41,53,63,"131","19",43.3564124,-92.7890315
"1093",2007,"Monona","5-Council Bluffs","3-Third JD","Confirmed",6,8,8,"133","19",42.0516663,-95.9599235
"1094",2007,"Monona","5-Council Bluffs","3-Third JD","Founded",12,24,24,"133","19",42.0516663,-95.9599235
"1095",2007,"Monona","5-Council Bluffs","3-Third JD","Unconfirmed",23,49,50,"133","19",42.0516663,-95.9599235
"1096",2007,"Monroe","7-Cedar Rapids","8-Eigth JD","Confirmed",4,5,6,"135","19",41.0297826,-92.8689877
"1097",2007,"Monroe","7-Cedar Rapids","8-Eigth JD","Founded",28,34,39,"135","19",41.0297826,-92.8689877
"1098",2007,"Monroe","7-Cedar Rapids","8-Eigth JD","Unconfirmed",26,32,40,"135","19",41.0297826,-92.8689877
"1099",2007,"Montgomery","5-Council Bluffs","4-FourthJD","Confirmed",6,10,10,"137","19",41.03014,-95.1563758
"1100",2007,"Montgomery","5-Council Bluffs","4-FourthJD","Founded",37,60,64,"137","19",41.03014,-95.1563758
"1101",2007,"Montgomery","5-Council Bluffs","4-FourthJD","Unconfirmed",95,104,149,"137","19",41.03014,-95.1563758
"1102",2007,"Muscatine","8-Davenport","7-Seventh JD","Confirmed",52,58,64,"139","19",41.4839221,-91.1127562
"1103",2007,"Muscatine","8-Davenport","7-Seventh JD","Founded",112,165,186,"139","19",41.4839221,-91.1127562
"1104",2007,"Muscatine","8-Davenport","7-Seventh JD","Unconfirmed",293,339,437,"139","19",41.4839221,-91.1127562
"1105",2007,"OBrien","1-Sioux City","3-Third JD","Confirmed",11,16,16,"141","19",43.0837527,-95.6248784
"1106",2007,"OBrien","1-Sioux City","3-Third JD","Founded",37,63,66,"141","19",43.0837527,-95.6248784
"1107",2007,"OBrien","1-Sioux City","3-Third JD","Unconfirmed",76,108,128,"141","19",43.0837527,-95.6248784
"1108",2007,"Osceola","1-Sioux City","3-Third JD","Confirmed",3,3,3,"143","19",43.3785704,-95.6236852
"1109",2007,"Osceola","1-Sioux City","3-Third JD","Founded",15,26,29,"143","19",43.3785704,-95.6236852
"1110",2007,"Osceola","1-Sioux City","3-Third JD","Unconfirmed",34,46,62,"143","19",43.3785704,-95.6236852
"1111",2007,"Page","5-Council Bluffs","4-FourthJD","Confirmed",9,15,15,"145","19",40.7391444,-95.1501747
"1112",2007,"Page","5-Council Bluffs","4-FourthJD","Founded",36,62,68,"145","19",40.7391444,-95.1501747
"1113",2007,"Page","5-Council Bluffs","4-FourthJD","Unconfirmed",105,123,153,"145","19",40.7391444,-95.1501747
"1114",2007,"Palo Alto","1-Sioux City","3-Third JD","Confirmed",4,6,6,"147","19",43.0820643,-94.6781371
"1115",2007,"Palo Alto","1-Sioux City","3-Third JD","Founded",44,62,69,"147","19",43.0820643,-94.6781371
"1116",2007,"Palo Alto","1-Sioux City","3-Third JD","Unconfirmed",26,24,43,"147","19",43.0820643,-94.6781371
"1117",2007,"Plymouth","1-Sioux City","3-Third JD","Confirmed",13,13,15,"149","19",42.7378346,-96.2140431
"1118",2007,"Plymouth","1-Sioux City","3-Third JD","Founded",29,42,52,"149","19",42.7378346,-96.2140431
"1119",2007,"Plymouth","1-Sioux City","3-Third JD","Unconfirmed",75,118,130,"149","19",42.7378346,-96.2140431
"1120",2007,"Pocahontas","4-Ames","2-Second JD","Confirmed",3,4,4,"151","19",42.7341351,-94.6787466
"1121",2007,"Pocahontas","4-Ames","2-Second JD","Founded",13,22,24,"151","19",42.7341351,-94.6787466
"1122",2007,"Pocahontas","4-Ames","2-Second JD","Unconfirmed",25,32,39,"151","19",42.7341351,-94.6787466
"1123",2007,"Polk","6-Des Moines","5-FifthJD","Confirmed",235,293,324,"153","19",41.6855048,-93.5735335
"1124",2007,"Polk","6-Des Moines","5-FifthJD","Founded",899,1309,1400,"153","19",41.6855048,-93.5735335
"1125",2007,"Polk","6-Des Moines","5-FifthJD","Unconfirmed",2167,2717,3482,"153","19",41.6855048,-93.5735335
"1126",2007,"Pottawattamie","5-Council Bluffs","4-FourthJD","Confirmed",67,83,89,"155","19",41.3366123,-95.5423935
"1127",2007,"Pottawattamie","5-Council Bluffs","4-FourthJD","Founded",258,416,442,"155","19",41.3366123,-95.5423935
"1128",2007,"Pottawattamie","5-Council Bluffs","4-FourthJD","Unconfirmed",698,886,1160,"155","19",41.3366123,-95.5423935
"1129",2007,"Poweshiek","4-Ames","8-Eigth JD","Confirmed",12,16,18,"157","19",41.6864422,-92.5314684
"1130",2007,"Poweshiek","4-Ames","8-Eigth JD","Founded",44,63,66,"157","19",41.6864422,-92.5314684
"1131",2007,"Poweshiek","4-Ames","8-Eigth JD","Unconfirmed",58,66,85,"157","19",41.6864422,-92.5314684
"1132",2007,"Ringgold","6-Des Moines","5-FifthJD","Confirmed",4,4,4,"159","19",40.7352023,-94.2439719
"1133",2007,"Ringgold","6-Des Moines","5-FifthJD","Founded",15,25,28,"159","19",40.7352023,-94.2439719
"1134",2007,"Ringgold","6-Des Moines","5-FifthJD","Unconfirmed",14,17,26,"159","19",40.7352023,-94.2439719
"1135",2007,"Sac","5-Council Bluffs","2-Second JD","Confirmed",4,4,4,"161","19",42.3862604,-95.1053946
"1136",2007,"Sac","5-Council Bluffs","2-Second JD","Founded",17,27,28,"161","19",42.3862604,-95.1053946
"1137",2007,"Sac","5-Council Bluffs","2-Second JD","Unconfirmed",30,38,39,"161","19",42.3862604,-95.1053946
"1138",2007,"Scott","8-Davenport","7-Seventh JD","Confirmed",178,216,244,"163","19",41.6370978,-90.6232428
"1139",2007,"Scott","8-Davenport","7-Seventh JD","Founded",416,612,696,"163","19",41.6370978,-90.6232428
"1140",2007,"Scott","8-Davenport","7-Seventh JD","Unconfirmed",1003,1277,1646,"163","19",41.6370978,-90.6232428
"1141",2007,"Shelby","5-Council Bluffs","4-FourthJD","Confirmed",11,11,13,"165","19",41.6850926,-95.3102113
"1142",2007,"Shelby","5-Council Bluffs","4-FourthJD","Founded",21,34,35,"165","19",41.6850926,-95.3102113
"1143",2007,"Shelby","5-Council Bluffs","4-FourthJD","Unconfirmed",46,54,65,"165","19",41.6850926,-95.3102113
"1144",2007,"Sioux","1-Sioux City","3-Third JD","Confirmed",11,13,14,"167","19",43.0826174,-96.1778827
"1145",2007,"Sioux","1-Sioux City","3-Third JD","Founded",25,36,39,"167","19",43.0826174,-96.1778827
"1146",2007,"Sioux","1-Sioux City","3-Third JD","Unconfirmed",48,56,67,"167","19",43.0826174,-96.1778827
"1147",2007,"Story","4-Ames","2-Second JD","Confirmed",45,58,60,"169","19",42.0362415,-93.4650448
"1148",2007,"Story","4-Ames","2-Second JD","Founded",104,161,182,"169","19",42.0362415,-93.4650448
"1149",2007,"Story","4-Ames","2-Second JD","Unconfirmed",203,231,280,"169","19",42.0362415,-93.4650448
"1150",2007,"Tama","4-Ames","6-SixthJD","Confirmed",12,12,12,"171","19",42.0798117,-92.5325425
"1151",2007,"Tama","4-Ames","6-SixthJD","Founded",39,61,68,"171","19",42.0798117,-92.5325425
"1152",2007,"Tama","4-Ames","6-SixthJD","Unconfirmed",89,101,133,"171","19",42.0798117,-92.5325425
"1153",2007,"Taylor","5-Council Bluffs","5-FifthJD","Confirmed",3,7,7,"173","19",40.7374324,-94.6964148
"1154",2007,"Taylor","5-Council Bluffs","5-FifthJD","Founded",13,29,29,"173","19",40.7374324,-94.6964148
"1155",2007,"Taylor","5-Council Bluffs","5-FifthJD","Unconfirmed",30,44,48,"173","19",40.7374324,-94.6964148
"1156",2007,"Union","6-Des Moines","5-FifthJD","Confirmed",14,13,17,"175","19",41.0277304,-94.2423792
"1157",2007,"Union","6-Des Moines","5-FifthJD","Founded",23,34,38,"175","19",41.0277304,-94.2423792
"1158",2007,"Union","6-Des Moines","5-FifthJD","Unconfirmed",82,109,126,"175","19",41.0277304,-94.2423792
"1159",2007,"Van Buren","7-Cedar Rapids","8-Eigth JD","Confirmed",4,3,4,"177","19",40.7532294,-91.9499871
"1160",2007,"Van Buren","7-Cedar Rapids","8-Eigth JD","Founded",15,22,27,"177","19",40.7532294,-91.9499871
"1161",2007,"Van Buren","7-Cedar Rapids","8-Eigth JD","Unconfirmed",30,35,42,"177","19",40.7532294,-91.9499871
"1162",2007,"Wapello","7-Cedar Rapids","8-Eigth JD","Confirmed",32,34,37,"179","19",41.0305845,-92.4094499
"1163",2007,"Wapello","7-Cedar Rapids","8-Eigth JD","Founded",179,248,279,"179","19",41.0305845,-92.4094499
"1164",2007,"Wapello","7-Cedar Rapids","8-Eigth JD","Unconfirmed",231,245,343,"179","19",41.0305845,-92.4094499
"1165",2007,"Warren","6-Des Moines","5-FifthJD","Confirmed",28,35,37,"181","19",41.3343735,-93.5613594
"1166",2007,"Warren","6-Des Moines","5-FifthJD","Founded",78,118,122,"181","19",41.3343735,-93.5613594
"1167",2007,"Warren","6-Des Moines","5-FifthJD","Unconfirmed",158,193,241,"181","19",41.3343735,-93.5613594
"1168",2007,"Washington","7-Cedar Rapids","8-Eigth JD","Confirmed",4,5,5,"183","19",41.335591,-91.7178676
"1169",2007,"Washington","7-Cedar Rapids","8-Eigth JD","Founded",34,40,43,"183","19",41.335591,-91.7178676
"1170",2007,"Washington","7-Cedar Rapids","8-Eigth JD","Unconfirmed",79,83,104,"183","19",41.335591,-91.7178676
"1171",2007,"Wayne","6-Des Moines","5-FifthJD","Confirmed",5,5,5,"185","19",40.7394702,-93.3273639
"1172",2007,"Wayne","6-Des Moines","5-FifthJD","Founded",12,19,19,"185","19",40.7394702,-93.3273639
"1173",2007,"Wayne","6-Des Moines","5-FifthJD","Unconfirmed",29,33,40,"185","19",40.7394702,-93.3273639
"1174",2007,"Webster","4-Ames","2-Second JD","Confirmed",21,25,25,"187","19",42.4279662,-94.1817881
"1175",2007,"Webster","4-Ames","2-Second JD","Founded",122,168,191,"187","19",42.4279662,-94.1817881
"1176",2007,"Webster","4-Ames","2-Second JD","Unconfirmed",251,312,418,"187","19",42.4279662,-94.1817881
"1177",2007,"Winnebago","2-Waterloo","2-Second JD","Confirmed",3,3,3,"189","19",43.3775678,-93.7341955
"1178",2007,"Winnebago","2-Waterloo","2-Second JD","Founded",25,41,50,"189","19",43.3775678,-93.7341955
"1179",2007,"Winnebago","2-Waterloo","2-Second JD","Unconfirmed",43,48,58,"189","19",43.3775678,-93.7341955
"1180",2007,"Winneshiek","3-Dubuque","1-First JD","Confirmed",10,13,13,"191","19",43.2906746,-91.8437074
"1181",2007,"Winneshiek","3-Dubuque","1-First JD","Founded",20,23,25,"191","19",43.2906746,-91.8437074
"1182",2007,"Winneshiek","3-Dubuque","1-First JD","Unconfirmed",60,56,81,"191","19",43.2906746,-91.8437074
"1183",2007,"Woodbury","1-Sioux City","3-Third JD","Confirmed",61,81,83,"193","19",42.3897169,-96.0447673
"1184",2007,"Woodbury","1-Sioux City","3-Third JD","Founded",291,481,517,"193","19",42.3897169,-96.0447673
"1185",2007,"Woodbury","1-Sioux City","3-Third JD","Unconfirmed",643,849,1097,"193","19",42.3897169,-96.0447673
"1186",2007,"Worth","2-Waterloo","2-Second JD","Confirmed",7,12,12,"195","19",43.3773984,-93.2608476
"1187",2007,"Worth","2-Waterloo","2-Second JD","Founded",24,35,37,"195","19",43.3773984,-93.2608476
"1188",2007,"Worth","2-Waterloo","2-Second JD","Unconfirmed",33,35,44,"195","19",43.3773984,-93.2608476
"1189",2007,"Wright","4-Ames","2-Second JD","Confirmed",10,16,17,"197","19",42.7331189,-93.7351465
"1190",2007,"Wright","4-Ames","2-Second JD","Founded",39,60,65,"197","19",42.7331189,-93.7351465
"1191",2007,"Wright","4-Ames","2-Second JD","Unconfirmed",55,71,80,"197","19",42.7331189,-93.7351465
"1192",2008,"Adair","6-Des Moines","5-FifthJD","Confirmed",5,4,5,"001","19",41.3307464,-94.4709413
"1193",2008,"Adair","6-Des Moines","5-FifthJD","Founded",14,21,23,"001","19",41.3307464,-94.4709413
"1194",2008,"Adair","6-Des Moines","5-FifthJD","Unconfirmed",24,29,37,"001","19",41.3307464,-94.4709413
"1195",2008,"Adams","6-Des Moines","5-FifthJD","Confirmed",1,2,2,"003","19",41.0289839,-94.6991849
"1196",2008,"Adams","6-Des Moines","5-FifthJD","Founded",4,4,4,"003","19",41.0289839,-94.6991849
"1197",2008,"Adams","6-Des Moines","5-FifthJD","Unconfirmed",17,29,35,"003","19",41.0289839,-94.6991849
"1198",2008,"Allamakee","3-Dubuque","1-First JD","Confirmed",4,4,4,"005","19",43.2842838,-91.3780923
"1199",2008,"Allamakee","3-Dubuque","1-First JD","Founded",14,14,16,"005","19",43.2842838,-91.3780923
"1200",2008,"Allamakee","3-Dubuque","1-First JD","Unconfirmed",65,67,90,"005","19",43.2842838,-91.3780923
"1201",2008,"Appanoose","7-Cedar Rapids","8-Eigth JD","Confirmed",6,14,14,"007","19",40.7431635,-92.8686104
"1202",2008,"Appanoose","7-Cedar Rapids","8-Eigth JD","Founded",49,71,76,"007","19",40.7431635,-92.8686104
"1203",2008,"Appanoose","7-Cedar Rapids","8-Eigth JD","Unconfirmed",57,52,71,"007","19",40.7431635,-92.8686104
"1204",2008,"Audubon","5-Council Bluffs","4-FourthJD","Confirmed",12,17,18,"009","19",41.6845893,-94.9058222
"1205",2008,"Audubon","5-Council Bluffs","4-FourthJD","Founded",15,24,28,"009","19",41.6845893,-94.9058222
"1206",2008,"Audubon","5-Council Bluffs","4-FourthJD","Unconfirmed",28,36,43,"009","19",41.6845893,-94.9058222
"1207",2008,"Benton","7-Cedar Rapids","6-SixthJD","Confirmed",19,22,25,"011","19",42.0801864,-92.0656912
"1208",2008,"Benton","7-Cedar Rapids","6-SixthJD","Founded",55,76,86,"011","19",42.0801864,-92.0656912
"1209",2008,"Benton","7-Cedar Rapids","6-SixthJD","Unconfirmed",120,137,166,"011","19",42.0801864,-92.0656912
"1210",2008,"Black Hawk","2-Waterloo","1-First JD","Confirmed",85,88,109,"013","19",42.4700957,-92.3088197
"1211",2008,"Black Hawk","2-Waterloo","1-First JD","Founded",444,588,705,"013","19",42.4700957,-92.3088197
