Name,Classification,Status,PhysicalStreetAddress,PhysicalUnitAddress,PhysicalAddressCity,PhysicalAddressZipCode
DOLLAR TREE #6717,Discount Grocery:General,Active,4515 AVENUE O ,,FORT MADISON,52627
DOLLAR TREE #7177,Discount Grocery:General,Active,901 N Grand Avenue  ,UNIT 102 ,Mount Pleasant,52641
DOLLAR TREE #7489,Discount Grocery:General,Active,204 Drake Ave ,,Centerville,52544
DOLLAR TREE #7586,Discount Grocery:General,Active,24 1ST ST SW ,,Oelwein,50662
FAMILY DOLLAR #32303,Discount Grocery:General,Active,1531 32nd  ST NE ,,Cedar Rapids,52402
FAMILY DOLLAR STORE #22186,Discount Grocery:General,Active,327 S 3RD AVE ,,MARSHALLTOWN,50158
FAMILY DOLLAR STORE #22740,Discount Grocery:General,Active,412 E ERIE ST ,,MISSOURI VALLEY,51555
FAMILY DOLLAR STORE #25145,Discount Grocery:General,Active,21 S 15TH ST ,,FORT DODGE,50501
FAMILY DOLLAR STORE #30481,Discount Grocery:General,Active,3915 SW 9th ST ,,Des Moines,50315
FAMILY DOLLAR STORE #4541,Discount Grocery:General,Active,901 1ST AVE SW ,,CEDAR RAPIDS,52405
FAMILY DOLLAR STORES OF IA #29390,Discount Grocery:General,Active,307 N GRAND ST ,,CHARITON,50049
FORBES MEAT & PROCESSING,Discount Grocery:General,Active,HWY 71 S ,,SPIRIT LAKE,51360
GOLDEN LAND ,Discount Grocery:General,Active,11 E State ST ,,MARSHALLTOWN,50158
HARTIG DRUG #14,Discount Grocery:General,Active,200 FIRST ST E ,,INDEPENDENCE,50644
HI-WAY GROCERY,Discount Grocery:General,Active,206 4TH AVE S ,,ARMSTRONG,50514
HIBBS FARMS,Discount Grocery:General,Active,105 N MAIN ,,ALBION,50005
HORNBILL ASIAN MARKET,Discount Grocery:General,Active,3301 Pennsylvania AVE ,STE 98 ,Dubuque,52001
HY-VEE DRUGSTORE,Discount Grocery:General,Active,875 4TH ST ,,MASON CITY,50401
HY-VEE DRUGSTORE #4,Discount Grocery:General,Active,4825 JOHNSON AVE NW ,,CEDAR RAPIDS,52405
HY-VEE GAS #3,Discount Grocery:General,Active,1512 FLAMMANG DR ,,WATERLOO,50702
ISSAK GROCERY STORE,Discount Grocery:General,Active,1123 NEBRASKA ST ,,SIOUX CITY,51105
LA LOMA MEXICAN STORE,Discount Grocery:General,Active,332 S 25TH ST ,,FORT DODGE,50501
LITTLE RED SCHOOLHOUSE,Discount Grocery:General,Active,1302 1ST ST W ,,INDEPENDENCE,50644
LUNA IMPORTED FOODS,Discount Grocery:General,Active,8036 DOUGLAS AVE ,,URBANDALE,50322
MARTIN BROS FOOD MARKET,Discount Grocery:General,Active,711 S FEDERAL AVE ,,MASON CITY,50401
MARTIN BROS FOOD MARKET,Discount Grocery:General,Active,6022 ENTERPRISE ,,CEDAR FALLS,50613
MENARDS,Discount Grocery:General,Active,1301 12TH AVE SW ,,SPENCER,51301
MENARDS,Discount Grocery:General,Active,1125 BRANDILYNN BLVD ,,CEDAR FALLS,50613
MENARDS,Discount Grocery:General,Active,1051 E SAN MARNAN DR ,,WATERLOO,50702
MENARDS,Discount Grocery:General,Active,504 IOWA AVE W ,,MARSHALLTOWN,50158
MENARDS,Discount Grocery:General,Active,5900 GORDON DR ,,SIOUX CITY,51106
MENARDS,Discount Grocery:General,Active,1898 VENTURE DR ,,Ottumwa,52501
MILLERS COUNTRY STORE,Discount Grocery:General,Active,1573 160TH ST ,,INDEPENDENCE,50644
MILTON COUNTRY STORE,Discount Grocery:General,Active,26975 V56 ,,MILTON,52570
MORWOOD CAMPGROUND,Discount Grocery:General,Active,1865 150TH ST ,,HAZLETON,50641
NANA KUSH FOOD STORE,Discount Grocery:General,Active,1309 1ST  AVE N ,UNIT 1 ,Denison,51442
NEW YORK DOLLAR STORE,Discount Grocery:General,Active,219 MAIN ST ,,COLUMBUS JUNCTION,52738
PINOY ASIAN MARKET,Discount Grocery:General,Active,1631 4th ST ,STE 107 ,Mason City,50401
PLAIN VIEW COUNTRY STORE,Discount Grocery:General,Active,1146 FAIRBANK AMISH BLVD ,,HAZLETON,50641
PLAZA QUERETANA,Discount Grocery:General,Active,839 3RD AVE ,,Sibley,51249
REDDING COUNTRY STORE,Discount Grocery:General,Active,3093 U.S. Highway 169 ,,REDDING,50860
SAVE MORE,Discount Grocery:General,Active,405 E LOCUST ST ,,Davenport,52803
STRAHM HARDWARE,Discount Grocery:General,Active,249 CENTER ST ,,ELGIN,52141
STRINGTOWN GROCERY,Discount Grocery:General,Active,2254  540TH  ST SW ,,Kalona,52247
THEISEN'S OF MARSHALLTOWN,Discount Grocery:General,Active,602 IOWA AVE ,,MARSHALLTOWN,50158
"Theisen's, Inc. of Dyersville",Discount Grocery:General,Active,1222 9th ST ,,DYERSVILLE,52040
"Theisen's, Inc. of Indianola",Discount Grocery:General,Active,2312 JEFFERSON WAY ,,INDIANOLA,50125
"Theisen's, Inc. of Vinton",Discount Grocery:General,Active,1405 HWY 218 ,,VINTON,52349
TIENDA TONITAS,Discount Grocery:General,Active,105 GREENE ST ,,POSTVILLE,52162
TNK HEALTH FOOD STORE,Discount Grocery:General,Active,1023 PEOPLES SQ ,,WATERLOO,50702
VJ LIQUOR & WINE LLC,Discount Grocery:General,Active,228 N MAIN ST ,,MONTICELLO,52310
WALGREENS #03590,Discount Grocery:General,Active,3910 UNIVERSITY AVE ,,WATERLOO,50701
WALGREENS #05943,Discount Grocery:General,Active,1000 N JEFFERSON ST ,,INDIANOLA,50125
WALGREENS #06678,Discount Grocery:General,Active,1999 GRAND AVE ,,WEST DES MOINES,50265
WALGREENS #07833,Discount Grocery:General,Active,3501 INGERSOLL AVE ,,DES MOINES,50312
WALGREENS #10770,Discount Grocery:General,Active,105 E 6TH ST ,,CARROLL,51401
WALGREENS #3196,Discount Grocery:General,Active,5 E ANSON ,,MARSHALLTOWN,50158
WALGREENS #3875,Discount Grocery:General,Active,2821 1ST AVE SE ,,CEDAR RAPIDS,52402
WALGREENS #5042,Discount Grocery:General,Active,3325 16TH AVE SW ,,CEDAR RAPIDS,52404
WALMART #646 ,Discount Grocery:General,Active,101 115TH ST ,,ANAMOSA,52205
PAINT CREEK BULK FOODS / BAKERY,Discount Grocery:General Bakery:Stand Alone,Active,1068 MILLER LN ,,WAUKON,52172
WALMART #1506,Discount Grocery:General Bakery:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,1220 W MAIN ST ,,MANCHESTER,52057
WALMART #1361,Discount Grocery:General Bakery:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Sto,Active,3400 SINGING HILLS BLVD ,,SIOUX CITY,51106
HY-VEE FOOD STORE,Discount Grocery:General Bakery:Supermarket/Grocery Store Full Service:Restaurant without liquor Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Groce,Active,809 W ROCK IS ,,KNOXVILLE,50138
HY-VEE FOOD STORE,Discount Grocery:General Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,1311 4TH ST SW ,,WAVERLY,50677
HY-VEE,Discount Grocery:General Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Fast Food:Restaurant without l,Active,1616 EDGINGTON AVE ,,ELDORA,50627
RANDY'S NEIGHBORHOOD MARKET - DYSERSVILLE,Discount Grocery:General Bakery:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store ,Active,733 16TH AVE SE ,,DYERSVILLE,52040
DOLLAR GENERAL STORE #20028,Discount Grocery:General Convenience Store (FE),Active,2347 County Rd 103 ,,West Point,52656
DOLLAR GENERAL STORE #2010,Discount Grocery:General Convenience Store (FE),Active,710 N GRAND AVE ,,MOUNT PLEASANT,52641
DOLLAR GENERAL STORE #7053,Discount Grocery:General Convenience Store (FE),Active,1006 N 18TH ST ,,CENTERVILLE,52544
WUENNECKE'S CITY MEAT,Discount Grocery:General Deli:Cheese Shop Meat:Meat Locker  Produce:Supermarket/Grocery Store,Active,199 RAILROAD AVE NW ,,NEW ALBIN,52160
IDA GROVE FOOD PRIDE,Discount Grocery:General Deli:Stand alone,Active,200 Oak Grove Drive ,,Ida Grove,51445
EUROPEAN FLAVORS,Discount Grocery:General Deli:Supermarket/Grocery Store,Active,1150 73RD ST ,,WINDSOR HEIGHTS,50324
FAREWAY STORE #151,Discount Grocery:General Deli:Supermarket/Grocery Store,Active,3717 1st AVE ,,Cedar Rapids,52402
WAL-MART  #3630,Discount Grocery:General Deli:Supermarket/Grocery Store,Active,5491 BUSINESS HIGHWAY 151 ,,MARION,52302
EAGLE COUNTRY MARKET,Discount Grocery:General Deli:Supermarket/Grocery Store Fast Food:Convenience Store (RS) Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store,Active,1800 ELM ST ,,DUBUQUE,52001
WALMART #1393,Discount Grocery:General Deli:Supermarket/Grocery Store Fast Food:Restaurant without liquor Bakery:Supermarket/Grocery Store,Active,2203 AVENUE A W ,,OSKALOOSA,52577
COUNTRY FOODS,Discount Grocery:General Deli:Supermarket/Grocery Store Full Service,Active,1206 7TH AVE ,,BELLE PLAINE,52208
HY-VEE #1,Discount Grocery:General Deli:Supermarket/Grocery Store Full Service:Restaurant with Liqour,Active,1843 JOHNSON AVE NW ,,CEDAR RAPIDS,52405
FAREWAY STORE #067,Discount Grocery:General Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store ,Active,215 EVANS RD ,,EVANSDALE,50707
FAREWAY STORE #062,Discount Grocery:General Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store,Active,777 11TH AVE S ,,WAUKON,52172
WALMART # 2004,Discount Grocery:General Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store,Active,4200 DODGE ST ,,DUBUQUE,52003
JEFF'S FOODS,Discount Grocery:General Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Store ,Active,110 W CEDAR ST ,,MARCUS,51035
DOLLAR GENERAL #1458,Discount Grocery:General Discount Grocery:General,Active,3715 LAFAYETTE RD ,,EVANSDALE,50707
DOLLAR GENERAL STORE #20584,Discount Grocery:General Discount Grocery:General,Active,1650 IDAHO ST ,,Waterloo,50703
SONNY'S SUPERMARKET,Discount Grocery:General Fast Food:Catering Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Store ,Active,327 5th ST ,,West Point,52656
J & L COUNTRY STORE,Discount Grocery:General Fast Food:Convenience Store (RS),Active,1463 292ND ST ,,REDDING,50860
GOLDEN DOME MARKET,Discount Grocery:General Fast Food:Restaurant without liquor,Active,1000 N 4TH ST ,,FAIRFIELD,52557
TARGET STORE - T2526,Discount Grocery:General Fast Food:Restaurant without liquor,Active,214 VIKING PLAZA DR ,,CEDAR FALLS,50613
TARGET T-86,Discount Grocery:General Fast Food:Restaurant without liquor,Active,3500 DODGE STREET- TARGET ,,DUBUQUE,52003
THE FOOD STORE,Discount Grocery:General Fast Food:Restaurant without liquor,Active,1109 IOWA ST ,,DUBUQUE,52001
WALMART  #1491,Discount Grocery:General Fast Food:Restaurant without liquor,Active,1500 N JEFFERSON WAY ,,INDIANOLA,50125
AFRICAN GENERAL GROCERY STORE,Discount Grocery:General Fast Food:Snack Bar,Active,1411 PIERCE ST ,,Sioux City,51105
SAM'S CLUB #4973,Discount Grocery:General Fast Food:Snack Bar Meat:Supermarket/Grocery Store ,Active,4400 ASBURY RD ,,DUBUQUE,52002
FREDERICK'S MARKET RESTAURANT,Discount Grocery:General Full Service:Restaurant with Liqour,Active,303 MAIN ST ,,ROYAL,51357
HILLCREST COUNTRY STORE,Discount Grocery:General Home Bakery,Active,1793 VETCH BLVD ,,LOCKRIDGE,52635
ROYS FOODLAND,Discount Grocery:General Meat Deli:Supermarket/Grocery Store,Active,105 PEARL ST ,,SHELLSBURG,52332
MARKS LOCKER,Discount Grocery:General Meat:Meat Locker  Deli:Supermarket/Grocery Store,Active,106 ELY ST ,,ROWLEY,52329
EL PALOMINO,Discount Grocery:General Meat:Supermarket/Grocery Store ,Active,3116 E 14TH ST ,,DES MOINES,50316
HY-VEE GROCERY,Discount Grocery:General Meat:Supermarket/Grocery Store ,Active,3 COLLEGE SQUARE MALL (6301 University) ,,CEDAR FALLS,50613
SUNSHINE FOODS,Discount Grocery:General Meat:Supermarket/Grocery Store  Bakery:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Full Service:Cafeteria,Active,1704 Okoboji AVE ,,Milford,51351
J AND C GROCERY,Discount Grocery:General Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store,Active,108  N RAILROAD ST ,,Sumner,50674
DON'S FOOD CENTER,Discount Grocery:General Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store,Active,"102 ALBANY AVENUE, N.E. ",,ORANGE CITY,51041
SAMS CLUB #6514,Discount Grocery:General Meat:Supermarket/Grocery Store  Fast Food:Snack Bar,Active,210 E TOWER PARK DR ,,WATERLOO,50702
FAREWAY STORE #022,Discount Grocery:General Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,4040 WAR EAGLE DR ,,SIOUX CITY,51109
HY-VEE FOOD STORE,Discount Grocery:General Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,402 S HAYES ,,MOUNT AYR,50854
LA PLAZITA LATINA,Discount Grocery:General Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,1300 W 4TH  ST ,,Sioux City,51103
ECONOMART,Discount Grocery:General Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Fast Food:Restaurant without liquor Deli:Supermarket/Grocery Store,Active,103 W WALNUT ,,COLUMBUS JUNCTION,52738
CARSTENSEN'S MEAT & GROCERY,Discount Grocery:General Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Full Service:Restaurant without liquor,Active,201 MARKET ST N ,,Lake Park,51347
LA CANASTA SUPERMARKET,Discount Grocery:General Produce:Supermarket/Grocery Store,Active,112 GREENE ST ,,POSTVILLE,52162
WALMART #1546,Discount Grocery:General Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,840 S OAK ST ,,IOWA FALLS,50126
FAREWAY STORE #699,Discount Grocery:General Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store ,Active,215 MAIN ST ,,OSCEOLA,50213
HONG KONG MARKET,Discount Grocery:General Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Seafood:Supermarket/Grocery Store,Active,511 W 7TH ST ,,SIOUX CITY,51103
DOLLAR GENERAL STORE #18579,Discount Grocery:General Variety Store,Active,633 L14 ,,Remsen,51050
DOLLAR TREE #6998,Discount Grocery:General Variety Store,Active,626 S 9TH ST ,,BURLINGTON,52601
HY-VEE #1 WINE & SPIRITS,Discount Grocery:General Variety Store,Active,2126 KIMBALL AVE ,,WATERLOO,50702
"150 DISCOUNT STORE, LLC",Discount Grocery:Salvage,Active,1664 150TH ST ,,HAZLETON,50641
BOWERS BEST DISCOUNT STORE,Discount Grocery:Salvage,Active,2393 JAMESTOWN AVE ,,Independence,50644
CARTER DISCOUNT GROCERIES,Discount Grocery:Salvage,Active,1153 CARTER AVE ,,FAIRBANK,50629
COUNTRY SIDE GROCERY,Discount Grocery:Salvage,Active,18980 180TH ST ,,BLOOMFIELD,52537
DETWEILER GROCERY,Discount Grocery:Salvage,Active,1543 Fairbank Amish Blvd ,,Hazleton,50641
DOUBLE E DISCOUNT,Discount Grocery:Salvage,Active,2607-315 TH ST ,,HOPKINTON,52237
FLOUR STORE,Discount Grocery:Salvage,Active,1376 Indiana AVE ,,HAZLETON,50641
"HIGHWAY 2 DISCOUNT GROCERIES, L.L.C.",Discount Grocery:Salvage,Active,19626 HWY 2 ,,BLOOMFIELD,52537
HILLTOP GROCERIES,Discount Grocery:Salvage,Active,33945 HILTON RD ,,EDGEWOOD,52042
L & M COUNTRY STORE,Discount Grocery:Salvage,Active,22422 HWY 63 ,,BLOOMFIELD,52537
"S & M WHOLESALERS, INC. ",Discount Grocery:Salvage,Active,316 W 5TH ST ,STE B ,Waterloo,50701
YODER'S COUNTRY STORE,Discount Grocery:Salvage,Active,1307 SHERMAN RIDGE RD ,,WAUKON,52172
YODER'S DISCOUNT GROCERY,Discount Grocery:Salvage,Active,1458 130TH ST ,,HAZLETON,50641
DUTCH VALLEY STORE,Discount Grocery:Salvage Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store,Active,1030 WALNUT AVE ,,ORCHARD,50460
VANTAGE DISCOUNT GROCERY,Discount Grocery:Salvage Produce:Stand Alone,Active,4789 TIMBER AVE ,,LIME SPRINGS,52155
"ROCKWELL COMMUNITY NURSING HOME, INC",Elderly Nutrition Program/Senior Center:Production Site,Active,707 Elm ST ,,Rockwell,50469
WILD FLOURS,Elem School (K-5):Production Site,Active,305 1ST ST ,,ELLIOTT,51532
LAUNCHPAD CHILDREN'S MUSEUM,Elem School (K-5):Serving Site Only,Active,623 PEARL ST ,,Sioux City,51101
SIMPLE LIFE FARMS,Farmer's Market Variety Store,Active,2945 220th ST ,,Winterset,50273
CASEY'S GENERAL STORE #62,Fast Food,Active,730 S EAST ST ,,POMEROY,50575
LYON'S FILLING STATION,Fast Food,Active,266 MAIN AVE ,,CLINTON,52732
PAPA MURPHY'S,Fast Food,Active,6058 SE 14TH ST ,STE 300 ,DES MOINES,50320
PAPA MURPHY'S,Fast Food,Active,3219 MOUNT VERNON RD SE ,,CEDAR RAPIDS,52403
PAPA MURPHY'S PIZZA,Fast Food,Active,1330 N 2nd ST ,,Clinton,52732
PURVEYOR,Fast Food,Active,505 E Grand AVE ,STE 105 ,Des Moines,50309
KWIK STAR #711,Fast Food Convenience Store,Active,12801 Falcon AVE ,,MONONA,52159
SNK GAS & FOOD ,Fast Food Convenience Store,Active,18820 BELLEVUE CASCADE RD ,,ZWINGLE,52079
ANDREW COUNTRY MART,Fast Food Convenience Store (FE),Active,201 N JEFFERSON ,,ANDREW,52030
BELLS MINI SUPER ,Fast Food Convenience Store (FE),Active,213 N TODDS FERRY RD ,,CONESVILLE,52739
CASEY'S GENERAL STORE #1446,Fast Food Convenience Store (FE),Active,150 E Business 30 ,,LISBON,52253
CASEY'S GENERAL STORE #2687,Fast Food Convenience Store (FE),Active,1001 AVE ,,HAWARDEN,51023
CIRCLE K #4706602,Fast Food Convenience Store (FE),Active,1530 N 2ND ST ,,CLINTON,52732
KUM & GO #1113,Fast Food Convenience Store (FE),Active,2801 E 13TH ST ,,AMES,50010
KUM & GO #1215,Fast Food Convenience Store (FE),Active,4506 LINCOLN WAY ,,AMES,50010
KUM & GO #214,Fast Food Convenience Store (FE),Active,111 DUFF AVE ,,AMES,50010
KUM & GO #216,Fast Food Convenience Store (FE),Active,203 WELCH ,,AMES,50010
KWIK STAR #720,Fast Food Convenience Store (FE),Active,125 MAIN ST ,,MC GREGOR,52157
KWIK STAR #894,Fast Food Convenience Store (FE),Active,917 W PLATT ST ,,MAQUOKETA,52060
KWIK STOP #82,Fast Food Convenience Store (FE),Active,185 PEOSTA ST ,,PEOSTA,52068
QUIKTRIP #500,Fast Food Convenience Store (FE),Active,3700 HUBBELL AVE ,,DES MOINES,50317
SPEEDE SHOP,Fast Food Convenience Store (FE),Active,204 MAIN ST ,,GARNAVILLO,52049
RUZICKA'S MEAT PROCESSING INC,Fast Food:Catering Meat:Meat Locker ,Active,301 N DUBUQUE ST ,,SOLON,52333
EDGEWOOD LOCKER,Fast Food:Catering Meat:Meat Locker  Discount Grocery,Active,609 W UNION ST ,,EDGEWOOD,52042
RANDY'S NEIGHBORHOOD MARKET - OSAGE,Fast Food:Catering Meat:Supermarket/Grocery Store  Bakery:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store,Active, 633 Chase ST ,  ,OSAGE,50461
GOT DOUGH,Fast Food:Commissary ,Active,707 2ND ST ,,VICTOR,52347
JAVA HOUSE COFFEE ROASTERS,Fast Food:Commissary ,Active,350 HERKY ST ,,North Liberty,52317
"JAVA HOUSE, THE",Fast Food:Commissary ,Active,1575 S 1ST AVE ,,IOWA CITY,52240
MOMA C'S,Fast Food:Commissary ,Active,106 Main ST ,,Ellston,50074
BIG BRAD'S BBQ AND GROCERY,Fast Food:Commissary  Meat:Supermarket/Grocery Store ,Active,213 N MAIN ST ,,KANAWHA,50447
BISCOTTI'S,Fast Food:Convenience Store (RS),Active,110 UNIVERSITY OF NORTHERN IOWA ,,CEDAR FALLS,50614
BREAD GARDEN @ IOWA LAW,Fast Food:Convenience Store (RS),Active,130 BYINGTON RD ,,Iowa City,52242
BROADWAY LIQUOR,Fast Food:Convenience Store (RS),Active,821 BROADWAY ,,WATERLOO,50703
BW GAS & CONVENIENCE RETAIL STORE #10018,Fast Food:Convenience Store (RS),Active,1803 Superior ST ,,Webster City,50595
BW GAS & CONVENIENCE RETAIL STORE #10021,Fast Food:Convenience Store (RS),Active,1102 2nd ST ,,Webster City,50595
BW GAS & CONVENIENCE RETAIL STORE #10029,Fast Food:Convenience Store (RS),Active,300 Central AVE ,,Clarion,50525
BW GAS & CONVENIENCE RETAIL STORE #10034,Fast Food:Convenience Store (RS),Active,112 River AVE S ,,Belmond,50421
CASEY'S GENERAL STORE #1131,Fast Food:Convenience Store (RS),Active,201 HWY 21 ,,DYSART,52224
CASEY'S GENERAL STORE #1589,Fast Food:Convenience Store (RS),Active,1708 G AVE ,,GRUNDY CENTER,50638
CASEY'S GENERAL STORE #2634,Fast Food:Convenience Store (RS),Active,200 W UNION  ,PO BOX 399 ,EDGEWOOD,52042
CASEY'S GENERAL STORE #2653,Fast Food:Convenience Store (RS),Active,113 HWY 30 ,,TOLEDO,52342
CASEY'S GENERAL STORE #2802,Fast Food:Convenience Store (RS),Active,409 CENTER STREET ,,CONRAD,50621
CASEY'S GENERAL STORE #2821,Fast Food:Convenience Store (RS),Active,201 8TH STREET ,,GLADBROOK,50635
CASEY'S GENERAL STORE #2845,Fast Food:Convenience Store (RS),Active,201 SUNSET ST ,,URBANA,52345
CLINTON STREET MARKET,Fast Food:Convenience Store (RS),Active,310 N CLINTON ST ,,Iowa City,52242
CUBBY'S PERCIVAL,Fast Food:Convenience Store (RS),Active,2501 210TH AVE ,,PERCIVAL,51648
FAST AVENUE ONE STOP,Fast Food:Convenience Store (RS),Active,2111 PARK AVE ,,Muscatine,52761
FIVE CORNERS LIQUOR & WINE,Fast Food:Convenience Store (RS),Active,809 E 18TH ST ,,CEDAR FALLS,50613
"GRACIOUS FOOD, LLC",Fast Food:Convenience Store (RS),Active,2228 LINCOLN ST ,,CEDAR FALLS,50613
HANSEN'S DAIRY CEDAR FALLS,Fast Food:Convenience Store (RS),Active,123 18th ST ,,Cedar Falls,50613
HY-VEE (GAS),Fast Food:Convenience Store (RS),Active,6527 UNIVERSITY AVE ,,CEDAR FALLS,50613
HY-VEE - GAS,Fast Food:Convenience Store (RS),Active,2600 2ND AVE ,,MUSCATINE,52761
HY-VEE C-STORE,Fast Food:Convenience Store (RS),Active,8607 DOUGLAS ,,URBANDALE,50322
IOWA PETROLEUM AND CONVENIENCE,Fast Food:Convenience Store (RS),Active,2425 WHITETAIL DR ,,CEDAR FALLS,50613
JIFFY - 931,Fast Food:Convenience Store (RS),Active,108 1/2 HWY 30 W ,,TOLEDO,52342
JIFFY SOUTH,Fast Food:Convenience Store (RS),Active,219 S STATE ,,TAMA,52339
KUM & GO #438,Fast Food:Convenience Store (RS),Active,1429 PARK AVE ,,MUSCATINE,52761
KWIK STAR #215,Fast Food:Convenience Store (RS),Active,100 W 65TH ST ,,Davenport,52806
